scientific name,genus name,family name,chinese name,first flowering month,last flowering month,first fruiting month,last fruiting month,woodiness
Kalimeris integrifolia,Kalimeris,Asteraceae,È«Ò¶ÂíÀ¼,7,9,7,9,CB
Kalimeris lautureana,NA,Asteraceae,É½ÂíÀ¼,8,10,8,10,CB
Kalimeris mongolica,Kalimeris,Asteraceae,ÃÉ¹ÅÂíÀ¼,7,9,7,9,CB
Kalopanax septemlobus,Kalopanax,Araliaceae,´Ìé±,7,10,9,12,WD
Kobresia myosuroides,Kobresia,Cyperaceae,áÔ²İ,5,9,5,9,CB
Kochia prostrata,NA,Chenopodiaceae,Ä¾µØ·ô,7,8,8,9,WD
Kochia scoparia var. sieversiana,NA,Chenopodiaceae,¼îµØ·ô,NA,NA,NA,NA,CB
Krascheninnikovia ceratoides,Krascheninnikovia,Chenopodiaceae,ÍÕÈŞŞ¼,6,9,6,9,WD
Kummerowia stipulacea,Kummerowia,Fabaceae,³¤İà¼¦ÑÛ²İ,7,8,8,10,CB
Kummerowia striata,Kummerowia,Fabaceae,¼¦ÑÛ²İ,7,8,8,9,CB
Lagopsis supina,NA,Lamiaceae,ÏÄÖÁ²İ,3,4,5,6,CB
Lamium album,Lamium,Lamiaceae,¶Ì±úÒ°Ö¥Âé,5,7,7,9,CB
Lamium barbatum,NA,Lamiaceae,Ò°Ö¥Âé,4,6,7,8,CB
Laportea bulbifera,Laportea,Urticaceae,ÖéÑ¿°¬Âé,7,8,5,12,CB
Laportea cuspidata,Laportea,Urticaceae,°¬Âé,6,7,8,9,CB
Lappula patula,NA,Boraginaceae,ÂÑ¹ûº×Ê­,NA,NA,NA,NA,CB
Lathyrus davidii,Lathyrus,Fabaceae,ÜüÃ¢ÏãÍã¶¹,5,7,8,9,CB
Lathyrus humilis,Lathyrus,Fabaceae,°«É½÷ó¶¹,5,7,8,9,CB
Lathyrus komarovii,Lathyrus,Fabaceae,ÈıÂöÉ½÷ó¶¹,5,5,7,7,CB
Lathyrus palustris,Lathyrus,Fabaceae,ÕÓÉúÉ½÷ó¶¹,6,7,7,9,CB
Lathyrus palustris var. pilosus,NA,Fabaceae,Ã«É½÷ó¶¹,NA,NA,NA,NA,CB
Lathyrus quinquenervius,Lathyrus,Fabaceae,É½÷ó¶¹,5,7,8,9,CB
Lathyrus vaniotii,Lathyrus,Fabaceae,¶«±±É½÷ó¶¹,5,5,NA,NA,CB
Ledum palustre,Ledum,Ericaceae,¶ÅÏã,6,7,7,8,WD
Ledum palustre var. dilatatum,NA,Ericaceae,¿íÒ¶¶ÅÏã,NA,NA,NA,NA,WD
Lemna minor,NA,Lemnaceae,¸¡Æ¼,5,9,NA,NA,CB
Lemna trisulca,NA,Lemnaceae,Æ·Ôå,5,9,NA,NA,CB
Leontopodium leontopodioides,Leontopodium,Asteraceae,»ğÈŞ²İ,6,9,6,9,CB
Leonurus japonicus,Leonurus,Lamiaceae,ÒæÄ¸²İ,7,9,9,9,CB
Leonurus macranthus,Leonurus,Lamiaceae,´ó»¨ÒæÄ¸²İ,8,9,9,9,CB
Leonurus pseudomacranthus,Leonurus,Lamiaceae,öÉ²Ë,8,9,9,10,CB
Leonurus sibiricus,NA,Lamiaceae,Ï¸Ò¶ÒæÄ¸²İ,7,8,9,9,CB
Lepidium apetalum,NA,Brassicaceae,¶ÀĞĞ²Ë,4,8,5,9,CB
Lepidium ruderale,Lepidium,Brassicaceae,ÖùÃ«¶ÀĞĞ²Ë,5,7,5,7,CB
Lespedeza bicolor,NA,Fabaceae,ºúÖ¦×Ó,7,9,9,10,WD
Lespedeza cuneata,NA,Fabaceae,½ØÒ¶ÌúÉ¨Öã,7,8,9,10,WD
Lespedeza cyrtobotrya,Lespedeza,Fabaceae,¶Ì¹£ºúÖ¦×Ó,7,8,9,9,WD
Lespedeza davurica,Lespedeza,Fabaceae,ĞË°²ºúÖ¦×Ó,7,8,9,10,WD
Lespedeza inschanica,NA,Fabaceae,ÒõÉ½ºúÖ¦×Ó,NA,NA,NA,NA,WD
Lespedeza juncea,Lespedeza,Fabaceae,¼âÒ¶ÌúÉ¨Öã,7,9,9,10,WD
Lespedeza potaninii,Lespedeza,Fabaceae,Å£Ö¦×Ó,7,9,9,10,WD
Lespedeza tomentosa,NA,Fabaceae,ÈŞÃ«ºúÖ¦×Ó,7,8,9,10,WD
Leymus chinensis,Leymus,Poaceae,Ñò²İ,6,8,6,8,CB
Libanotis seseloides,Libanotis,Apiaceae,ÏãÇÛ,7,9,8,10,CB
Ligularia fischeri,Ligularia,Asteraceae,ÌãÒ¶éÒÎá,7,9,7,9,CB
Ligularia intermedia,Ligularia,Asteraceae,ÏÁ°úéÒÎá,7,9,7,9,CB
Ligularia jaluensis,Ligularia,Asteraceae,¸´ĞòéÒÎá,7,9,7,9,CB
Ligularia jamesii,Ligularia,Asteraceae,³¤°×É½éÒÎá,7,9,7,9,CB
Ligularia mongolica,Ligularia,Asteraceae,È«ÔµéÒÎá,6,10,6,10,CB
Ligularia schmidtii,Ligularia,Asteraceae,ºÏ°úéÒÎá,6,9,6,9,CB
Ligularia sibirica,Ligularia,Asteraceae,éÒÎá,7,9,7,9,CB
Ligularia virgaurea,Ligularia,Asteraceae,»ÆÖãéÒÎá,7,9,7,9,CB
Ligusticum jeholense,Ligusticum,Apiaceae,ÁÉŞ»±¾,7,9,9,10,CB
Ligusticum tachiroei,Ligusticum,Apiaceae,ÑÒÜîÏã,7,8,8,9,CB
Ligusticum tenuissimum,NA,Apiaceae,Ï¸Ò¶Ş»±¾,8,9,9,10,CB
Lilium amabile,NA,Liliaceae,ĞãÀö°ÙºÏ,6,7,8,9,CB
Lilium callosum,Lilium,Liliaceae,ÌõÒ¶°ÙºÏ,7,7,8,9,CB
Lilium cernuum,Lilium,Liliaceae,´¹»¨°ÙºÏ,7,7,NA,NA,CB
Lilium concolor,Lilium,Liliaceae,ä×µ¤,6,7,8,9,CB
Lilium concolor var. megalanthum,NA,Liliaceae,´ó»¨°ÙºÏ,NA,NA,NA,NA,CB
Lilium concolor var. pulchellum,NA,Liliaceae,ÓĞ°ß°ÙºÏ,NA,NA,NA,NA,CB
Lilium dauricum,NA,Liliaceae,Ã«°ÙºÏ,6,7,8,9,CB
Lilium distichum,Lilium,Liliaceae,¶«±±°ÙºÏ,7,8,9,10,CB
Lilium leichtlinii var. maximowiczii,NA,Liliaceae,´ó»¨¾íµ¤,7,8,NA,NA,CB
Lilium pumilum,Lilium,Liliaceae,É½µ¤,6,7,8,9,CB
Lilium tigrinum,NA,Liliaceae,¾íµ¤,7,8,9,10,CB
Limonium bicolor,NA,Plumbaginaceae,¶şÉ«²¹Ñª²İ,5,7,6,8,CB
Limosella aquatica,Limosella,Scrophulariaceae,Ë®Ã£²İ,6,10,6,10,CB
Linaria vulgaris,Linaria,Scrophulariaceae,Áø´©Óã,6,9,8,10,CB
Linaria vulgaris subsp. chinensis,NA,Scrophulariaceae,Áø´©ÓãÔ­ÑÇÖÖ,6,9,NA,NA,CB
Lindernia procumbens,Lindernia,Scrophulariaceae,Ä°ÉÏ²Ë,7,9,9,10,CB
Linnaea borealis,Linnaea,Caprifoliaceae,±±¼«»¨,7,8,7,8,WD
Linum amurense,Linum,Linaceae,ºÚË®ÑÇÂé,6,7,8,8,CB
Linum nutans,NA,Linaceae,´¹¹ûÑÇÂé,6,7,7,8,CB
Linum stelleroides,Linum,Linaceae,Ò°ÑÇÂé,6,9,8,10,CB
Liparis campylostalix,Liparis,Orchidaceae,³İ´½Ñò¶úËâ,7,7,NA,NA,CB
Liparis japonica,NA,Orchidaceae,Ñò¶úËâ,NA,NA,NA,NA,CB
Liparis sasakii,Liparis,Orchidaceae,°¢ÀïÉ½Ñò¶úËâ,5,5,NA,NA,CB
Liparis viridiflora,NA,Orchidaceae,³¤¾¥Ñò¶úËâ,3,3,NA,NA,CB
Listera puberula,Listera,Orchidaceae,¶ÔÒ¶À¼,7,8,8,8,CB
Lithospermum erythrorhizon,Lithospermum,Boraginaceae,×Ï²İ,6,6,7,8,CB
Lloydia serotina,Lloydia,Liliaceae,Íİ°ê»¨,5,7,7,9,CB
Lloydia triflora,Lloydia,Liliaceae,Èı»¨Íİ°ê»¨,5,6,7,7,CB
Lobelia sessilifolia,NA,Campanulaceae,É½¹£²Ë,7,9,9,10,CB
Lomatogonium rotatum,Lomatogonium,Gentianaceae,·ø×´ÀßÖù»¨,8,8,9,9,CB
Lonicera caerulea var. edulis,NA,Caprifoliaceae,À¶µå¹û,NA,NA,NA,NA,WD
Lonicera chrysantha,Lonicera,Caprifoliaceae,½ğ»¨ÈÌ¶¬,5,6,7,9,WD
Lonicera maackii,NA,Caprifoliaceae,½ğÒøÈÌ¶¬,5,6,8,10,WD
Lonicera maximowiczii,Lonicera,Caprifoliaceae,×Ï»¨ÈÌ¶¬,6,7,8,9,WD
Lonicera nigra,Lonicera,Caprifoliaceae,ºÚ¹ûÈÌ¶¬,5,5,8,9,WD
Lonicera praeflorens,Lonicera,Caprifoliaceae,Ôç»¨ÈÌ¶¬,4,4,5,6,WD
Lonicera ruprechtiana,Lonicera,Caprifoliaceae,³¤°×ÈÌ¶¬,5,6,7,8,WD
Lonicera subhispida,NA,Caprifoliaceae,µ¥»¨ÈÌ¶¬,5,5,6,6,WD
Luzula multiflora,Luzula,Juncaceae,¶à»¨µØÑîÃ·,5,7,7,8,CB
Luzula oligantha,Luzula,Juncaceae,»ª±±µØÑîÃ·,6,7,7,8,CB
Luzula pallescens,Luzula,Juncaceae,µ­»¨µØÑîÃ·,5,7,5,7,CB
Luzula pallescens var. castanescens,NA,Juncaceae,°²Í¼µØÑîÃ·,6,7,NA,NA,CB
Luzula rufescens,Luzula,Juncaceae,»ğºìµØÑîÃ·,5,6,6,7,CB
Luzula rufescens var. macrocarpa,NA,Juncaceae,´ó¹ûµØÑîÃ·,NA,NA,NA,NA,CB
Luzula wahlenbergii,Luzula,Juncaceae,ÔÆ¼äµØÑîÃ·,6,8,6,8,CB
Lychnis cognata,Lychnis,Caryophyllaceae,Ç³ÁÑ¼ôÇïÂŞ,6,7,7,8,CB
Lychnis fulgens,NA,Caryophyllaceae,¼ôÇïÂŞ,6,7,8,9,CB
Lychnis wilfordii,Lychnis,Caryophyllaceae,Ë¿°ê¼ôÇïÂŞ,7,9,8,9,CB
Lycium chinense,NA,Solanaceae,èÛè½,NA,NA,NA,NA,WD
Lycopus cavaleriei,NA,Lamiaceae,Ğ¡Ò¶µØËñ,7,8,8,9,CB
Lycopus lucidus,Lycopus,Lamiaceae,µØËñ,7,9,9,10,CB
Lycopus lucidus var. hirtus,NA,Lamiaceae,Ó²Ã«µØËñ,NA,NA,NA,NA,CB
Lycopus lucidus var. maackianus,NA,Lamiaceae,µØËñÒìÒ¶±äÖÖ,NA,NA,NA,NA,CB
Lycopus parviflorus,NA,Lamiaceae,Ğ¡»¨µØËñ,6,8,8,9,CB
Lysimachia barystachys,Lysimachia,Primulaceae,»¢Î²»¨,6,7,9,9,CB
Lysimachia clethroides,Lysimachia,Primulaceae,°«ÌÒ,7,7,8,9,CB
Lysimachia davurica,Lysimachia,Primulaceae,»ÆÁ¬»¨,7,8,9,9,CB
Lysimachia thyrsiflora,Lysimachia,Primulaceae,ÇòÎ²»¨,6,7,6,8,CB
Maackia amurensis,NA,Fabaceae,³¯ÏÊ»±,6,7,9,10,WD
Maianthemum bifolium,Maianthemum,Liliaceae,Îèº×²İ,5,6,8,9,CB
Maianthemum dahuricum,Maianthemum,Liliaceae,ĞË°²Â¹Ò©,6,6,8,8,CB
Maianthemum japonicum,Maianthemum,Liliaceae,Â¹Ò©,5,6,8,9,CB
Maianthemum trifolium,Maianthemum,Liliaceae,ÈıÒ¶Â¹Ò©,6,6,8,8,CB
Malaxis monophyllos,Malaxis,Orchidaceae,ÕÓÀ¼,7,7,8,9,CB
Malus baccata,NA,Rosaceae,É½¾£×Ó,4,6,9,10,WD
Malus komarovii,NA,Rosaceae,É½é«º£ÌÄ,5,5,9,9,WD
Malus mandshurica,NA,Rosaceae,Ã«É½¾£×Ó,5,7,8,9,WD
Mazus stachydifolius,NA,Scrophulariaceae,µ¯µ¶×Ó²Ë,6,7,7,9,CB
Medicago lupulina,NA,Fabaceae,ÌìÀ¶ÜÙŞ£,7,8,8,10,CB
Medicago ruthenica,NA,Fabaceae,»¨ÜÙŞ£,6,9,8,10,CB
Meehania fargesii var. radicans,NA,Lamiaceae,»ªÎ÷ÁúÍ·²İ×ß¾¥±äÖÖ,NA,NA,NA,NA,CB
Meehania urticifolia,Meehania,Lamiaceae,İ¡ÂéÒ¶ÁúÍ·²İ,4,7,6,7,CB
Melampyrum roseum,NA,Scrophulariaceae,É½ÂŞ»¨,7,8,9,10,CB
Melampyrum roseum var. setaceum,NA,Scrophulariaceae,ÏÁÒ¶É½ÂŞ»¨,10,10,NA,NA,CB
Melica grandiflora,Melica,Poaceae,´ó»¨³ô²İ,4,7,4,7,CB
Melica nutans,NA,Poaceae,¸©´¹³ô²İ,6,8,6,8,CB
Melica turczaninowiana,Melica,Poaceae,´ó³ô²İ,6,8,6,8,CB
Menispermum dauricum,NA,Menispermaceae,òùòğ¸ğ,5,7,7,9,CB
Mentha dahurica,NA,Lamiaceae,ĞË°²±¡ºÉ,7,9,8,10,CB
Mentha sachalinensis,NA,Lamiaceae,¶«±±±¡ºÉ,7,8,9,9,CB
Menyanthes trifoliata,NA,Menyanthaceae,Ë¯²Ë,6,6,6,7,CB
Merremia sibirica,NA,Convolvulaceae,±±Óã»Æ²İ,NA,NA,NA,NA,CB
Merremia sibirica var. trichosperma,NA,Convolvulaceae,Ã«×ÑÓã»Æ²İ,NA,NA,NA,NA,CB
Metaplexis japonica,Metaplexis,Asclepiadaceae,ÂÜË,7,8,8,10,CB
Microstegium vimineum,Microstegium,Poaceae,ÈáÖ¦İ¬Öñ,8,11,8,11,CB
Milium effusum,NA,Poaceae,ËÚ²İ,5,7,5,7,CB
Mimulus tenellus,Mimulus,Scrophulariaceae,¹µËá½¬,6,9,7,9,CB
Minuartia arctica,NA,Caryophyllaceae,±±¼«Ã×Å¬²İ,7,8,7,8,CB
Minuartia laricina,Minuartia,Caryophyllaceae,Ê¯Ã×Å¬²İ,7,8,7,9,CB
Minuartia macrocarpa var. koreana,NA,Caryophyllaceae,³¤°ÙÃ×Å¬²İ,6,8,8,9,CB
Miscanthus sacchariflorus,Miscanthus,Poaceae,İ¶,8,10,8,10,CB
Miscanthus sinensis,Miscanthus,Poaceae,Ã¢,8,11,8,11,CB
Mitella nuda,Mitella,Saxifragaceae,ßïÄÅ²İ,6,6,7,8,CB
Moehringia lateriflora,Moehringia,Caryophyllaceae,ÖÖ¸·²İ,5,7,6,8,CB
Moneses uniflora,Moneses,Ericaceae,¶ÀÀö»¨,7,8,8,8,WD
Monochoria korsakowii,NA,Pontederiaceae,Óê¾Ã»¨,7,9,8,10,CB
Monochoria vaginalis,NA,Pontederiaceae,Ñ¼Éà²İ,7,9,9,10,CB
Monotropa hypopitys,NA,Ericaceae,ËÉÏÂÀ¼,7,8,9,10,CB
Monotropastrum humile,Monotropastrum,Ericaceae,Çò¹û¼ÙÉ³¾§À¼,4,8,5,9,CB
Morus alba,Morus,Moraceae,É£,4,5,5,8,WD
Morus mongolica,NA,Moraceae,ÃÉÉ£,3,4,4,5,WD
Mosla dianthera,Mosla,Lamiaceae,Ğ¡ÓãÏÉ²İ,5,11,5,11,CB
Mosla grosseserrata,NA,Lamiaceae,ÜùÜÑ,NA,NA,NA,NA,CB
Mosla scabra,Mosla,Lamiaceae,Ê¯ÜùÜÑ,7,8,8,9,CB
Muhlenbergia curviaristata,Muhlenbergia,Poaceae,ÍäÃ¢ÂÒ×Ó²İ,7,9,7,9,CB
Muhlenbergia huegelii,NA,Poaceae,ÂÒ×Ó²İ,7,10,7,10,CB
Muhlenbergia japonica,Muhlenbergia,Poaceae,ÈÕ±¾ÂÒ×Ó²İ,8,10,8,10,CB
Mukdenia rossii,Mukdenia,Saxifragaceae,éÊÒ¶²İ,5,5,6,7,CB
Murdannia keisak,Murdannia,Commelinaceae,ğà²İ,8,9,8,9,CB
Myosotis alpestris,NA,Boraginaceae,¸ßÉ½ÎğÍü²İ,NA,NA,NA,NA,CB
Myosotis caespitosa,NA,Boraginaceae,ÊªµØÎğÍü²İ,6,8,6,8,CB
Myriophyllum spicatum,NA,Haloragaceae,Ëë×´¹ÂÎ²Ôå,4,9,4,9,CB
Myriophyllum verticillatum,NA,Haloragaceae,ºüÎ²Ôå,4,9,4,9,CB
Nabalus ochroleucus,NA,Asteraceae,¶ú¾Õ,8,9,8,9,CB
Najas gracillima,NA,Najadaceae,ÏËÏ¸´ÄÔå,6,8,6,8,CB
Najas marina,NA,Najadaceae,´ó´ÄÔå,7,7,8,9,CB
Najas minor,NA,Najadaceae,Ğ¡´ÄÔå,6,10,8,9,CB
Neillia uekii,NA,Rosaceae,¶«±±ĞåÏßÃ·,NA,NA,NA,NA,WD
Nelumbo nucifera,NA,Nelumbonaceae,Á«,6,8,NA,NA,CB
Neottia acuminata,Neottia,Orchidaceae,¼â´½Äñ³²À¼,7,8,6,8,CB
Neottia papilligera,Neottia,Orchidaceae,°¼´½Äñ³²À¼,7,8,7,8,CB
Neottianthe cucullata,Neottianthe,Orchidaceae,¶şÒ¶¶µ±»À¼,7,8,9,9,CB
Nepeta manchuriensis,Nepeta,Lamiaceae,ºÚÁú½­¾£½æ,8,8,8,8,CB
Nitraria sibirica,Nitraria,Zygophyllaceae,Ğ¡¹û°×´Ì,5,6,7,8,WD
Nuphar pumila,NA,Nymphaeaceae,Æ¼Åî²İ,5,9,NA,NA,CB
Nymphaea tetragona,NA,Nymphaeaceae,Ë¯Á«,6,8,NA,NA,CB
Nymphoides coreana,NA,Menyanthaceae,Ğ¡Üô²Ë,7,8,8,9,CB
Nymphoides peltatum,NA,Menyanthaceae,Üô²Ë,6,10,9,10,CB
Oenanthe javanica,Oenanthe,Apiaceae,Ë®ÇÛ,7,8,8,9,CB
Olgaea lomonosowii,Olgaea,Asteraceae,Îo¾Õ,7,10,7,10,CB
Omphalotrix longipes,NA,Scrophulariaceae,Æê²İ,6,9,NA,NA,CB
Oplopanax elatus,Oplopanax,Araliaceae,´Ì²Î,6,7,9,9,WD
Orchis chusua,NA,Orchidaceae,¹ã²¼ºìÃÅÀ¼,6,7,NA,NA,CB
Orchis cyclochila,NA,Orchidaceae,ÂÑ´½ºìÃÅÀ¼,6,7,7,8,CB
Orchis latifolia,NA,Orchidaceae,¿íÒ¶ºìÃÅÀ¼,6,7,NA,NA,CB
Oreorchis patens,Oreorchis,Orchidaceae,É½À¼,6,7,8,9,CB
Orobanche cernua var. cumana,NA,Orobanchaceae,Íä¹ÜÁĞµ±,NA,NA,NA,NA,CB
Orobanche pycnostachya var. amurensis,NA,Orobanchaceae,ºÚË®ÁĞµ±,NA,NA,NA,NA,CB
Orostachys cartilaginea,NA,Crassulaceae,ÀÇ×¦ÍßËÉ,9,10,NA,NA,CB
Orostachys fimbriata,NA,Crassulaceae,ÍßËÉ,8,9,9,10,CB
Orostachys japonica,NA,Crassulaceae,ÍíºìÍßËÉ,9,10,NA,NA,CB
Orostachys malacophylla,NA,Crassulaceae,¶ÛÒ¶ÍßËÉ,7,7,8,9,CB
Orostachys minuta,NA,Crassulaceae,Ğ¡ÍßËÉ,8,10,NA,NA,CB
Orostachys spinosa,Orostachys,Crassulaceae,»Æ»¨ÍßËÉ,7,8,9,9,CB
Orthilia secunda,Orthilia,Ericaceae,µ¥²à»¨,6,7,8,9,WD
Oryza sativa,NA,Poaceae,µ¾,7,10,7,10,CB
Osbeckia chinensis,Osbeckia,Melastomataceae,½ğ½õÏã,7,9,9,11,CB
Ostericum grosseserratum,NA,Apiaceae,´ó³İÉ½ÇÛ,7,9,8,10,CB
Ostericum maximowiczii,Ostericum,Apiaceae,È«Ò¶É½ÇÛ,8,9,9,10,CB
Ostericum maximowiczii var. australe,NA,Apiaceae,´óÈ«Ò¶É½ÇÛ,NA,NA,NA,NA,CB
Ostericum sieboldii,NA,Apiaceae,É½ÇÛ,8,9,9,10,CB
Ostericum sieboldii var. praeteritum,NA,Apiaceae,ÏÁÒ¶É½ÇÛ,NA,NA,NA,NA,CB
Ostericum viridiflorum,NA,Apiaceae,ÂÌ»¨É½ÇÛ,7,8,8,9,CB
Oxyria digyna,Oxyria,Polygonaceae,É½Ş¤,6,10,7,11,CB
Oxytropis anertii,Oxytropis,Fabaceae,³¤°×¼¬¶¹,6,6,7,9,CB
Oxytropis hirta,Oxytropis,Fabaceae,Ó²Ã«¼¬¶¹,6,7,7,8,CB
Oxytropis leptophylla,Oxytropis,Fabaceae,É½ÅİÅİ,5,6,6,6,CB
Oxytropis myriophylla,Oxytropis,Fabaceae,¶àÒ¶¼¬¶¹,5,6,7,8,CB
Oyama sieboldii,NA,Magnoliaceae,ÌìÅ®»¨,NA,NA,NA,NA,WD
Padus avium,Padus,Rosaceae,³íÀî,4,6,5,10,WD
Padus avium var. asiatica,NA,Rosaceae,±±ÑÇ³íÀî,4,6,6,10,WD
Padus maackii,Padus,Rosaceae,°ßÒ¶³íÀî,4,5,6,10,WD
Paeonia lactiflora,NA,Paeoniaceae,ÉÖÒ©,5,7,7,8,CB
Paeonia obovata,NA,Paeoniaceae,²İÉÖÒ©,5,6,7,8,CB
Panax ginseng,NA,Araliaceae,ÈË²Î,NA,NA,NA,NA,CB
Panicum miliaceum,NA,Poaceae,ğ¢,8,9,8,9,CB
Papaver nudicaule var. aquilegioides,NA,Papaveraceae,ºÚË®ó¿ËÚ,NA,NA,NA,NA,CB
Papaver radicatum var. pseudo-radicatum,NA,Papaveraceae,³¤°×É½ó¿ËÚ,NA,NA,NA,NA,CB
Paraixeris denticulata,Paraixeris,Asteraceae,»Æ¹Ï²Ë,8,10,8,10,CB
Paraixeris saxatilis,NA,Asteraceae,ÑÒ»Æ¹Ï²Ë,8,10,8,10,CB
Paraixeris serotina,Paraixeris,Asteraceae,¼âÁÑ»Æ¹Ï²Ë,5,9,5,9,CB
Parasenecio auriculatus,Parasenecio,Asteraceae,¶úÒ¶Ğ·¼×²İ,7,9,7,9,CB
Parasenecio firmus,Parasenecio,Asteraceae,´óÒ¶Ğ·¼×²İ,7,9,7,9,CB
Parasenecio hastatus,Parasenecio,Asteraceae,É½¼â×Ó,7,9,7,9,CB
Parasenecio hastatus var. glaber,NA,Asteraceae,ÎŞÃ«É½¼â×Ó±äÖÖ,NA,NA,NA,NA,CB
Parasenecio komarovianus,Parasenecio,Asteraceae,ĞÇÒ¶Ğ·¼×²İ,7,8,9,9,CB
Parasenecio praetermissus,NA,Asteraceae,³¤°×Ğ·¼×²İ,8,8,9,10,CB
Parietaria micrantha,NA,Urticaceae,Ç½²İ,6,7,8,10,CB
Paris verticillata,Paris,Liliaceae,±±ÖØÂ¥,5,6,7,9,CB
Parnassia palustris,Parnassia,Saxifragaceae,Ã·»¨²İ,7,9,8,10,CB
Parnassia palustris var. multiseta,NA,Saxifragaceae,¶àÖ¦Ã·»¨²İ,NA,NA,NA,NA,CB
Parthenocissus tricuspidata,Parthenocissus,Vitaceae,µØ½õ,5,8,9,10,WD
Patrinia heterophylla,Patrinia,Valerianaceae,ÒìÒ¶°Ü½´,7,9,8,10,CB
Patrinia rupestris,NA,Valerianaceae,ÑÒ°Ü½´,7,9,8,9,CB
Patrinia scabiosifolia,NA,Valerianaceae,°Ü½´,7,9,9,10,CB
Patrinia scabra,NA,Valerianaceae,²ÚÒ¶°Ü½´,8,8,9,9,CB
Patrinia villosa,Patrinia,Valerianaceae,°×»¨°Ü½´,8,10,9,10,CB
Pedicularis grandiflora,NA,Scrophulariaceae,Ò°ËÕ×ÓÂíÏÈİï,7,8,7,8,CB
Pedicularis mandshurica,Pedicularis,Scrophulariaceae,¼¦¹Ú×Ó»¨ÂíÏÈİï,5,7,6,7,CB
Pedicularis resupinata,Pedicularis,Scrophulariaceae,·µ¹ËÂíÏÈİï,7,9,8,9,CB
Pedicularis rubens,NA,Scrophulariaceae,ºìÉ«ÂíÏÈİï,6,6,7,7,CB
Pedicularis sceptrum-carolinum,NA,Scrophulariaceae,ìº½ÚÂíÏÈİï,6,8,8,9,CB
Pedicularis sceptrum-carolinum subsp. pubescens,NA,Scrophulariaceae,ÓĞÃ«ìº½ÚÂíÏÈİï,NA,NA,NA,NA,CB
Pedicularis spicata,NA,Scrophulariaceae,Ëë»¨ÂíÏÈİï,6,9,9,10,CB
Pedicularis striata,NA,Scrophulariaceae,ºìÎÆÂíÏÈİï,6,7,7,8,CB
Pedicularis verticillata,Pedicularis,Scrophulariaceae,ÂÖÒ¶ÂíÏÈİï,7,8,8,9,CB
Pennisetum flaccidum,NA,Poaceae,°×²İ,7,10,7,10,CB
Penthorum chinense,Penthorum,Saxifragaceae,³¶¸ù²Ë,7,10,7,10,CB
Periploca sepium,NA,Asclepiadaceae,¸ÜÁø,5,6,6,7,WD
Petasites rubellus,Petasites,Asteraceae,³¤°×·ä¶·²Ë,7,10,7,10,CB
Peucedanum baicalense,Peucedanum,Apiaceae,ĞË°²Ç°ºú,7,8,8,9,CB
Peucedanum elegans,Peucedanum,Apiaceae,´Ì¼âÇ°ºú,7,8,8,9,CB
Peucedanum stepposum,Peucedanum,Apiaceae,²İÔ­Ç°ºú,8,9,9,10,CB
Peucedanum terebinthaceum,Peucedanum,Apiaceae,Ê¯·À·ç,8,9,9,10,CB
Peucedanum terebinthaceum var. deltoideum,NA,Apiaceae,¿íÒ¶Ê¯·À·ç,NA,NA,NA,NA,CB
Phacellanthus tubiflorus,Phacellanthus,Orobanchaceae,»ÆÍ²»¨,5,7,7,8,CB
Phalaris arundinacea,NA,Poaceae,Ìˆ²İ,6,8,6,8,CB
Phedimus aizoon,NA,Crassulaceae,»Æ²Ë,6,7,8,9,CB
Phedimus aizoon var. latifolius,NA,Crassulaceae,¿íÒ¶·Ñ²Ë,7,7,NA,NA,CB
Phedimus aizoon var. yamatutae,NA,Crassulaceae,ÏÁÒ¶·Ñ²Ë,NA,NA,NA,NA,CB
Phedimus kamtschaticus,NA,Crassulaceae,¿°²ì¼Ó·Ñ²Ë,6,7,8,9,CB
Phedimus middendorffianus,NA,Crassulaceae,¼ªÁÖ·Ñ²Ë,6,8,8,9,CB
Phedimus selskianus,Phedimus,Crassulaceae,»ÒÃ«·Ñ²Ë,7,8,9,9,CB
Phellodendron amurense,NA,Rutaceae,»ÆéŞ,5,6,9,10,WD
Philadelphus pekinensis,NA,Saxifragaceae,Ì«Æ½»¨,5,7,8,10,WD
Philadelphus schrenkii,Philadelphus,Saxifragaceae,¶«±±É½Ã·»¨,6,7,8,9,WD
Philadelphus schrenkii var. jackii,NA,Saxifragaceae,ºÓ±±É½Ã·»¨,6,7,8,10,WD
Philadelphus schrenkii var. mandshuricus,NA,Saxifragaceae,Ã«ÅÌÉ½Ã·»¨,6,6,NA,NA,WD
Philadelphus tenuifolius,Philadelphus,Saxifragaceae,±¡Ò¶É½Ã·»¨,6,7,8,9,WD
Phleum alpinum,Phleum,Poaceae,¸ßÉ½ÌİÄÁ²İ,6,9,6,9,CB
Phlomis koraiensis,NA,Lamiaceae,³¤°×²ÚËÕ,7,8,8,9,CB
Phlomis maximowiczii,NA,Lamiaceae,´óÒ¶²ÚËÕ,7,8,NA,NA,CB
Phlomis umbrosa,Phlomis,Lamiaceae,²ÚËÕ,7,8,8,9,CB
Phragmites japonicus,NA,Poaceae,ÈÕ±¾Î­,NA,NA,NA,NA,CB
Phryma leptostachya subsp. asiatica,NA,Phrymaceae,Í¸¹Ç²İ,6,10,8,12,CB
Phtheirospermum japonicum,NA,Scrophulariaceae,ËÉİï,8,9,9,10,CB
