Chinese name,scientific name,first flowering month,last flowering month,first fruiting month,last fruiting month,family name,scientific name,Genus name,woodiness
É³Àæ,Pyrus pyrifolia,4,4,8,8,Rosaceae,Pyrus pyrifolia,Pyrus,WD
Âéèİ,Quercus acutissima,3,4,9,10,Fagaceae,NA,NA,NA
éÎèİ,Quercus aliena,4,5,9,10,Fagaceae,Quercus aliena,Quercus,WD
Èñ³İéÎèİ,Quercus aliena var. acutiserrata,3,4,10,11,Fagaceae,Quercus aliena var. acutiserrata,Quercus,WD
Ğ¡Ò¶èİ,Quercus chenii,3,4,9,10,Fagaceae,Quercus chenii,Quercus,WD
éÎÊ÷,Quercus dentata,4,5,9,10,Fagaceae,Quercus dentata,Quercus,WD
°×èİ,Quercus fabri,4,4,10,10,Fagaceae,Quercus fabri,Quercus,WD
¼âÒ¶èİ,Quercus oxyphylla,5,6,9,10,Fagaceae,Quercus oxyphylla,Quercus,WD
–¢èİ,Quercus serrata,3,4,9,10,Fagaceae,Quercus serrata,Quercus,WD
»ÆÉ½èİ,Quercus stewardii,3,4,9,9,Fagaceae,Quercus stewardii,Quercus,WD
Ë¨Æ¤èİ,Quercus variabilis,3,4,9,10,Fagaceae,Quercus variabilis,Quercus,WD
ÓíÃ«İ¢,Ranunculus cantoniensis,4,7,4,7,Ranunculaceae,Ranunculus cantoniensis,Ranunculus,CB
ÜîÜîËâ,Ranunculus chinensis,5,9,5,9,Ranunculaceae,Ranunculus chinensis,Ranunculus,CB
Ã«İ¢,Ranunculus japonicus,4,9,4,9,Ranunculaceae,Ranunculus japonicus,Ranunculus,CB
±ú¹ûÃ«İ¢,Ranunculus podocarpus,NA,NA,NA,NA,Ranunculaceae,Ranunculus podocarpus,Ranunculus,CB
ÉÏº£Ã«İ¢,Ranunculus polii,4,6,4,6,Ranunculaceae,Ranunculus polii,Ranunculus,CB
Ê¯ÁúÜÇ,Ranunculus sceleratus,5,8,5,8,Ranunculaceae,Ranunculus sceleratus,Ranunculus,CB
Ñî×ÓÃ«İ¢,Ranunculus sieboldii,5,10,5,10,Ranunculaceae,Ranunculus sieboldii,Ranunculus,CB
Ã¨×¦²İ,Ranunculus ternatus,3,3,4,7,Ranunculaceae,Ranunculus ternatus,Ranunculus,CB
ÂÜ²·,Raphanus sativus,4,5,5,6,Brassicaceae,Raphanus sativus,Raphanus,CB
ÃÜ»¨ËóÂŞ,Reevesia pycnantha,5,7,NA,NA,Sterculiaceae,Reevesia pycnantha,Reevesia,WD
ÌìÄ¿µØ»Æ,Rehmannia chingii,4,5,5,6,Scrophulariaceae,Rehmannia chingii,Rehmannia,CB
µØ»Æ,Rehmannia glutinosa,4,7,4,7,Scrophulariaceae,Rehmannia glutinosa,Rehmannia,CB
ÁÑÒ¶µØ»Æ,Rehmannia piasezkii,5,9,NA,NA,Scrophulariaceae,Rehmannia piasezkii,Rehmannia,CB
¼ªÏé²İ,Reineckea carnea,NA,NA,NA,NA,Liliaceae,Reineckea carnea,Reineckea,CB
»¢ÕÈ,Reynoutria japonica,8,9,9,10,Polygonaceae,Reynoutria japonica,Reynoutria,CB
Ã¨Èé,Rhamnella franguloides,5,7,7,10,Rhamnaceae,Rhamnella franguloides,Rhamnella,WD
Èñ³İÊóÀî,Rhamnus arguta,5,6,6,9,Rhamnaceae,Rhamnus arguta,Rhamnus,WD
³¤Ò¶¶³ÂÌ,Rhamnus crenata,5,8,8,10,Rhamnaceae,Rhamnus crenata,Rhamnus,WD
´ÌÊóÀî,Rhamnus dumetorum,4,5,6,10,Rhamnaceae,Rhamnus dumetorum,Rhamnus,WD
Ô²Ò¶ÊóÀî,Rhamnus globosa,4,5,6,10,Rhamnaceae,NA,NA,NA
±¡Ò¶ÊóÀî,Rhamnus leptophylla,3,5,5,10,Rhamnaceae,Rhamnus leptophylla,Rhamnus,WD
Ğ¡Ò¶ÊóÀî,Rhamnus parvifolia,4,5,6,9,Rhamnaceae,Rhamnus parvifolia,Rhamnus,WD
ÖåÒ¶ÊóÀî,Rhamnus rugulosa,4,5,6,9,Rhamnaceae,Rhamnus rugulosa,Rhamnus,WD
ÍÑÃ«ÖåÒ¶ÊóÀî,Rhamnus rugulosa var. glabrata,NA,NA,NA,NA,Rhamnaceae,Rhamnus rugulosa var. glabrata,Rhamnus,WD
¶³ÂÌ,Rhamnus utilis,4,6,5,8,Rhamnaceae,Rhamnus utilis,Rhamnus,WD
É½ÊóÀî,Rhamnus wilsonii,4,5,6,10,Rhamnaceae,Rhamnus wilsonii,Rhamnus,WD
Ã«É½ÊóÀî,Rhamnus wilsonii var. pilosa,NA,NA,NA,NA,Rhamnaceae,Rhamnus wilsonii var. pilosa,Rhamnus,WD
Ê¯°ßÄ¾,Rhaphiolepis indica,4,4,7,8,Rosaceae,Rhaphiolepis indica,Rhaphiolepis,WD
´óÒ¶Ê¯°ßÄ¾,Rhaphiolepis major,4,4,8,8,Rosaceae,Rhaphiolepis major,Rhaphiolepis,WD
ºñÒ¶Ê¯°ßÄ¾,Rhaphiolepis umbellata,NA,NA,NA,NA,Rosaceae,Rhaphiolepis umbellata,Rhaphiolepis,WD
Ò©ÓÃ´ó»Æ,Rheum officinale,5,6,8,9,Polygonaceae,Rheum officinale,Rheum,CB
ÏÙİàÂíÒø»¨,Rhododendron bachii,6,10,6,10,Ericaceae,Rhododendron bachii,Rhododendron,WD
À®°È¶Å¾é,Rhododendron discolor,6,7,9,10,Ericaceae,Rhododendron discolor,Rhododendron,WD
¶¡Ïã¶Å¾é,Rhododendron farrerae,5,6,7,8,Ericaceae,Rhododendron farrerae,Rhododendron,WD
ÔÆ½õ¶Å¾é,Rhododendron fortunei,4,5,8,10,Ericaceae,Rhododendron fortunei,Rhododendron,WD
Î÷Ê©»¨,Rhododendron latoucheae,3,5,7,10,Ericaceae,Rhododendron latoucheae,Rhododendron,WD
Âé»¨¶Å¾é,Rhododendron maculiferum,5,6,9,10,Ericaceae,Rhododendron maculiferum,Rhododendron,WD
»ÆÉ½¶Å¾é,Rhododendron maculiferum subsp. anhweiense,NA,NA,NA,NA,Ericaceae,Rhododendron maculiferum subsp. anhweiense,Rhododendron,WD
ÁëÄÏ¶Å¾é,Rhododendron mariae,3,6,7,11,Ericaceae,Rhododendron mariae,Rhododendron,WD
ÂúÉ½ºì,Rhododendron mariesii,4,5,6,11,Ericaceae,Rhododendron mariesii,Rhododendron,WD
ÑòõÜõî,Rhododendron molle,3,5,7,8,Ericaceae,Rhododendron molle,Rhododendron,WD
°×»¨¶Å¾é,Rhododendron mucronatum,4,5,6,7,Ericaceae,Rhododendron mucronatum,Rhododendron,WD
ÂíÒø»¨,Rhododendron ovatum,4,5,7,10,Ericaceae,Rhododendron ovatum,Rhododendron,WD
¶¼Ö§¶Å¾é,Rhododendron shanii,6,6,9,9,Ericaceae,Rhododendron shanii,Rhododendron,WD
ºïÍ·¶Å¾é,Rhododendron simiarum,4,5,7,9,Ericaceae,Rhododendron simiarum,Rhododendron,WD
¶Å¾é,Rhododendron simsii,4,5,6,8,Ericaceae,Rhododendron simsii,Rhododendron,WD
¼¦Âé,Rhodotypos scandens,4,5,6,9,Rosaceae,Rhodotypos scandens,Rhodotypos,WD
ÑÎ·ôÄ¾,Rhus chinensis,8,9,10,10,Anacardiaceae,Rhus chinensis,Rhus,WD
ÇàôïÑî,Rhus potaninii,NA,NA,NA,NA,Anacardiaceae,Rhus potaninii,Rhus,WD
ºìôïÑî,Rhus punjabensis var. sinica,NA,NA,NA,NA,Anacardiaceae,Rhus punjabensis var. sinica,Rhus,WD
½¥¼âÒ¶Â¹Ş½,Rhynchosia acuminatifolia,7,10,7,10,Fabaceae,Rhynchosia acuminatifolia,Rhynchosia,CB
ÁâÒ¶Â¹Ş½,Rhynchosia dielsii,6,7,8,11,Fabaceae,Rhynchosia dielsii,Rhynchosia,CB
Â¹Ş½,Rhynchosia volubilis,5,8,9,12,Fabaceae,Rhynchosia volubilis,Rhynchosia,CB
»ª´Ì×Óİ¸,Rhynchospora chinensis,5,10,5,10,Cyperaceae,Rhynchospora chinensis,Rhynchospora,CB
´Ì×Óİ¸,Rhynchospora rubra,5,11,5,11,Cyperaceae,Rhynchospora rubra,Rhynchospora,CB
°×à¹´Ì×Óİ¸,Rhynchospora rugosa subsp. brownii,6,10,6,10,Cyperaceae,Rhynchospora rugosa subsp. brownii,Rhynchospora,CB
´Ø»¨²èË‘×Ó,Ribes fasciculatum,4,5,7,9,Saxifragaceae,Ribes fasciculatum,Ribes,WD
»ªÂû²èË‘×Ó,Ribes fasciculatum var. chinense,NA,NA,NA,NA,Saxifragaceae,Ribes fasciculatum var. chinense,Ribes,WD
±ù´¨²èË‘×Ó,Ribes glaciale,4,6,7,9,Saxifragaceae,Ribes glaciale,Ribes,WD
±¦ĞË²èË‘×Ó,Ribes moupinense,5,6,7,8,Saxifragaceae,Ribes moupinense,Ribes,WD
ÂÌ»¨²èË‘×Ó,Ribes viridiflorum,4,5,6,7,Saxifragaceae,Ribes viridiflorum,Ribes,WD
ÍòÄêÇà,Rohdea japonica,5,6,9,11,Liliaceae,Rohdea japonica,Rohdea,CB
·ç»¨²Ë,Rorippa globosa,4,6,7,9,Brassicaceae,Rorippa globosa,Rorippa,CB
ÊG²Ë,Rorippa indica,4,6,6,8,Brassicaceae,Rorippa indica,Rorippa,CB
É¬ÉúÊG²Ë,Rorippa palustris,NA,NA,NA,NA,Brassicaceae,Rorippa palustris,Rorippa,CB
Ä¾Ïã»¨,Rosa banksiae,4,5,NA,NA,Rosaceae,Rosa banksiae,Rosa,WD
ÄâÄ¾Ïã,Rosa banksiopsis,6,7,7,9,Rosaceae,Rosa banksiopsis,Rosa,WD
Ë¶°úÇ¾Ş±,Rosa bracteata,5,7,8,11,Rosaceae,Rosa bracteata,Rosa,WD
ÔÂ¼¾»¨,Rosa chinensis,4,9,6,11,Rosaceae,Rosa chinensis,Rosa,WD
Ğ¡¹ûÇ¾Ş±,Rosa cymosa,5,6,7,11,Rosaceae,Rosa cymosa,Rosa,WD
Ã«Ò¶É½Ä¾Ïã,Rosa cymosa var. puberula,NA,NA,NA,NA,Rosaceae,Rosa cymosa var. puberula,Rosa,WD
ÈíÌõÆßÇ¾Ş±,Rosa henryi,NA,NA,NA,NA,Rosaceae,Rosa henryi,Rosa,WD
½ğÓ£×Ó,Rosa laevigata,4,6,7,11,Rosaceae,Rosa laevigata,Rosa,WD
ÀÅçğÉ½Ç¾Ş±,Rosa langyashanica,NA,NA,NA,NA,Rosaceae,Rosa langyashanica,Rosa,WD
Ò°Ç¾Ş±,Rosa multiflora,NA,NA,NA,NA,Rosaceae,Rosa multiflora,Rosa,WD
Æßæ¢ÃÃ,Rosa multiflora var. carnea,NA,NA,NA,NA,Rosaceae,Rosa multiflora var. carnea,Rosa,WD
·ÛÍÅÇ¾Ş±,Rosa multiflora var. cathayensis,NA,NA,NA,NA,Rosaceae,Rosa multiflora var. cathayensis,Rosa,WD
çÒË¿»¨,Rosa roxburghii,5,7,8,10,Rosaceae,Rosa roxburghii,Rosa,WD
µ¥°êçÒË¿»¨,Rosa roxburghii f. normalis,NA,NA,NA,NA,Rosaceae,Rosa roxburghii f. normalis,Rosa,WD
Ğü¹³×ÓÇ¾Ş±,Rosa rubus,4,6,7,9,Rosaceae,Rosa rubus,Rosa,WD
Ãµ¹å,Rosa rugosa,5,6,8,9,Rosaceae,Rosa rugosa,Rosa,WD
¶ÛÒ¶Ç¾Ş±,Rosa sertata,6,6,8,10,Rosaceae,Rosa sertata,Rosa,WD
´¨µáÇ¾Ş±,Rosa soulieana,5,7,8,9,Rosaceae,Rosa soulieana,Rosa,WD
µ¥°ê»Æ´ÌÃµ,Rosa xanthina f. normalis,NA,NA,NA,NA,Rosaceae,Rosa xanthina f. normalis,Rosa,WD
½Ú½Ú²Ë,Rotala indica,9,10,10,4,Lythraceae,Rotala indica,Rotala,CB
Ô²Ò¶½Ú½Ú²Ë,Rotala rotundifolia,12,6,12,6,Lythraceae,Rotala rotundifolia,Rotala,CB
¹âËëÍ²ÖáÃ©,Rottboellia laevispica,NA,NA,NA,NA,Poaceae,Rottboellia laevispica,Rottboellia,CB
½ğ½£²İ,Rubia alata,NA,NA,NA,NA,Rubiaceae,Rubia alata,Rubia,CB
¶«ÄÏÜç²İ,Rubia argyi,NA,NA,NA,NA,Rubiaceae,Rubia argyi,Rubia,CB
Üç²İ,Rubia cordifolia,8,9,9,11,Rubiaceae,Rubia cordifolia,Rubia,CB
×Ï²Î,Rubia yunnanensis,NA,NA,NA,NA,Rubiaceae,Rubia yunnanensis,Rubia,CB
ÏÙÃ«İ®,Rubus adenophorus,4,6,6,7,Rosaceae,Rubus adenophorus,Rubus,WD
ÖÜÃ«Ğü¹³×Ó,Rubus amphidasys,5,6,7,8,Rosaceae,Rubus amphidasys,Rubus,WD
º®İ®,Rubus buergeri,7,8,9,10,Rosaceae,Rubus buergeri,Rubus,WD
Î²Ò¶Ğü¹³×Ó,Rubus caudifolius,5,6,7,8,Rosaceae,Rubus caudifolius,Rubus,WD
ÕÆÒ¶¸²Åè×Ó,Rubus chingii,3,4,5,6,Rosaceae,Rubus chingii,Rubus,WD
É½İ®,Rubus corchorifolius,2,3,4,6,Rosaceae,Rubus corchorifolius,Rubus,WD
²åÌïÅİ,Rubus coreanus,4,6,6,8,Rosaceae,Rubus coreanus,Rubus,WD
Ã«Ò¶²åÌïÅİ,Rubus coreanus var. tomentosus,NA,NA,NA,NA,Rosaceae,Rubus coreanus var. tomentosus,Rubus,WD
¹â¹ûĞü¹³×Ó,Rubus glabricarpus,3,4,5,6,Rosaceae,Rubus glabricarpus,Rubus,WD
ÅîÌ{,Rubus hirsutus,4,4,5,6,Rosaceae,Rubus hirsutus,Rubus,WD
¶Ì¹£ÅîÌ{,Rubus hirsutus var. brevipedicellus,NA,NA,NA,NA,Rosaceae,Rubus hirsutus var. brevipedicellus,Rubus,WD
ºşÄÏĞü¹³×Ó,Rubus hunanensis,7,8,9,10,Rosaceae,Rubus hunanensis,Rubus,WD
ÒË²ıĞü¹³×Ó,Rubus ichangensis,7,8,10,10,Rosaceae,Rubus ichangensis,Rubus,WD
°×Ò¶İ®,Rubus innominatus,5,6,7,8,Rosaceae,Rubus innominatus,Rubus,WD
ÎŞÏÙ°×Ò¶İ®,Rubus innominatus var. kuntzeanus,NA,NA,NA,NA,Rosaceae,Rubus innominatus var. kuntzeanus,Rubus,WD
¿íİà°×Ò¶İ®,Rubus innominatus var. macrosepalus,NA,NA,NA,NA,Rosaceae,Rubus innominatus var. macrosepalus,Rubus,WD
êôÁëĞü¹³×Ó,Rubus kulinganus,5,6,7,7,Rosaceae,Rubus kulinganus,Rubus,WD
¸ßÁ»Åİ,Rubus lambertianus,7,8,9,11,Rosaceae,Rubus lambertianus,Rubus,WD
¹â»¬¸ßÁ»Åİ,Rubus lambertianus var. glaber,NA,NA,NA,NA,Rosaceae,Rubus lambertianus var. glaber,Rubus,WD
Ì«Æ½İ®,Rubus pacificus,6,7,8,9,Rosaceae,Rubus pacificus,Rubus,WD
ÎÚÅİ×Ó,Rubus parkeri,5,6,7,8,Rosaceae,Rubus parkeri,Rubus,WD
Ã©İ®,Rubus parvifolius,5,6,7,8,Rosaceae,Rubus parvifolius,Rubus,WD
ÏÙ»¨Ã©İ®,Rubus parvifolius var. adenochlamys,NA,NA,NA,NA,Rosaceae,Rubus parvifolius var. adenochlamys,Rubus,WD
»ÆÅİ,Rubus pectinellus,5,7,7,8,Rosaceae,Rubus pectinellus,Rubus,CB
¶ÜÒ¶İ®,Rubus peltatus,4,5,6,7,Rosaceae,Rubus peltatus,Rubus,WD
¶àÏÙĞü¹³×Ó,Rubus phoenicolasius,5,6,7,8,Rosaceae,Rubus phoenicolasius,Rubus,WD
Ïãİ®,Rubus pungens var. oldhamii,NA,NA,NA,NA,Rosaceae,Rubus pungens var. oldhamii,Rubus,WD
¿ÕĞÄÅİ,Rubus rosifolius,4,5,6,6,Rosaceae,Rubus rosifolius,Rubus,WD
ÉÙ»¨Ğü¹³×Ó,Rubus spananthus,NA,NA,NA,NA,Rosaceae,Rubus spananthus,Rubus,WD
ºìÏÙĞü¹³×Ó,Rubus sumatranus,4,6,7,8,Rosaceae,Rubus sumatranus,Rubus,WD
Ä¾İ®,Rubus swinhoei,5,6,7,8,Rosaceae,Rubus swinhoei,Rubus,WD
»Ò°×Ã«İ®,Rubus tephrodes,6,8,8,10,Rosaceae,Rubus tephrodes,Rubus,WD
ÎŞÏÙ»Ò°×Ã«İ®,Rubus tephrodes var. ampliflorus,NA,NA,NA,NA,Rosaceae,Rubus tephrodes var. ampliflorus,Rubus,WD
³¤ÏÙ»Ò°×Ã«İ®,Rubus tephrodes var. setosissimus,NA,NA,NA,NA,Rosaceae,Rubus tephrodes var. setosissimus,Rubus,WD
Èı»¨Ğü¹³×Ó,Rubus trianthus,4,5,5,6,Rosaceae,Rubus trianthus,Rubus,WD
¶«ÄÏĞü¹³×Ó,Rubus tsangorum,5,7,8,9,Rosaceae,Rubus tsangorum,Rubus,WD
»Æ¹ûĞü¹³×Ó,Rubus xanthocarpus,5,6,8,8,Rosaceae,Rubus xanthocarpus,Rubus,WD
ËáÄ£,Rumex acetosa,5,7,6,8,Polygonaceae,Rumex acetosa,Rumex,CB
ºÚÁú½­ËáÄ£,Rumex amurensis,5,6,6,7,Polygonaceae,Rumex amurensis,Rumex,CB
Íø¹ûËáÄ£,Rumex chalepensis,4,5,5,6,Polygonaceae,Rumex chalepensis,Rumex,CB
ÖåÒ¶ËáÄ£,Rumex crispus,5,6,6,7,Polygonaceae,Rumex crispus,Rumex,CB
³İ¹ûËáÄ£,Rumex dentatus,5,6,6,7,Polygonaceae,Rumex dentatus,Rumex,CB
ÑòÌã,Rumex japonicus,5,6,6,7,Polygonaceae,Rumex japonicus,Rumex,CB
´ÌËáÄ£,Rumex maritimus,5,6,6,7,Polygonaceae,Rumex maritimus,Rumex,CB
³¤´ÌËáÄ£,Rumex trisetifer,5,6,6,7,Polygonaceae,Rumex trisetifer,Rumex,CB
ÖĞ»ªº¢¶ù²İ,Rungia chinensis,NA,NA,NA,NA,Acanthaceae,Rungia chinensis,Rungia,CB
ÃÜ»¨º¢¶ù²İ,Rungia densiflora,NA,NA,NA,NA,Acanthaceae,Rungia densiflora,Rungia,CB
ÖÓ»¨Çå·çÌÙ,Sabia campanulata,5,5,7,7,Sabiaceae,Sabia campanulata,Sabia,WD
¶õÎ÷Çå·çÌÙ,Sabia campanulata subsp. ritchieae,NA,NA,NA,NA,Sabiaceae,Sabia campanulata subsp. ritchieae,Sabia,WD
»Ò±³Çå·çÌÙ,Sabia discolor,3,4,5,8,Sabiaceae,Sabia discolor,Sabia,WD
Çå·çÌÙ,Sabia japonica,2,3,4,7,Sabiaceae,Sabia japonica,Sabia,WD
¼âÒ¶Çå·çÌÙ,Sabia swinhoei,3,4,7,9,Sabiaceae,Sabia swinhoei,Sabia,WD
À«Ò¶Çå·çÌÙ,Sabia yunnanensis subsp. latifolia,NA,NA,NA,NA,Sabiaceae,Sabia yunnanensis subsp. latifolia,Sabia,WD
°ßÃ©,Saccharum arundinaceum,8,12,8,12,Poaceae,Saccharum arundinaceum,Saccharum,CB
ºÓ°ËÍõ,Saccharum narenga,8,11,8,11,Poaceae,Saccharum narenga,Saccharum,CB
Ìğ¸ù×Ó²İ,Saccharum spontaneum,7,8,7,8,Poaceae,Saccharum spontaneum,Saccharum,CB
ÄÒÓ±²İ,Sacciolepis indica,7,11,7,11,Poaceae,Sacciolepis indica,Sacciolepis,CB
ÊóÎ²ÄÒÓ±²İ,Sacciolepis myosuroides,2,10,2,10,Poaceae,Sacciolepis myosuroides,Sacciolepis,CB
¹³´ÌÈ¸Ã·ÌÙ,Sageretia hamosa,7,8,8,10,Rhamnaceae,Sageretia hamosa,Sageretia,WD
´ÌÌÙ×Ó,Sageretia melliana,9,11,4,5,Rhamnaceae,Sageretia melliana,Sageretia,WD
È¸Ã·ÌÙ,Sageretia thea,7,11,3,5,Rhamnaceae,Sageretia thea,Sageretia,WD
Ã«Ò¶È¸Ã·ÌÙ,Sageretia thea var. tomentosa,NA,NA,NA,NA,Rhamnaceae,Sageretia thea var. tomentosa,Sageretia,WD
Æá¹Ã²İ,Sagina japonica,3,5,5,6,Caryophyllaceae,Sagina japonica,Sagina,CB
¸ùÒ¶Æá¹Ã²İ,Sagina maxima,7,8,8,9,Caryophyllaceae,Sagina maxima,Sagina,CB
ÎŞÃ«Æá¹Ã²İ,Sagina saginoides,5,7,7,8,Caryophyllaceae,Sagina saginoides,Sagina,CB
¹Ú¹û²İ,Sagittaria guayanensis subsp. lappula,NA,NA,NA,NA,Alismataceae,Sagittaria guayanensis subsp. lappula,Sagittaria,CB
Ğ¡´È¹Ã,Sagittaria potamogetifolia,NA,NA,NA,NA,Alismataceae,Sagittaria potamogetifolia,Sagittaria,CB
»ªÏÄ´È¹Ã,Sagittaria trifolia subsp. leucopetala,NA,NA,NA,NA,Alismataceae,Sagittaria trifolia subsp. leucopetala,Sagittaria,CB
´È¹Ã,Sagittaria trifolia var. sinensis,NA,NA,NA,NA,Alismataceae,Sagittaria trifolia var. sinensis,Sagittaria,CB
´¹Áø,Salix babylonica,3,4,4,5,Salicaceae,Salix babylonica,Salix,WD
ÏÙÁø,Salix chaenomeloides,4,4,5,5,Salicaceae,Salix chaenomeloides,Salix,WD
ÏÙÒ¶ÏÙÁø,Salix chaenomeloides var. glandulifolia,NA,NA,NA,NA,Salicaceae,Salix chaenomeloides var. glandulifolia,Salix,WD
ÒøÒ¶Áø,Salix chienii,4,4,5,5,Salicaceae,Salix chienii,Salix,WD
¼¦¹«Áø,Salix chikungensis,4,5,5,6,Salicaceae,Salix chikungensis,Salix,WD
³¤¹£Áø,Salix dunnii,4,4,5,5,Salicaceae,Salix dunnii,Salix,WD
´¨Áø,Salix hylonoma,NA,NA,NA,NA,Salicaceae,Salix hylonoma,Salix,WD
è½Áø,Salix integra,5,5,6,6,Salicaceae,Salix integra,Salix,WD
ºµÁø,Salix matsudana,NA,NA,NA,NA,Salicaceae,Salix matsudana,Salix,WD
ÔÁÁø,Salix mesnyi,3,3,4,4,Salicaceae,Salix mesnyi,Salix,WD
ÄÏ´¨Áø,Salix rosthornii,3,4,5,5,Salicaceae,Salix rosthornii,Salix,WD
ºìÆ¤Áø,Salix sinopurpurea,4,4,5,5,Salicaceae,Salix sinopurpurea,Salix,WD
ô¤»şÁø,Salix suchowensis,3,3,4,5,Salicaceae,Salix suchowensis,Salix,WD
ÔíÁø,Salix wallichiana,4.15,5.1,5,5,Salicaceae,Salix wallichiana,Salix,WD
ÈŞÃ«ÔíÁø,Salix wallichiana var. pachyclada,NA,NA,NA,NA,Salicaceae,Salix wallichiana var. pachyclada,Salix,WD
×ÏÁø,Salix wilsonii,3,4,5,5,Salicaceae,Salix wilsonii,Salix,WD
ÌúÏßÊóÎ²²İ,Salvia adiantifolia,6,6,NA,NA,Lamiaceae,Salvia adiantifolia,Salvia,CB
°×ÂíÊóÎ²²İ,Salvia baimaensis,NA,NA,NA,NA,Lamiaceae,Salvia baimaensis,Salvia,CB
ÄÏµ¤²Î,Salvia bowleyana,3,7,NA,NA,Lamiaceae,Salvia bowleyana,Salvia,CB
¹óÖİÊóÎ²²İ×Ï±³±äÖÖ,Salvia cavaleriei var. erythrophylla,NA,NA,NA,NA,Lamiaceae,Salvia cavaleriei var. erythrophylla,Salvia,CB
»ÆÉ½ÊóÎ²²İ,Salvia chienii,7,7,NA,NA,Lamiaceae,Salvia chienii,Salvia,CB
»ªÊóÎ²²İ,Salvia chinensis,8,10,NA,NA,Lamiaceae,Salvia chinensis,Salvia,CB
´ó±ğÉ½µ¤²Î,Salvia dabieshanensis,NA,NA,NA,NA,Lamiaceae,Salvia dabieshanensis,Salvia,CB
ºÓÄÏÊóÎ²²İ,Salvia honania,5,5,NA,NA,Lamiaceae,Salvia honania,Salvia,CB
ÊóÎ²²İ,Salvia japonica,6,9,NA,NA,Lamiaceae,Salvia japonica,Salvia,CB
¹Ø¹«Ğë,Salvia kiangsiensis,5,5,NA,NA,Lamiaceae,Salvia kiangsiensis,Salvia,CB
Éà°êÊóÎ²²İ,Salvia liguliloba,6,6,NA,NA,Lamiaceae,Salvia liguliloba,Salvia,CB
ÃÀÀöÊóÎ²²İ,Salvia meiliensis,NA,NA,NA,NA,Lamiaceae,Salvia meiliensis,Salvia,CB
µ¤²Î,Salvia miltiorrhiza,4,8,NA,NA,Lamiaceae,Salvia miltiorrhiza,Salvia,CB
Äâµ¤²Î,Salvia paramiltiorrhiza,NA,NA,NA,NA,Lamiaceae,Salvia paramiltiorrhiza,Salvia,CB
ÀóÖ¦²İ,Salvia plebeia,4,5,6,7,Lamiaceae,Salvia plebeia,Salvia,CB
³¤¹ÚÊóÎ²²İ,Salvia plectranthoides,5,8,NA,NA,Lamiaceae,Salvia plectranthoides,Salvia,CB
ºì¸ù²İ,Salvia prionitis,6,8,NA,NA,Lamiaceae,Salvia prionitis,Salvia,CB
ºì¸ù²İ,Salvia prionitis,6,8,NA,NA,Lamiaceae,Lysimachia fortunei,Lysimachia,CB
ÆîÃÅÊóÎ²²İ,Salvia qimenensis,NA,NA,NA,NA,Lamiaceae,Salvia qimenensis,Salvia,CB
µØ¹¡ÊóÎ²²İ,Salvia scapiformis,4,5,NA,NA,Lamiaceae,Salvia scapiformis,Salvia,CB
ÕãÍîµ¤²Î,Salvia sinica,9,9,NA,NA,Lamiaceae,Salvia sinica,Salvia,CB
ÒñÉúÊóÎ²²İ,Salvia umbratica,8,10,NA,NA,Lamiaceae,Salvia umbratica,Salvia,CB
½Ó¹Ç²İ,Sambucus chinensis,4,5,8,9,Caprifoliaceae,Sambucus chinensis,Sambucus,CB
½Ó¹Ç²İ,Sambucus javanica,4,5,8,9,Adoxaceae,Sambucus chinensis,Sambucus,CB
½Ó¹ÇÄ¾,Sambucus williamsii,4,5,9,10,Caprifoliaceae,Sambucus williamsii,Sambucus,WD
µØÓÜ,Sanguisorba officinalis,7,10,7,10,Rosaceae,Sanguisorba officinalis,Sanguisorba,CB
³¤ÈïµØÓÜ,Sanguisorba officinalis var. longifila,NA,NA,NA,NA,Rosaceae,Sanguisorba officinalis var. longifila,Sanguisorba,CB
³¤Ò¶µØÓÜ,Sanguisorba officinalis var. longifolia,NA,NA,NA,NA,Rosaceae,Sanguisorba officinalis var. longifolia,Sanguisorba,CB
±ä¶¹²Ë,Sanicula chinensis,4,10,4,10,Apiaceae,Sanicula chinensis,Sanicula,CB
ÂÑİà±ä¶¹²Ë,Sanicula giraldii var. ovicalycina,NA,NA,NA,NA,Apiaceae,Sanicula giraldii var. ovicalycina,Sanicula,CB
±¡Æ¬±ä¶¹²Ë,Sanicula lamelligera,4,11,4,11,Apiaceae,Sanicula lamelligera,Sanicula,CB
Ò°¶ì½Å°å,Sanicula orthacantha,4,9,4,9,Apiaceae,Sanicula orthacantha,Sanicula,CB
ÌìÄ¿±ä¶¹²Ë,Sanicula tienmuensis,4,5,4,5,Apiaceae,Sanicula tienmuensis,Sanicula,CB
ÎŞ»¼×Ó,Sapindus saponaria,NA,NA,NA,NA,Sapindaceae,Sapindus saponaria,Sapindus,WD
É½ÎÚèê,Sapium discolor,4,6,NA,NA,Euphorbiaceae,Sapium discolor,Sapium,WD
°×Ä¾ÎÚèê,Sapium japonicum,5,6,NA,NA,Euphorbiaceae,Sapium japonicum,Sapium,WD
ÎÚèê,Sapium sebiferum,4,8,NA,NA,Euphorbiaceae,Sapium sebiferum,Sapium,WD
·À·ç,Saposhnikovia divaricata,8,9,9,10,Apiaceae,Saposhnikovia divaricata,Saposhnikovia,CB
