scientific name,Chinese name,genus name,family name,first flowering month,last flowering month,first fruiting month,last fruiting month,woodiness
Hibiscus syriacus,Ä¾éÈ,NA,Malvaceae,7,10,9,10,WD
Hibiscus trionum,Ò°Î÷¹ÏÃç,NA,Malvaceae,7,10,NA,NA,CB
Hieracium hololeion,È«¹â¾Õ,Hieracium,Asteraceae,7,9,7,9,CB
Hieracium umbellatum,É½Áø¾Õ,Hieracium,Asteraceae,7,8,8,9,CB
Hippophae rhamnoides,É³¼¬,NA,Elaeagnaceae,4,5,9,10,WD
Hippophae rhamnoides subsp. sinensis,ÖĞ¹úÉ³¼¬,NA,Elaeagnaceae,NA,NA,NA,NA,WD
Hippuris vulgaris,É¼Ò¶Ôå,NA,Hippuridaceae,4,9,5,10,CB
Holopogon gaudissartii,ÎŞà¹À¼,NA,Orchidaceae,8,8,NA,NA,CB
Hordeum brevisubulatum,¶ÌÃ¢´óÂó,Hordeum,Poaceae,6,8,6,8,CB
Hosta ensata,¶«±±Óñô¢,NA,Liliaceae,7,8,8,9,CB
Hosta plantaginea,Óñô¢,Hosta,Liliaceae,8,9,9,10,CB
Humulus scandens,È„²İ,NA,Cannabaceae,7,8,9,10,CB
Hydrangea bretschneideri,¶«ÁêĞåÇò,Hydrangea,Saxifragaceae,6,7,9,10,WD
Hydrilla verticillata,ºÚÔå,NA,Hydrocharitaceae,7,8,8,8,CB
Hydrocharis dubia,Ë®±î,NA,Hydrocharitaceae,7,8,9,9,CB
Hylodesmum oldhamii,ÓğÒ¶³¤±úÉ½Âì»È,NA,Fabaceae,8,9,9,10,CB
Hylodesmum podocarpum subsp. oxyphyllum,¼âÒ¶³¤±úÉ½Âì»È,NA,Fabaceae,7,9,8,11,CB
Hylomecon japonica,ºÉÇà»¨,Hylomecon,Papaveraceae,4,7,5,8,CB
Hylotelephium erythrostictum,°Ë±¦,NA,Crassulaceae,8,10,NA,NA,CB
Hylotelephium pallescens,°×°Ë±¦,Hylotelephium,Crassulaceae,7,9,8,9,CB
Hylotelephium pseudospectabile,ĞÄÒ¶°Ë±¦,Hylotelephium,Crassulaceae,8,9,10,10,CB
Hylotelephium spectabile,³¤Ò©°Ë±¦,Hylotelephium,Crassulaceae,8,9,9,10,CB
Hylotelephium spectabile var. angustifolium,ÏÁÒ¶³¤Ò©°Ë±¦,NA,Crassulaceae,NA,NA,NA,NA,CB
Hylotelephium triphyllum,×Ï°Ë±¦,NA,Crassulaceae,7,8,9,9,CB
Hylotelephium verticillatum,ÂÖÒ¶°Ë±¦,Hylotelephium,Crassulaceae,7,8,9,9,CB
Hylotelephium viviparum,ÖéÑ¿°Ë±¦,Hylotelephium,Crassulaceae,8,9,NA,NA,CB
Hypericum ascyron,»Æº£ÌÄ,Hypericum,Clusiaceae,7,8,8,9,CB
Hypericum ascyron subsp. gebleri,¶ÌÖù»Æº£ÌÄ,NA,Clusiaceae,NA,NA,NA,NA,CB
Hypericum attenuatum,¸ÏÉ½±Ş,Hypericum,Clusiaceae,7,8,8,9,CB
Hypochaeris ciliata,Ã¨¶ù¾Õ,Hypochaeris,Asteraceae,6,9,6,9,CB
Hystrix komarovii,¶«±±â¬²İ,Hystrix,Poaceae,6,8,6,8,CB
Impatiens furcillata,¶«±±·ïÏÉ»¨,NA,Balsaminaceae,8,9,8,9,CB
Impatiens noli-tangere,Ë®½ğ·ï,Impatiens,Balsaminaceae,6,9,7,10,CB
Imperata cylindrica var. major,´ó°×Ã©,NA,Poaceae,NA,NA,NA,NA,CB
Incarvillea sinensis,½Çİï,Incarvillea,Bignoniaceae,6,8,8,9,CB
Indigofera amblyantha,¶à»¨Ä¾À¶,Indigofera,Fabaceae,5,7,9,11,WD
Indigofera bungeana,ºÓ±±Ä¾À¶,Indigofera,Fabaceae,5,6,8,10,WD
Indigofera kirilowii,»¨Ä¾À¶,NA,Fabaceae,5,7,8,10,WD
Inula britannica,Å·ÑÇĞı¸²»¨,NA,Asteraceae,8,9,9,10,CB
Inula japonica,Ğı¸²»¨,Inula,Asteraceae,7,10,7,10,CB
Inula lineariifolia,ÏßÒ¶Ğı¸²»¨,NA,Asteraceae,NA,NA,NA,NA,CB
Inula salicina,ÁøÒ¶Ğı¸²»¨,NA,Asteraceae,7,8,8,9,CB
Iris dichotoma,Ò°ğ°Î²,NA,Iridaceae,7,8,8,9,CB
Iris ensata,Óñ²õ»¨,Iris,Iridaceae,6,7,8,9,CB
Iris kobayashii,°«ğ°Î²,Iris,Iridaceae,5,5,6,8,CB
Iris lactea,°×»¨Âíİş,Iris,Iridaceae,5,6,6,9,CB
Iris maackii,ÎÚËÕÀïğ°Î²,NA,Iridaceae,5,5,6,8,CB
Iris mandshurica,³¤°×ğ°Î²,Iris,Iridaceae,5,5,6,8,CB
Iris minutoaurea,Ğ¡»Æ»¨ğ°Î²,Iris,Iridaceae,5,5,6,7,CB
Iris rossii,³¤Î²ğ°Î²,Iris,Iridaceae,4,5,6,8,CB
Iris ruthenica,×Ï°úğ°Î²,Iris,Iridaceae,5,5,6,7,CB
Iris sanguinea,Ïªİ¥,NA,Iridaceae,6,7,7,9,CB
Iris tenuifolia,Ï¸Ò¶ğ°Î²,Iris,Iridaceae,4,5,8,9,CB
Iris tigridia,´Ö¸ùğ°Î²,Iris,Iridaceae,5,5,6,8,CB
Iris tigridia var. fortis,´ó´Ö¸ùğ°Î²,NA,Iridaceae,NA,NA,NA,NA,CB
Iris uniflora,µ¥»¨ğ°Î²,Iris,Iridaceae,5,6,7,8,CB
Iris ventricosa,ÄÒ»¨ğ°Î²,NA,Iridaceae,5,5,7,8,CB
Isachne globosa,ÁøÒ¶óè,NA,Poaceae,7,10,7,10,CB
Ischaemum aristatum var. glaucum,Ñ¼×ì²İ,NA,Poaceae,7,10,7,10,CB
Isodon excisus,Î²Ò¶Ïã²è²Ë,Isodon,Lamiaceae,8,8,9,10,CB
Isodon inflexus,ÄÚÕÛÏã²è²Ë,Isodon,Lamiaceae,7,9,7,9,CB
Isodon japonicus,Ã«Ò¶Ïã²è²Ë,NA,Lamiaceae,7,8,8,9,CB
Isodon japonicus var. glaucocalyx,À¶İàÃ«Ò¶Ïã²è²Ë,NA,Lamiaceae,NA,NA,NA,NA,CB
Isodon serra,µ­»Æ²İ,NA,Lamiaceae,8,10,9,10,CB
Isodon websteri,ÁÉÄşÏã²è²Ë,Isodon,Lamiaceae,9,9,9,9,CB
Isopyrum manshuricum,¶«±±±â¹û²İ,NA,Ranunculaceae,5,5,NA,NA,CB
Ixeridium gramineum,Õ­Ò¶Ğ¡¿àİ¤,Ixeridium,Asteraceae,3,9,3,9,CB
Ixeridium graminifolium,Ë¿Ò¶Ğ¡¿àİ¤,Ixeridium,Asteraceae,6,8,6,8,CB
Ixeridium sonchifolium,±§¾¥Ğ¡¿àİ¤,Ixeridium,Asteraceae,3,5,3,5,CB
Juglans mandshurica,ºúÌÒé±,NA,Juglandaceae,5,5,8,9,WD
Juglans regia,ºúÌÒ,NA,Juglandaceae,4,5,10,10,WD
Juncellus limosus,ÕÓÉúË®É¯²İ,NA,Cyperaceae,NA,NA,NA,NA,CB
Juncellus pannonicus,»¨ËëË®É¯²İ,NA,Cyperaceae,NA,NA,NA,NA,CB
Juncellus serotinus,Ë®É¯²İ,NA,Cyperaceae,7,10,7,10,CB
Juncus bufonius,Ğ¡µÆĞÄ²İ,Juncus,Juncaceae,6,9,6,9,CB
Juncus effusus,µÆĞÄ²İ,Juncus,Juncaceae,7,9,7,9,CB
Juncus gracillimus,±â¾¥µÆĞÄ²İ,NA,Juncaceae,5,7,6,8,CB
Juncus krameri,¶Ìà¹µÆĞÄ²İ,Juncus,Juncaceae,7,8,8,9,CB
Juncus papillosus,ÈéÍ·µÆĞÄ²İ,Juncus,Juncaceae,6,7,8,9,CB
Juncus turczaninowii var. jeholensis,ÈÈºÓµÆĞÄ²İ,NA,Juncaceae,NA,NA,NA,NA,CB
Juncus wallichianus,ÕëµÆĞÄ²İ,Juncus,Juncaceae,7,8,8,8,CB
Kalimeris incisa,ÁÑÒ¶ÂíÀ¼,Kalimeris,Asteraceae,8,8,8,9,CB
Kalimeris integrifolia,È«Ò¶ÂíÀ¼,Kalimeris,Asteraceae,7,8,9,9,CB
Kalimeris lautureana,É½ÂíÀ¼,NA,Asteraceae,8,10,9,10,CB
Kalimeris mongolica,ÃÉ¹ÅÂíÀ¼,Kalimeris,Asteraceae,7,8,9,9,CB
Kalopanax septemlobus,´Ìé±,Kalopanax,Araliaceae,8,9,9,10,WD
Kochia prostrata,Ä¾µØ·ô,NA,Chenopodiaceae,7,8,8,9,WD
Kochia scoparia,µØ·ô,NA,Chenopodiaceae,6,9,7,10,CB
Kochia scoparia var. sieversiana,¼îµØ·ô,NA,Chenopodiaceae,NA,NA,NA,NA,CB
Koelreuteria paniculata,èïÊ÷,NA,Sapindaceae,6,6,9,9,WD
Kummerowia stipulacea,³¤İà¼¦ÑÛ²İ,Kummerowia,Fabaceae,7,8,8,10,CB
Kummerowia striata,¼¦ÑÛ²İ,Kummerowia,Fabaceae,7,8,8,9,CB
Kyllinga brevifolia var. leiolepis,ÎŞ´ÌÁÛË®òÚò¼,NA,Cyperaceae,5,10,5,10,CB
Lagopsis supina,ÏÄÖÁ²İ,NA,Lamiaceae,3,4,5,6,CB
Lamium album,¶Ì±úÒ°Ö¥Âé,Lamium,Lamiaceae,5,7,7,9,CB
Lamium barbatum,Ò°Ö¥Âé,NA,Lamiaceae,4,6,7,8,CB
Laportea bulbifera,ÖéÑ¿°¬Âé,Laportea,Urticaceae,7,8,8,9,CB
Laportea cuspidata,°¬Âé,Laportea,Urticaceae,6,7,8,9,CB
Lappula intermedia,ÂÑÅÌº×Ê­,NA,Boraginaceae,5,9,5,9,CB
Lappula patula,ÂÑ¹ûº×Ê­,NA,Boraginaceae,NA,NA,NA,NA,CB
Lathyrus davidii,ÜüÃ¢ÏãÍã¶¹,Lathyrus,Fabaceae,5,7,8,9,CB
Lathyrus humilis,°«É½÷ó¶¹,Lathyrus,Fabaceae,5,7,8,9,CB
Lathyrus komarovii,ÈıÂöÉ½÷ó¶¹,Lathyrus,Fabaceae,5,6,6,8,CB
Lathyrus maritimus,º£±õÉ½÷ó¶¹,NA,Fabaceae,5,6,6,7,CB
Lathyrus maritimus var. pubescens,Ã«º£±õÉ½÷ó¶¹,NA,Fabaceae,NA,NA,NA,NA,CB
Lathyrus palustris,ÕÓÉúÉ½÷ó¶¹,Lathyrus,Fabaceae,6,7,8,9,CB
Lathyrus palustris var. pilosus,Ã«É½÷ó¶¹,NA,Fabaceae,NA,NA,NA,NA,CB
Lathyrus quinquenervius,É½÷ó¶¹,Lathyrus,Fabaceae,6,7,8,9,CB
Lathyrus vaniotii,¶«±±É½÷ó¶¹,Lathyrus,Fabaceae,5,5,NA,NA,CB
Ledum palustre var. dilatatum,¿íÒ¶¶ÅÏã,NA,Ericaceae,NA,NA,NA,NA,WD
Leersia oryzoides,ÈØ²İ,Leersia,Poaceae,6,9,9,9,CB
Lemna minor,¸¡Æ¼,NA,Lemnaceae,7,8,7,9,CB
Lemna trisulca,Æ·Ôå,NA,Lemnaceae,7,8,8,9,CB
Leontopodium conglobatum,ÍÅÇò»ğÈŞ²İ,Leontopodium,Asteraceae,6,8,7,9,CB
Leontopodium leontopodioides,»ğÈŞ²İ,Leontopodium,Asteraceae,6,8,8,9,CB
Leonurus japonicus,ÒæÄ¸²İ,Leonurus,Lamiaceae,7,9,7,9,CB
Leonurus macranthus,´ó»¨ÒæÄ¸²İ,Leonurus,Lamiaceae,8,9,9,9,CB
Leonurus pseudomacranthus,öÉ²Ë,Leonurus,Lamiaceae,8,9,9,10,CB
Leonurus sibiricus,Ï¸Ò¶ÒæÄ¸²İ,NA,Lamiaceae,7,9,7,9,CB
Lepidium apetalum,¶ÀĞĞ²Ë,NA,Brassicaceae,5,6,6,7,CB
Lepidium latifolium,¿íÒ¶¶ÀĞĞ²Ë,NA,Brassicaceae,5,9,6,10,CB
Leptochloa fusca,Ë«ïû²İ,Leptochloa,Poaceae,6,9,6,9,CB
Leptodermis oblonga,±¡Æ¤Ä¾,Leptodermis,Rubiaceae,7,8,9,9,WD
Leptopus chinensis,È¸¶ùÉàÍ·,Leptopus,Euphorbiaceae,5,8,7,10,WD
Leptopyrum fumarioides,À¶İÀ²İ,Leptopyrum,Ranunculaceae,5,6,6,7,CB
Lespedeza bicolor,ºúÖ¦×Ó,NA,Fabaceae,7,9,7,9,WD
Lespedeza caraganae,³¤Ò¶ºúÖ¦×Ó,Lespedeza,Fabaceae,6,9,10,10,WD
Lespedeza cuneata,½ØÒ¶ÌúÉ¨Öã,NA,Fabaceae,7,8,9,10,WD
Lespedeza cyrtobotrya,¶Ì¹£ºúÖ¦×Ó,Lespedeza,Fabaceae,7,8,9,9,WD
Lespedeza davurica,ĞË°²ºúÖ¦×Ó,Lespedeza,Fabaceae,7,8,9,10,WD
Lespedeza floribunda,¶à»¨ºúÖ¦×Ó,Lespedeza,Fabaceae,6,9,9,10,WD
Lespedeza inschanica,ÒõÉ½ºúÖ¦×Ó,NA,Fabaceae,8,10,9,10,WD
Lespedeza juncea,¼âÒ¶ÌúÉ¨Öã,Lespedeza,Fabaceae,7,8,9,10,WD
Lespedeza potaninii,Å£Ö¦×Ó,Lespedeza,Fabaceae,7,9,9,10,WD
Lespedeza potaninii var. breviracemi,¶ÌĞòÅ£Ö¦×Ó,NA,Fabaceae,NA,NA,NA,NA,WD
Lespedeza tomentosa,ÈŞÃ«ºúÖ¦×Ó,NA,Fabaceae,7,8,9,10,WD
Lespedeza virgata,Ï¸¹£ºúÖ¦×Ó,Lespedeza,Fabaceae,7,9,9,10,WD
Lespedeza virgata var. macrovirgata,´óÏ¸¹£ºúÖ¦×Ó,NA,Fabaceae,7,9,9,10,WD
Leymus chinensis,Ñò²İ,Leymus,Poaceae,6,8,6,8,CB
Leymus mollis,±õ²İ,Leymus,Poaceae,5,5,5,8,CB
Leymus secalinus,Àµ²İ,Leymus,Poaceae,6,8,6,8,CB
Libanotis seseloides,ÏãÇÛ,Libanotis,Apiaceae,7,9,8,10,CB
Ligularia biceps,ÎŞÓ§éÒÎá,Ligularia,Asteraceae,7,7,7,7,CB
Ligularia fischeri,ÌãÒ¶éÒÎá,Ligularia,Asteraceae,7,8,8,9,CB
Ligularia intermedia,ÏÁ°úéÒÎá,Ligularia,Asteraceae,7,10,7,10,CB
Ligularia mongolica,È«ÔµéÒÎá,Ligularia,Asteraceae,6,7,8,9,CB
Ligularia sibirica,éÒÎá,Ligularia,Asteraceae,7,10,7,10,CB
Ligusticum jeholense,ÁÉŞ»±¾,Ligusticum,Apiaceae,7,9,9,10,CB
Ligusticum tachiroei,ÑÒÜîÏã,Ligusticum,Apiaceae,7,8,8,9,CB
Ligusticum tenuisectum,Ï¸ÁÑŞ»±¾,NA,Apiaceae,8,9,8,9,CB
Ligusticum tenuissimum,Ï¸Ò¶Ş»±¾,NA,Apiaceae,8,9,9,10,CB
Ligustrum obtusifolium,Ë®À¯Ê÷,NA,Oleaceae,5,6,8,10,WD
Ligustrum obtusifolium subsp. suave,ÁÉ¶«Ë®À¯Ê÷,NA,Oleaceae,NA,NA,NA,NA,WD
Lilium amabile,ĞãÀö°ÙºÏ,NA,Liliaceae,6,7,8,9,CB
Lilium callosum,ÌõÒ¶°ÙºÏ,Lilium,Liliaceae,7,7,8,9,CB
Lilium cernuum,´¹»¨°ÙºÏ,Lilium,Liliaceae,7,7,NA,NA,CB
Lilium concolor,ä×µ¤,Lilium,Liliaceae,6,7,8,9,CB
Lilium concolor var. pulchellum,ÓĞ°ß°ÙºÏ,NA,Liliaceae,NA,NA,NA,NA,CB
Lilium dauricum,Ã«°ÙºÏ,NA,Liliaceae,6,7,8,9,CB
Lilium distichum,¶«±±°ÙºÏ,Lilium,Liliaceae,7,8,9,10,CB
Lilium leichtlinii var. maximowiczii,´ó»¨¾íµ¤,NA,Liliaceae,7,8,NA,NA,CB
Lilium pumilum,É½µ¤,Lilium,Liliaceae,7,8,9,10,CB
Lilium tigrinum,¾íµ¤,NA,Liliaceae,7,8,9,10,CB
Limnophila sessiliflora,Ê¯ÁúÎ²,NA,Scrophulariaceae,7,10,7,10,CB
Limonium bicolor,¶şÉ«²¹Ñª²İ,NA,Plumbaginaceae,6,9,6,9,CB
Limonium franchetii,ÑÌÌ¨²¹Ñª²İ,NA,Plumbaginaceae,5,7,6,8,CB
Limonium sinense,²¹Ñª²İ,NA,Plumbaginaceae,6,9,6,9,CB
Limosella aquatica,Ë®Ã£²İ,Limosella,Scrophulariaceae,5,8,6,9,CB
Linaria japonica,º£±õÁø´©Óã,Linaria,Scrophulariaceae,8,8,NA,NA,CB
Linaria vulgaris,Áø´©Óã,Linaria,Scrophulariaceae,6,9,NA,NA,CB
Linaria vulgaris subsp. chinensis,Áø´©ÓãÔ­ÑÇÖÖ,NA,Scrophulariaceae,6,9,8,10,CB
Lindera obtusiloba,ÈıèâÎÚÒ©,Lindera,Lauraceae,4,4,8,9,WD
Lindernia procumbens,Ä°ÉÏ²Ë,Lindernia,Scrophulariaceae,7,8,8,9,CB
Linnaea borealis,±±¼«»¨,Linnaea,Caprifoliaceae,6,6,8,8,WD
Linum nutans,´¹¹ûÑÇÂé,NA,Linaceae,6,7,7,8,CB
Linum stelleroides,Ò°ÑÇÂé,Linum,Linaceae,6,9,8,9,CB
Liparis campylostalix,³İ´½Ñò¶úËâ,Liparis,Orchidaceae,7,7,NA,NA,CB
Liparis japonica,Ñò¶úËâ,NA,Orchidaceae,6,7,8,9,CB
Liparis sasakii,°¢ÀïÉ½Ñò¶úËâ,Liparis,Orchidaceae,5,5,NA,NA,CB
Lipocarpha microcephala,ºş¹Ï²İ,NA,Cyperaceae,6,10,6,10,CB
Liriope minor,°«Ğ¡É½Âó¶¬,Liriope,Liliaceae,6,7,8,9,CB
Lithospermum erythrorhizon,×Ï²İ,Lithospermum,Boraginaceae,6,6,7,8,CB
Lloydia triflora,Èı»¨Íİ°ê»¨,Lloydia,Liliaceae,5,6,7,7,CB
Lobelia sessilifolia,É½¹£²Ë,NA,Campanulaceae,7,9,9,10,CB
Lomatogonium rotatum,·ø×´ÀßÖù»¨,Lomatogonium,Gentianaceae,8,9,8,9,CB
Lonicera caerulea var. edulis,À¶µå¹û,NA,Caprifoliaceae,NA,NA,NA,NA,WD
Lonicera chrysantha,½ğ»¨ÈÌ¶¬,Lonicera,Caprifoliaceae,6,6,8,9,WD
Lonicera ferdinandii,´ĞÆ¤ÈÌ¶¬,Lonicera,Caprifoliaceae,5,5,9,9,WD
Lonicera hispida,¸ÕÃ«ÈÌ¶¬,Lonicera,Caprifoliaceae,5,6,7,9,WD
Lonicera maackii,½ğÒøÈÌ¶¬,NA,Caprifoliaceae,5,6,9,9,WD
Lonicera maximowiczii,×Ï»¨ÈÌ¶¬,Lonicera,Caprifoliaceae,5,6,8,8,WD
Lonicera praeflorens,Ôç»¨ÈÌ¶¬,Lonicera,Caprifoliaceae,4,5,5,6,WD
Lonicera ruprechtiana,³¤°×ÈÌ¶¬,Lonicera,Caprifoliaceae,5,6,7,8,WD
Lonicera subhispida,µ¥»¨ÈÌ¶¬,NA,Caprifoliaceae,5,5,6,6,WD
Lonicera tatarica,ĞÂ½®ÈÌ¶¬,Lonicera,Caprifoliaceae,5,6,6,9,WD
Lonicera tatarinowii,»ª±±ÈÌ¶¬,Lonicera,Caprifoliaceae,5,6,7,9,WD
Loranthus tanakae,±±É£¼ÄÉú,Loranthus,Loranthaceae,4,5,9,10,WD
Luzula pallescens,µ­»¨µØÑîÃ·,Luzula,Juncaceae,5,7,5,7,CB
Luzula rufescens,»ğºìµØÑîÃ·,Luzula,Juncaceae,5,6,5,6,CB
Luzula rufescens var. macrocarpa,´ó¹ûµØÑîÃ·,NA,Juncaceae,NA,NA,NA,NA,CB
Lychnis cognata,Ç³ÁÑ¼ôÇïÂŞ,Lychnis,Caryophyllaceae,7,9,8,9,CB
Lychnis fulgens,¼ôÇïÂŞ,NA,Caryophyllaceae,7,9,7,9,CB
Lycium chinense,èÛè½,NA,Solanaceae,7,8,8,10,WD
Lycium chinense var. rhombifolium,ÁâÒ¶èÛè½,NA,Solanaceae,NA,NA,NA,NA,WD
Lycopus cavaleriei,Ğ¡Ò¶µØËñ,NA,Lamiaceae,7,8,8,9,CB
Lycopus lucidus,µØËñ,Lycopus,Lamiaceae,7,9,8,11,CB
Lycopus lucidus var. hirtus,Ó²Ã«µØËñ,NA,Lamiaceae,NA,NA,NA,NA,CB
Lysimachia albescens,ÔÆÄÏ¹ıÂ·»Æ,NA,Primulaceae,7,7,NA,NA,CB
Lysimachia barystachys,»¢Î²»¨,Lysimachia,Primulaceae,6,7,9,9,CB
Lysimachia clethroides,°«ÌÒ,Lysimachia,Primulaceae,5,7,7,10,CB
Lysimachia davurica,»ÆÁ¬»¨,Lysimachia,Primulaceae,7,8,9,9,CB
Lysimachia pentapetala,ÏÁÒ¶ÕäÖé²Ë,Lysimachia,Primulaceae,7,8,9,9,CB
Lysimachia thyrsiflora,ÇòÎ²»¨,Lysimachia,Primulaceae,6,7,7,8,CB
Maackia amurensis,³¯ÏÊ»±,NA,Fabaceae,6,7,9,10,WD
Maclura tricuspidata,èÏ,NA,Moraceae,5,5,9,10,WD
Maianthemum bifolium,Îèº×²İ,Maianthemum,Liliaceae,5,6,8,9,CB
Maianthemum dahuricum,ĞË°²Â¹Ò©,Maianthemum,Liliaceae,6,6,8,8,CB
Maianthemum japonicum,Â¹Ò©,Maianthemum,Liliaceae,5,6,8,9,CB
Malaxis monophyllos,ÕÓÀ¼,Malaxis,Orchidaceae,7,7,8,8,CB
Malus asiatica,»¨ºì,NA,Rosaceae,4,5,8,9,WD
Malus baccata,É½¾£×Ó,NA,Rosaceae,4,6,8,10,WD
Malus jinxianensis,½ğÏØÉ½¾£×Ó,NA,Rosaceae,5,5,10,10,WD
Malus mandshurica,Ã«É½¾£×Ó,NA,Rosaceae,4,5,9,10,WD
Malus prunifolia,é±×Ó,NA,Rosaceae,4,5,8,9,WD
Malus spectabilis,º£ÌÄ»¨,NA,Rosaceae,4,5,8,9,WD
Mazus pumilus,Í¨Èª²İ,NA,Scrophulariaceae,4,10,4,10,CB
Mazus stachydifolius,µ¯µ¶×Ó²Ë,NA,Scrophulariaceae,5,6,7,8,CB
Medicago falcata,»Æ»¨ÜÙŞ£,Medicago,Fabaceae,6,8,7,9,CB
Medicago lupulina,ÌìÀ¶ÜÙŞ£,NA,Fabaceae,7,8,8,10,CB
Medicago ruthenica,»¨ÜÙŞ£,NA,Fabaceae,6,9,8,10,CB
Meehania fargesii var. radicans,»ªÎ÷ÁúÍ·²İ×ß¾¥±äÖÖ,NA,Lamiaceae,NA,NA,NA,NA,CB
Meehania urticifolia,İ¡ÂéÒ¶ÁúÍ·²İ,Meehania,Lamiaceae,4,7,6,7,CB
Melampyrum roseum,É½ÂŞ»¨,NA,Scrophulariaceae,7,8,9,9,CB
Melampyrum roseum var. setaceum,ÏÁÒ¶É½ÂŞ»¨,NA,Scrophulariaceae,NA,NA,10,10,CB
Melica grandiflora,´ó»¨³ô²İ,Melica,Poaceae,4,7,4,7,CB
Melica nutans,¸©´¹³ô²İ,NA,Poaceae,6,8,6,8,CB
Melica onoei,¹ãĞò³ô²İ,Melica,Poaceae,7,10,7,10,CB
Melica radula,Ï¸Ò¶³ô²İ,Melica,Poaceae,5,8,5,8,CB
Melica scabrosa,³ô²İ,Melica,Poaceae,6,8,6,8,CB
Melica turczaninowiana,´ó³ô²İ,Melica,Poaceae,7,9,7,9,CB
Melilotus dentatus,Ï¸³İ²İÄ¾éØ,Melilotus,Fabaceae,7,9,7,10,CB
Menispermum dauricum,òùòğ¸ğ,NA,Menispermaceae,6,7,8,9,CB
Mentha sachalinensis,¶«±±±¡ºÉ,NA,Lamiaceae,7,8,9,9,CB
Menyanthes trifoliata,Ë¯²Ë,NA,Menyanthaceae,6,6,6,7,CB
Merremia sibirica,±±Óã»Æ²İ,NA,Convolvulaceae,NA,NA,NA,NA,CB
Merremia sibirica var. trichosperma,Ã«×ÑÓã»Æ²İ,NA,Convolvulaceae,NA,NA,NA,NA,CB
Metaplexis japonica,ÂÜË,Metaplexis,Asclepiadaceae,8,8,8,9,CB
Michelia figo,º¬Ğ¦»¨,NA,Magnoliaceae,3,5,7,8,WD
Microstegium vimineum,ÈáÖ¦İ¬Öñ,Microstegium,Poaceae,9,11,9,11,CB
Milium effusum,ËÚ²İ,NA,Poaceae,5,7,5,7,CB
Mimulus tenellus,¹µËá½¬,Mimulus,Scrophulariaceae,6,9,6,9,CB
Miscanthus sacchariflorus,İ¶,Miscanthus,Poaceae,8,10,8,10,CB
Miscanthus sinensis,Ã¢,Miscanthus,Poaceae,7,10,7,10,CB
Mitella nuda,ßïÄÅ²İ,Mitella,Saxifragaceae,6,6,7,8,CB
Moehringia lateriflora,ÖÖ¸·²İ,Moehringia,Caryophyllaceae,5,7,6,8,CB
Monochoria korsakowii,Óê¾Ã»¨,NA,Pontederiaceae,8,9,8,9,CB
Monochoria vaginalis,Ñ¼Éà²İ,NA,Pontederiaceae,7,9,8,10,CB
Monotropa hypopitys,ËÉÏÂÀ¼,NA,Ericaceae,8,8,8,8,CB
Monotropastrum humile,Çò¹û¼ÙÉ³¾§À¼,Monotropastrum,Ericaceae,4,8,5,9,CB
Morus alba,É£,Morus,Moraceae,4,5,5,8,WD
Morus australis,¼¦É£,NA,Moraceae,4,5,6,7,WD
Morus mongolica,ÃÉÉ£,NA,Moraceae,5,5,6,7,WD
Mosla dianthera,Ğ¡ÓãÏÉ²İ,Mosla,Lamiaceae,7,8,8,9,CB
Mosla grosseserrata,ÜùÜÑ,NA,Lamiaceae,NA,NA,NA,NA,CB
Mosla scabra,Ê¯ÜùÜÑ,Mosla,Lamiaceae,5,11,9,11,CB
Muhlenbergia huegelii,ÂÒ×Ó²İ,NA,Poaceae,7,10,7,10,CB
Muhlenbergia japonica,ÈÕ±¾ÂÒ×Ó²İ,Muhlenbergia,Poaceae,7,11,7,11,CB
Mukdenia rossii,éÊÒ¶²İ,Mukdenia,Saxifragaceae,5,5,6,7,CB
Mulgedium tataricum,ÈéÜÄ,Mulgedium,Asteraceae,6,9,6,9,CB
Murdannia keisak,ğà²İ,Murdannia,Commelinaceae,7,8,8,9,CB
Myosotis caespitosa,ÊªµØÎğÍü²İ,NA,Boraginaceae,6,8,6,8,CB
Myriophyllum spicatum,Ëë×´¹ÂÎ²Ôå,NA,Haloragaceae,4,9,4,9,CB
Myriophyllum verticillatum,ºüÎ²Ôå,NA,Haloragaceae,4,9,4,9,CB
Myripnois dioica,ÂìòÆÍÈ×Ó,Myripnois,Asteraceae,4,5,4,5,WD
Najas marina,´ó´ÄÔå,NA,Najadaceae,7,7,8,9,CB
Najas minor,Ğ¡´ÄÔå,NA,Najadaceae,7,9,7,9,CB
Neillia uekii,¶«±±ĞåÏßÃ·,NA,Rosaceae,NA,NA,8,8,WD
Nelumbo nucifera,Á«,NA,Nelumbonaceae,7,8,9,10,CB
Neottia papilligera,°¼´½Äñ³²À¼,Neottia,Orchidaceae,6,7,8,8,CB
Neottianthe cucullata,¶şÒ¶¶µ±»À¼,Neottianthe,Orchidaceae,6,7,8,9,CB
Nepeta multifida,¶àÁÑÒ¶¾£½æ,NA,Lamiaceae,7,9,9,10,CB
Nepeta tenuifolia,ÁÑÒ¶¾£½æ,NA,Lamiaceae,7,9,9,10,CB
Nuphar pumila,Æ¼Åî²İ,NA,Nymphaeaceae,5,9,NA,NA,CB
Nymphaea tetragona,Ë¯Á«,NA,Nymphaeaceae,7,8,8,9,CB
