scientific name,Chinese name,family name,first flowering month,last flowering month,first fruiting month,last fruiting month,woodiness
Pterolobium punctatum,ÀÏ»¢´Ì,Fabaceae,6,8,9,1,WD
Pterospermum heterophyllum,·­°×Ò¶Ê÷,Sterculiaceae,9,11,NA,NA,WD
Pterygota alata,³áÆ»ÆÅ,Sterculiaceae,NA,NA,12,12,WD
Pueraria montana,ÈıÒ°¸ğ,Fabaceae,4,5,10,12,CB
Pueraria montana var. lobata,¸ğ,Fabaceae,7,9,10,12,CB
Pueraria montana var. thomsonii,·Û¸ğ,Fabaceae,9,9,11,11,CB
Pueraria phaseoloides,ÈıÁÑÒ¶Ò°¸ğ,Fabaceae,8,9,10,11,CB
Pycnarrhena lucida,ÃÜ»¨ÌÙ,Menispermaceae,NA,NA,NA,NA,WD
Pycnarrhena poilanei,Ó²¹ÇÌÙ,Menispermaceae,6,8,10,11,WD
Pycnospora lutescens,ÃÜ×Ó¶¹,Fabaceae,8,9,8,9,CB
Pycreus diaphanus,¿íËë±âÉ¯,Cyperaceae,9,10,9,10,CB
Pycreus flavidus,ÇòËë±âÉ¯,Cyperaceae,6,11,6,11,CB
Pycreus polystachyus,¶àÖ¦±âÉ¯,Cyperaceae,5,10,5,10,CB
Pycreus pumilus,°«±âÉ¯,Cyperaceae,8,11,8,11,CB
Pycreus sulcinux,²Û¹û±âÉ¯,Cyperaceae,6,8,6,8,CB
Pygeum laxiflorum,Êè»¨ÍÎ¹ûÄ¾,Rosaceae,8,10,11,12,WD
Pygeum topengii,ÍÎ¹ûÄ¾,Rosaceae,6,9,2,3,WD
Pyrenacantha volubilis,´ÌºËÌÙ,Icacinaceae,5,8,9,1,WD
Pyrenaria microcarpa,Ğ¡¹ûºË¹û²è,Theaceae,6,7,8,11,WD
Pyrenaria microcarpa var. ovalifolia,ÂÑÒ¶ºË¹û²è,Theaceae,NA,NA,NA,NA,WD
Pyrenaria multisepala,¶àİàºË¹û²è,Theaceae,NA,NA,NA,NA,WD
Pyrenaria spectabilis var. greeniae,±¡°êºË¹û²è,Theaceae,NA,NA,NA,NA,WD
Pyrola elegantula,³¤Ò¶Â¹Ìã²İ,Ericaceae,6,6,7,7,WD
Quercus bawanglingensis,°ÓÍõèİ,Fagaceae,NA,NA,NA,NA,WD
Quisqualis indica,Ê¹¾ı×Ó,Combretaceae,8,9,11,11,WD
Radermachera frondosa,ÃÀÒ¶²Ë¶¹Ê÷,Bignoniaceae,1,12,NA,NA,WD
Radermachera hainanensis,º£ÄÏ²Ë¶¹Ê÷,Bignoniaceae,4,4,NA,NA,WD
Radermachera pentandra,ôø¶¹Ê÷,Bignoniaceae,12,5,10,12,WD
Radermachera sinica,²Ë¶¹Ê÷,Bignoniaceae,5,9,10,12,WD
Raphanus sativus,ÂÜ²·,Brassicaceae,4,5,5,6,CB
Rauvolfia serpentina,Éß¸ùÄ¾,Apocynaceae,6,10,5,8,WD
Rauvolfia tiaolushanensis,µõÂŞÉ½ÂÜÜ½Ä¾,Apocynaceae,3,3,5,5,WD
Rauvolfia verticillata,ÂÜÜ½Ä¾,Apocynaceae,2,10,4,3,WD
Reevesia botingensis,Í£Í¤ËóÂŞ,Sterculiaceae,NA,NA,12,12,WD
Reevesia lancifolia,½£Ò¶ËóÂŞ,Sterculiaceae,9,11,NA,NA,WD
Reevesia lofouensis,ÂŞ¸¡ËóÂŞ,Sterculiaceae,5,5,7,7,WD
Reevesia longipetiolata,³¤±úËóÂŞ,Sterculiaceae,3,4,NA,NA,WD
Reevesia pubescens,ËóÂŞÊ÷,Sterculiaceae,5,6,NA,NA,WD
Reevesia thyrsoidea,Á½¹ãÀâÂŞ,Sterculiaceae,3,4,NA,NA,WD
Reinwardtiodendron humile,À×é¬,Meliaceae,NA,NA,2,3,WD
Remirea maritima,º£±õÉ¯,Cyperaceae,9,12,9,12,CB
Remusatia vivipara,ÑÒÓó,Araceae,4,9,NA,NA,CB
Renanthera coccinea,»ğÑæÀ¼,Orchidaceae,4,6,NA,NA,CB
Rhamnella rubrinervis,°úÒ¶Ä¾,Rhamnaceae,4,11,8,11,WD
Rhamnus hainanensis,º£ÄÏÊóÀî,Rhamnaceae,9,11,11,1,WD
Rhamnus longipes,³¤±úÊóÀî,Rhamnaceae,6,8,8,12,WD
Rhaphidophora crassicaulis,´Ö¾¥ÑÂ½ÇÌÙ,Araceae,NA,NA,11,12,WD
Rhaphidophora decursiva,ÅÀÊ÷Áú,Araceae,5,8,6,8,WD
Rhaphidophora hongkongensis,Ê¨×ÓÎ²,Araceae,4,8,NA,NA,WD
Rhaphiolepis ferruginea,ĞâÃ«Ê¯°ßÄ¾,Rosaceae,5,5,10,10,WD
Rhaphiolepis indica,Ê¯°ßÄ¾,Rosaceae,6,8,NA,NA,WD
Rhaphiolepis lanceolata,Ï¸Ò¶Ê¯°ßÄ¾,Rosaceae,8,9,NA,NA,WD
Rhaphiolepis salicifolia,ÁøÒ¶Ê¯°ßÄ¾,Rosaceae,4,4,NA,NA,WD
Rhapis gracilis,Ï¸×ØÖñ,Arecaceae,NA,NA,10,10,WD
Rhinacanthus nasutus,ÁéÖ¦²İ,Acanthaceae,NA,NA,NA,NA,CB
Rhizophora apiculata,ºìÊ÷,Rhizophoraceae,1,12,1,12,WD
Rhizophora mucronata,ºìÇÑ¶¬,Rhizophoraceae,NA,NA,NA,NA,WD
Rhizophora stylosa,ºìº£À¼,Rhizophoraceae,9,2,9,2,WD
Rhodamnia dumetorum,Ãµ¹åÄ¾,Myrtaceae,6,7,NA,NA,WD
Rhodamnia dumetorum var. hainanensis,º£ÄÏÃµ¹åÄ¾,Myrtaceae,NA,NA,NA,NA,WD
Rhododendron cavaleriei,¶à»¨¶Å¾é,Ericaceae,4,5,6,11,WD
Rhododendron chrysocalyx,½ğİà¶Å¾é,Ericaceae,3,5,6,10,WD
Rhododendron hainanense,º£ÄÏ¶Å¾é,Ericaceae,10,12,5,8,WD
Rhododendron moulmainense,Ã«ÃŞ¶Å¾é,Ericaceae,3,3,8,8,WD
Rhododendron simiarum,ºïÍ·¶Å¾é,Ericaceae,4,5,7,9,WD
Rhododendron simsii,¶Å¾é,Ericaceae,4,5,6,8,WD
Rhododendron westlandii,¿­Àï¶Å¾é,Ericaceae,4,5,8,9,WD
Rhodoleia championii,ºì»¨ºÉ,Hamamelidaceae,3,4,NA,NA,WD
Rhodoleia parvipetala,Ğ¡»¨ºì»¨ºÉ,Hamamelidaceae,4,4,NA,NA,WD
Rhodoleia stenopetala,Õ­°êºì»¨ºÉ,Hamamelidaceae,2,3,2,3,WD
Rhodomyrtus tomentosa,ÌÒ½ğÄï,Myrtaceae,8,9,NA,NA,WD
Rhopalephora scaberrima,¹³Ã«×Ó²İ,Commelinaceae,6,11,6,11,CB
Rhus chinensis,ÑÎ·ôÄ¾,Anacardiaceae,8,9,10,10,WD
Rhus chinensis var. roxburghii,±õÑÎ·ôÄ¾,Anacardiaceae,NA,NA,NA,NA,WD
Rhynchosia acuminatissima,ÃÜ¹ûÂ¹Ş½,Fabaceae,3,4,NA,NA,CB
Rhynchosia volubilis,Â¹Ş½,Fabaceae,7,7,9,12,CB
Rhynchospora chinensis,»ª´Ì×Óİ¸,Cyperaceae,5,10,5,10,CB
Rhynchospora corymbosa,É¡·¿´Ì×Óİ¸,Cyperaceae,3,12,3,12,CB
Rhynchospora rubra,´Ì×Óİ¸,Cyperaceae,5,11,5,11,CB
Rhynchospora submarginata,ÀàÔµ´Ì×Óİ¸,Cyperaceae,NA,NA,NA,NA,CB
Rhynchostylis gigantea,º£ÄÏ×êà¹À¼,Orchidaceae,1,4,2,6,CB
Rhynchotechum discolor,ÒìÉ«ÏßÖùÜÄÌ¦,Gesneriaceae,7,10,NA,NA,WD
Rhynchotechum ellipticum,ÏßÖùÜÄÌ¦,Gesneriaceae,7,11,7,11,WD
Rhynchotechum formosanum,¹ÚİàÏßÖùÜÄÌ¦,Gesneriaceae,7,7,NA,NA,WD
Richella hainanensis,¼â»¨ÌÙ,Annonaceae,NA,NA,10,10,WD
Richeriella gracilis,Áúµ¨Ä¾,Euphorbiaceae,1,12,1,12,WD
Rinorea bengalensis,Èı½Ç³µ,Violaceae,3,8,9,11,WD
Rinorea sessilis,¶Ì±úÈı½Ç³µ,Violaceae,NA,NA,5,5,WD
Rinorea virgata,ÁÛ¸ôİÀ,Violaceae,5,6,9,10,WD
Robiquetia spatulata,´óÒ¶¼ÄÊ÷À¼,Orchidaceae,7,8,9,10,CB
Robiquetia succisa,¼ÄÊ÷À¼,Orchidaceae,8,9,7,11,CB
Rorippa indica,ÊG²Ë,Brassicaceae,4,6,6,8,CB
Rosa chinensis var. semperflorens,×ÏÔÂ¼¾»¨,Rosaceae,NA,NA,NA,NA,WD
Rotala cordata,ÒìÒ¶½Ú½Ú²Ë,Lythraceae,11,11,NA,NA,CB
Rotala densiflora,ÃÜ»¨½Ú½Ú²Ë,Lythraceae,11,2,8,8,CB
Rotala hexandra,ÁùÈï½Ú½Ú²Ë,Lythraceae,11,11,NA,NA,CB
Rotala rosea,ÎåÈï½Ú½Ú²Ë,Lythraceae,NA,NA,NA,NA,CB
Rotala rotundifolia,Ô²Ò¶½Ú½Ú²Ë,Lythraceae,12,5,12,5,CB
Rottboellia cochinchinensis,Í²ÖáÃ©,Poaceae,9,11,9,11,CB
Rourea microphylla,Ğ¡Ò¶ºìÒ¶ÌÙ,Connaraceae,3,10,5,3,WD
Rourea minor,ºìÒ¶ÌÙ,Connaraceae,4,10,5,3,WD
Rubia cordifolia,Üç²İ,Rubiaceae,8,9,9,11,CB
Rubia wallichiana,¶à»¨Üç²İ,Rubiaceae,NA,NA,NA,NA,CB
Rubus alceifolius,´ÖÒ¶Ğü¹³×Ó,Rosaceae,3,8,10,11,WD
Rubus cochinchinensis,ÉßÅİ½î,Rosaceae,3,5,7,8,WD
Rubus howii,ÁÑÒ¶Ğü¹³×Ó,Rosaceae,4,4,NA,NA,WD
Rubus leucanthus,°×»¨Ğü¹³×Ó,Rosaceae,4,5,6,7,WD
Rubus parvifolius,Ã©İ®,Rosaceae,3,4,7,8,WD
Rubus pirifolius,ÀæÒ¶Ğü¹³×Ó,Rosaceae,4,7,8,10,WD
Rubus reflexus var. hui,Ç³ÁÑĞâÃ«İ®,Rosaceae,NA,NA,NA,NA,WD
Rubus sumatranus,ºìÏÙĞü¹³×Ó,Rosaceae,4,6,7,8,WD
Rumex crispus,ÖåÒ¶ËáÄ£,Polygonaceae,2,3,6,7,CB
Rumex maritimus,´ÌËáÄ£,Polygonaceae,2,3,6,7,CB
Rumex microcarpus,Ğ¡¹ûËáÄ£,Polygonaceae,4,6,5,7,CB
Rungia pectinata,º¢¶ù²İ,Acanthaceae,3,4,NA,NA,CB
Ruppia maritima,´¨ÂûÔå,Potamogetonaceae,4,6,4,6,CB
Sabia limoniacea,ÄûÃÊÇå·çÌÙ,Sabiaceae,8,11,1,5,WD
Sabia swinhoei,¼âÒ¶Çå·çÌÙ,Sabiaceae,3,4,7,9,WD
Saccharum arundinaceum,°ßÃ©,Poaceae,8,12,8,12,CB
Saccharum fallax,½ğÃ¨Î²,Poaceae,8,10,8,10,CB
Saccharum formosanum,Ì¨ÕáÃ©,Poaceae,8,11,8,11,CB
Saccharum sinense,ÖñÕá,Poaceae,11,3,11,3,CB
Saccharum spontaneum,Ìğ¸ù×Ó²İ,Poaceae,12,12,12,1,CB
Sacciolepis indica,ÄÒÓ±²İ,Poaceae,7,11,7,11,CB
Sacciolepis myosuroides,ÊóÎ²ÄÒÓ±²İ,Poaceae,2,10,2,10,CB
Sageretia hamosa,¹³´ÌÈ¸Ã·ÌÙ,Rhamnaceae,3,5,9,12,WD
Sageretia lucida,ÁÁÒ¶È¸Ã·ÌÙ,Rhamnaceae,4,7,9,12,WD
Sageretia thea,È¸Ã·ÌÙ,Rhamnaceae,7,11,3,4,WD
Sagittaria guayanensis subsp. lappula,¹Ú¹û²İ,Alismataceae,NA,NA,NA,NA,CB
Sagittaria trifolia subsp. leucopetala,»ªÏÄ´È¹Ã,Alismataceae,NA,NA,NA,NA,CB
Salacia amplifolia,À«Ò¶Îå²ãÁú,Hippocrateaceae,4,5,8,10,WD
Salacia confertiflora,ÃÜ»¨Îå²ãÁú,Hippocrateaceae,8,8,11,11,WD
Salacia hainanensis,º£ÄÏÎå²ãÁú,Hippocrateaceae,5,6,8,10,WD
Salacia prinoides,Îå²ãÁú,Hippocrateaceae,12,12,1,2,WD
Salix tetrasperma,ËÄ×ÓÁø,Salicaceae,1,4,5,5,WD
Salomonia cantoniensis,³İ¹û²İ,Polygalaceae,7,8,8,10,CB
Salomonia ciliata,ÍÖÔ²Ò¶³İ¹û²İ,Polygalaceae,7,8,8,9,CB
Salvia plebeia,ÀóÖ¦²İ,Lamiaceae,9,11,NA,NA,CB
Sambucus chinensis,½Ó¹Ç²İ,Caprifoliaceae,4,5,8,9,CB
Sapindus saponaria,ÎŞ»¼×Ó,Sapindaceae,3,4,9,10,WD
Sapium discolor,É½ÎÚèê,Euphorbiaceae,4,6,NA,NA,WD
Sapium insigne,ÒìĞòÎÚèê,Euphorbiaceae,NA,NA,NA,NA,WD
Sapium sebiferum,ÎÚèê,Euphorbiaceae,5,7,NA,NA,WD
Saprosma crassipes,ºñ¹£È¾Ä¾Ê÷,Rubiaceae,NA,NA,NA,NA,WD
Saprosma hainanensis,º£ÄÏÈ¾Ä¾Ê÷,Rubiaceae,6,6,NA,NA,WD
Saprosma merrillii,ÇíµºÈ¾Ä¾Ê÷,Rubiaceae,NA,NA,NA,NA,WD
Saprosma ternatum,È¾Ä¾Ê÷,Rubiaceae,6,8,NA,NA,WD
Sarcandra glabra,²İÉºº÷,Chloranthaceae,6,6,8,10,WD
Sarcandra glabra subsp. brachystachys,º£ÄÏ²İÉºº÷,Chloranthaceae,10,5,3,8,WD
Sarcosperma kachinense,ÈŞÃ«ÈâÊµÊ÷,Sapotaceae,10,1,NA,NA,WD
Sarcosperma laurinum,ÈâÊµÊ÷,Sapotaceae,8,9,12,1,WD
Sarcostemma acidum,ÈâÉºº÷,Asclepiadaceae,3,11,NA,NA,CB
Sargentodoxa cuneata,´óÑªÌÙ,Lardizabalaceae,4,5,6,9,WD
Saurauia tristyla,Ë®¶«¸ç,Actinidiaceae,3,7,3,12,WD
Sauropus androgynus,ÊØ¹¬Ä¾,Euphorbiaceae,4,7,7,12,WD
Sauropus bacciformis,°¬İÀ,Euphorbiaceae,NA,NA,NA,NA,CB
Sauropus garrettii,²ÔÒ¶ÊØ¹¬Ä¾,Euphorbiaceae,4,11,4,11,WD
Sauropus macranthus,³¤¹£ÊØ¹¬Ä¾,Euphorbiaceae,1,12,1,12,WD
Sauropus quadrangularis,·½Ö¦ÊØ¹¬Ä¾,Euphorbiaceae,NA,NA,NA,NA,WD
Saururus chinensis,Èı°×²İ,Saururaceae,4,6,NA,NA,CB
Scaevola hainanensis,Ğ¡²İº£Í©,Goodeniaceae,NA,NA,NA,NA,WD
Scaevola sericea,²İº£Í©,Goodeniaceae,4,12,4,12,WD
Schefflera arboricola,¶ìÕÆÌÙ,Araliaceae,7,10,10,11,WD
Schefflera hainanensis,º£ÄÏ¶ìÕÆ²ñ,Araliaceae,9,10,10,11,WD
Schefflera heptaphylla,¶ìÕÆ²ñ,Araliaceae,11,12,1,1,WD
Schefflera leucantha,°×»¨¶ìÕÆ²ñ,Araliaceae,4,4,5,5,WD
Schima crenata,¶Û³İÄ¾ºÉ,Theaceae,NA,NA,NA,NA,WD
Schima remotiserrata,Êè³İÄ¾ºÉ,Theaceae,8,9,NA,NA,WD
Schima superba,Ä¾ºÉ,Theaceae,9,12,NA,NA,WD
Schismatoglottis calyptrata,¹ãÎ÷ÂäéÜ,Araceae,6,6,NA,NA,CB
Schismatoglottis hainanensis,ÂäéÜ,Araceae,8,10,NA,NA,CB
Schizachyrium brevifolium,ÁÑïû²İ,Poaceae,7,12,7,12,CB
Schizachyrium sanguineum,ºìÁÑïû²İ,Poaceae,7,12,7,12,CB
Schizostachyum funghomii,É³ÂŞµ¥Öñ,Poaceae,NA,NA,7,8,WD
Schizostachyum hainanense,É½¹ÇÂŞÖñ,Poaceae,NA,NA,NA,NA,WD
Schizostachyum jaculans,ÁëÄÏ&#x0000E029;ºŒÖñ,Poaceae,NA,NA,NA,NA,WD
Schoenoplectus juncoides,Ó©İş,Cyperaceae,8,11,8,11,CB
Schoenoplectus mucronatus subsp. robustus,Ë®Ã«»¨,Cyperaceae,NA,NA,NA,NA,CB
Schoenoplectus squarrosus,Ã«ÌºË®´Ğ,Cyperaceae,NA,NA,NA,NA,CB
Schoenoplectus subulatus,×ê°úË®´Ğ,Cyperaceae,7,9,7,9,CB
Schoenoplectus supinus subsp. lateriflorus,ÑöÎÔ¸ÑË®´Ğ,Cyperaceae,11,1,11,1,CB
Schoenoplectus triqueter,ÈıÀâË®´Ğ,Cyperaceae,6,9,6,9,CB
Schoenorchis gemmata,³×´½À¼,Orchidaceae,2,3,10,10,CB
Schoenus calostachyus,³¤Ëë³à¼ıÉ¯,Cyperaceae,NA,NA,NA,NA,CB
Schoepfia chinensis,»ªÄÏÇàÆ¤Ä¾,Olacaceae,2,4,4,5,WD
Schoepfia jasminodora,ÇàÆ¤Ä¾,Olacaceae,3,5,4,6,WD
Sciaphila tenella,Ï²Òñ²İ,Triuridaceae,NA,NA,NA,NA,CB
Scindapsus maclurei,º£ÄÏÌÙÓó,Araceae,11,12,11,12,WD
Scirpus chunianus,³ÂÊÏË‘²İ,Cyperaceae,3,4,3,4,CB
Scirpus ternatanus,°ÙËëË‘²İ,Cyperaceae,7,8,7,8,CB
Scleria biflora,¶ş»¨ÕäÖéÃ©,Cyperaceae,7,10,7,10,CB
Scleria ciliaris,»ªÕäÖéÃ©,Cyperaceae,12,4,12,4,CB
Scleria corymbosa,É¡·¿ÕäÖéÃ©,Cyperaceae,NA,NA,NA,NA,CB
Scleria harlandii,Ô²¸ÑÕäÖéÃ©,Cyperaceae,3,9,3,9,CB
Scleria laxa,ÊèËÉÕäÖéÃ©,Cyperaceae,NA,NA,NA,NA,CB
Scleria levis,Ã«¹ûÕäÖéÃ©,Cyperaceae,8,9,NA,NA,CB
Scleria lithosperma,Ê¯¹ûÕäÖéÃ©,Cyperaceae,6,10,6,10,CB
Scleria lithosperma var. linearis,ÏßÒ¶ÕäÖéÃ©,Cyperaceae,NA,NA,NA,NA,CB
Scleria neesii,±ú¹ûÕäÖéÃ©,Cyperaceae,NA,NA,NA,NA,CB
Scleria poaeformis,µ¾ĞÎÕäÖéÃ©,Cyperaceae,NA,NA,NA,NA,CB
Scleria purpurascens,×Ï»¨ÕäÖéÃ©,Cyperaceae,NA,NA,NA,NA,CB
Scleria radula,¹â¹ûÕäÖéÃ©,Cyperaceae,4,7,4,7,CB
Scleria rugosa,´¹ĞòÕäÖéÃ©,Cyperaceae,NA,NA,NA,NA,CB
Scleria sumatrensis,Ó¡ÄáÕäÖéÃ©,Cyperaceae,4,4,4,4,CB
Scleria terrestris,¸ß¸ÑÕäÖéÃ©,Cyperaceae,5,10,5,10,CB
Scleria tonkinensis,Ô½ÄÏÕäÖéÃ©,Cyperaceae,NA,NA,NA,NA,CB
Scleropyrum wallichianum,Ó²ºË,Santalaceae,4,5,8,9,WD
Scolopia buxifolia,»ÆÑîÒ¶¹‹–°,Flacourtiaceae,7,10,10,2,WD
Scolopia chinensis,¹‹–°,Flacourtiaceae,11,12,2,2,WD
Scolopia saeva,¹ã¶«¹‹–°,Flacourtiaceae,6,8,NA,NA,WD
Scorpiothyrsus erythrotrichus,ºìÃ«¾í»¨µ¤,Melastomataceae,5,5,NA,NA,WD
Scorpiothyrsus xanthotrichus,»ÆÃ«¾í»¨µ¤,Melastomataceae,1,5,1,5,WD
Scurrula notothixoides,Ğ¡Ò¶Àæ¹û¼ÄÉú,Loranthaceae,3,4,1,4,WD
Scurrula parasitica,ºì»¨¼ÄÉú,Loranthaceae,8,9,10,1,WD
Scurrula parasitica var. graciliflora,Ğ¡ºì»¨¼ÄÉú,Loranthaceae,4,12,4,12,WD
Scutellaria formosana,À¶»¨»ÆÜË,Lamiaceae,8,9,10,11,CB
Scutellaria formosana var. pubescens,À¶»¨»ÆÜË¶àÃ«±äÖÖ,Lamiaceae,NA,NA,NA,NA,CB
Scutellaria hainanensis,º£ÄÏ»ÆÜË,Lamiaceae,10,10,NA,NA,CB
Scutellaria javanica,×¦ÍÛ»ÆÜË,Lamiaceae,4,5,NA,NA,CB
Scutellaria luzonica var. lotungensis,ÀÖ¶«»ÆÜË,Lamiaceae,NA,NA,7,12,CB
Scyphiphora hydrophyllacea,Æ¿»¨Ä¾,Rubiaceae,7,11,8,12,WD
Sebastiania chamaelea,µØÑîÌÒ,Euphorbiaceae,3,11,3,11,CB
Secamone bonii,°ßÆ¤öêÓãÌÙ,Asclepiadaceae,5,7,8,10,WD
Secamone elliptica,öêÓãÌÙ,Asclepiadaceae,4,8,7,1,WD
Secamone ferruginea,ĞâÃ«öêÓãÌÙ,Asclepiadaceae,6,6,12,12,WD
Securidaca inappendiculata,²õÒíÌÙ,Polygalaceae,5,8,10,12,WD
Semiliquidambar cathayensis,°ë·ãºÉ,Hamamelidaceae,2,3,NA,NA,WD
Senna tora,¾öÃ÷,Fabaceae,8,11,8,11,CB
Sesamum indicum,Ö¥Âé,Pedaliaceae,7,10,NA,NA,CB
Sesbania bispinosa,´ÌÌïİ¼,Fabaceae,8,12,8,12,CB
Sesbania javanica,ÕÓÉúÌïİ¼,Fabaceae,NA,NA,NA,NA,CB
Sesuvium portulacastrum,º£Âí³İ,Aizoaceae,4,7,NA,NA,CB
Setaria palmifolia,×ØÒ¶¹·Î²²İ,Poaceae,8,12,8,12,CB
Setaria parviflora,ÓÄ¹·Î²²İ,Poaceae,10,12,10,12,CB
Setaria plicata,ÖåÒ¶¹·Î²²İ,Poaceae,6,10,6,10,CB
Setiacis diffusa,´ÌÃ«Í·Êò,Poaceae,9,10,9,10,CB
Shuteria involucrata,ËŞ°ú¶¹,Fabaceae,11,3,12,3,CB
Shuteria involucrata var. glabrata,¹âËŞ°ú¶¹,Fabaceae,11,1,1,3,CB
Sida acuta,»Æ»¨ïş,Malvaceae,2,3,NA,NA,CB
Sida alnifolia,èçÒ¶»Æ»¨ïş,Malvaceae,7,12,NA,NA,WD
Sida alnifolia var. microphylla,Ğ¡Ò¶»Æ»¨ïş,Malvaceae,NA,NA,NA,NA,WD
Sida alnifolia var. obovata,µ¹ÂÑÒ¶»Æ»¨ïş,Malvaceae,NA,NA,NA,NA,WD
Sida chinensis,ÖĞ»ª»Æ»¨ïş,Malvaceae,12,5,NA,NA,WD
Sida cordata,³¤¹£»Æ»¨ïş,Malvaceae,1,12,NA,NA,WD
Sida cordifolia,ĞÄÒ¶»Æ»¨ïş,Malvaceae,1,12,NA,NA,WD
Sida mysorensis,Õ³Ã«»Æ»¨ïş,Malvaceae,10,1,NA,NA,CB
Sida rhombifolia,°×±³»Æ»¨ïş,Malvaceae,9,12,NA,NA,WD
Sida rhombifolia var. corynocarpa,°ô¹û»Æ»¨ïş,Malvaceae,NA,NA,NA,NA,WD
Sida subcordata,°ôÒ¶»Æ»¨ïş,Malvaceae,12,5,NA,NA,WD
Siegesbeckia orientalis,Øgİ²,Asteraceae,4,9,6,11,CB
Sindechites chinensis,ÛèÌÙ,Apocynaceae,3,7,6,2,WD
Sindora glabra,ÓÍéª,Fabaceae,4,5,7,7,WD
Sinodolichos lagopus,»ª±â¶¹,Fabaceae,11,11,NA,NA,CB
Sinosenecio hainanensis,º£ÄÏÆÑ¶ù¸ù,Asteraceae,7,10,NA,NA,CB
Sinosideroxylon wightianum,¸ïÒ¶Ìúé­,Sapotaceae,NA,NA,NA,NA,WD
Siraitia grosvenorii,ÂŞºº¹û,Cucurbitaceae,6,8,7,9,CB
Skimmia reevesiana,ÒğÓó,Rutaceae,12,2,10,12,WD
Sloanea chingiana,°ÙÉ«ºï»¶Ï²,Elaeocarpaceae,5,5,9,10,WD
Sloanea hainanensis,º£ÄÏºï»¶Ï²,Elaeocarpaceae,5,5,NA,NA,WD
Sloanea integrifolia,È«Ò¶ºï»¶Ï²,Elaeocarpaceae,NA,NA,NA,NA,WD
Sloanea mollis,µáÔ½ºï»¶Ï²,Elaeocarpaceae,4,5,NA,NA,WD
Sloanea sigun,Ğ±Âöºï»¶Ï²,Elaeocarpaceae,NA,NA,NA,NA,WD
Sloanea sinensis,ºï»¶Ï²,Elaeocarpaceae,9,11,6,7,WD
Smilax aspericaulis,ğàÖ¦İÃİÖ,Liliaceae,12,2,7,9,WD
Smilax astrosperma,»ÒÒ¶İÃİÖ,Liliaceae,11,11,NA,NA,WD
Smilax bracteata,Ô²×¶İÃİÖ,Liliaceae,11,2,6,8,WD
Smilax china,İÃİÖ,Liliaceae,3,4,10,11,WD
Smilax corbularia,¿ğÌõİÃİÖ,Liliaceae,7,9,12,12,WD
Smilax corbularia var. woodii,¹âÒ¶İÃİÖ,Liliaceae,NA,NA,NA,NA,WD
Smilax glabra,ÍÁÜòÜß,Liliaceae,7,11,11,4,WD
Smilax kwangsiensis,ÔµÃ«İÃİÖ,Liliaceae,NA,NA,10,11,WD
Smilax lanceifolia,Âí¼×İÃİÖ,Liliaceae,10,3,10,10,WD
Smilax lanceifolia var. opaca,°µÉ«İÃİÖ,Liliaceae,9,11,11,11,WD
Smilax megacarpa,´ó¹ûİÃİÖ,Liliaceae,10,12,5,6,WD
Smilax ocreata,±§¾¥İÃİÖ,Liliaceae,3,6,7,10,WD
Smilax ovalifolia,ÂÑÒ¶İÃİÖ,Liliaceae,NA,NA,NA,NA,WD
Smilax perfoliata,´©ÇÊİÃİÖ,Liliaceae,4,4,10,10,WD
Smilax riparia,Å£Î²²Ë,Liliaceae,6,7,10,10,CB
Smilax synandra,¼ò±»İÃİÖ,Liliaceae,1,1,NA,NA,WD
Smithia sensitiva,ÆÂÓÍ¸Ê,Fabaceae,8,9,9,10,CB
Solanum lasiocarpum,Ã«ÇÑ,Solanaceae,1,12,1,12,CB
Solanum macaonense,É½ÇÑ,Solanaceae,1,12,1,12,CB
Solanum melongena,ÇÑ,Solanaceae,NA,NA,NA,NA,CB
Solanum merrillianum,¹âÖ¦Ä¾Áú¿û,Solanaceae,NA,NA,NA,NA,CB
Solanum nienkui,Êè´ÌÇÑ,Solanaceae,6,12,NA,NA,WD
Solanum procumbens,º£ÄÏÇÑ,Solanaceae,5,6,12,12,WD
Solanum violaceum,´ÌÌìÇÑ,Solanaceae,1,12,1,12,WD
Solena amplexicaulis,Ã©¹Ï,Cucurbitaceae,5,8,8,11,CB
Sonerila cantonensis var. strigosa,Ã«·ä¶·²İ,Melastomataceae,6,7,NA,NA,CB
Sonerila hainanensis,º£ÄÏÉ£Ò¶²İ,Melastomataceae,4,4,5,5,CB
Sonneratia ¡Á gulngai,Äâº£É£,Lythraceae,NA,NA,NA,NA,WD
Sonneratia alba,±­İàº£É£,Lythraceae,9,2,9,2,WD
Sonneratia caseolaris,º£É£,Lythraceae,12,2,3,8,WD
Sonneratia ovata,É£º£É£,Lythraceae,NA,NA,NA,NA,WD
Sophora praetorulosa,Êè½Ú»±,Fabaceae,6,6,NA,NA,WD
Sophora tomentosa,ÈŞÃ«»±,Fabaceae,8,10,9,12,WD
Sorbus corymbifera,ğà¹û»¨é±,Rosaceae,1,2,8,9,WD
Sorghum bicolor,¸ßÁ»,Poaceae,6,9,6,9,CB
Sorghum halepense,Ê¯Ã©,Poaceae,6,11,6,11,CB
Sorghum nitidum,¹â¸ßÁ»,Poaceae,6,11,6,11,CB
Sorghum propinquum,Äâ¸ßÁ»,Poaceae,6,11,6,11,CB
