scientific name,Chinese name,first flowering month,last flowering month,first fruiting month,last fruiting name,family name,genus name,woodiness
Sonerila plagiocardia,º£ÌÄÒ¶·ä¶·²İ,8,9,10,11,Melastomataceae,Sonerila,CB
Sonerila shanlinensis,ÉÏÁÖ·ä¶·²İ,NA,NA,NA,NA,Melastomataceae,Sonerila,CB
Sonerila yunnanensis,Ã«Ò¶·ä¶·²İ,NA,NA,NA,NA,Melastomataceae,Sonerila,CB
Sophora brachygyna,¶ÌÈï»±,8,11,10,1,Fabaceae,Sophora,WD
Sophora davidii,°×´Ì»¨,3,8,6,10,Fabaceae,Sophora,WD
Sophora flavescens,¿à²Î,6,7,7,8,Fabaceae,Sophora,CB
Sophora japonica var. pubescens,Ã«Ò¶»±,NA,NA,NA,NA,Fabaceae,Sophora,WD
Sophora microcarpa,Ï¸¹û»±,2,8,2,8,Fabaceae,Sophora,WD
Sophora prazeri,ĞâÃ«»±,5,5,8,10,Fabaceae,Sophora,WD
Sophora prazeri var. mairei,Î÷ÄÏ»±,NA,NA,NA,NA,Fabaceae,Sophora,WD
Sophora tonkinensis,Ô½ÄÏ»±,6,6,8,10,Fabaceae,Sophora,WD
Sophora tonkinensis var. polyphylla,¶àÒ¶Ô½ÄÏ»±,NA,NA,NA,NA,Fabaceae,Sophora,WD
Sophora velutina,¶ÌÈŞ»±,4,8,4,8,Fabaceae,Sophora,WD
Sophora velutina var. cavaleriei,¹âÒ¶¶ÌÈŞ»±,NA,NA,8,8,Fabaceae,Sophora,WD
Sopubia trifida,¶Ì¹Ú²İ,6,7,9,9,Scrophulariaceae,Sopubia,CB
Sorbus aronioides,Ã«±³»¨é±,5,6,8,10,Rosaceae,Sorbus,WD
Sorbus caloneura,ÃÀÂö»¨é±,4,4,8,10,Rosaceae,Sorbus,WD
Sorbus corymbifera,ğà¹û»¨é±,1,2,8,9,Rosaceae,Sorbus,WD
Sorbus dunnii,×ØÂö»¨é±,5,5,8,9,Rosaceae,Sorbus,WD
Sorbus folgneri,Ê¯»Ò»¨é±,4,5,7,8,Rosaceae,Sorbus,WD
Sorbus globosa,Ô²¹û»¨é±,4,5,8,9,Rosaceae,Sorbus,WD
Sorbus hemsleyi,½­ÄÏ»¨é±,5,5,8,9,Rosaceae,Sorbus,WD
Sorbus keissleri,Ã«Ğò»¨é±,5,5,8,9,Rosaceae,Sorbus,WD
Sorbus megalocarpa,´ó¹û»¨é±,4,4,7,8,Rosaceae,Sorbus,WD
Sorbus meliosmifolia,Åİ´µÒ¶»¨é±,4,5,8,9,Rosaceae,Sorbus,WD
Sorbus pohuashanensis,»¨é±Ê÷,6,6,9,10,Rosaceae,Sorbus,WD
Sorbus rhamnoides,ÊóÀîÒ¶»¨é±,5,6,7,9,Rosaceae,Sorbus,WD
Sorbus thomsonii,µáÃå»¨é±,4,5,8,8,Rosaceae,Sorbus,WD
Sorbus tsinlingensis,ÇØÁë»¨é±,5,5,9,10,Rosaceae,Sorbus,WD
Sorbus wilsoniana,»ªÎ÷»¨é±,5,6,8,9,Rosaceae,Sorbus,WD
Sorbus zahlbruckneri,³¤¹û»¨é±,NA,NA,7,8,Rosaceae,Sorbus,WD
Sorghum bicolor,¸ßÁ»,6,9,6,9,Poaceae,Sorghum,CB
Sorghum nitidum,¹â¸ßÁ»,6,11,6,11,Poaceae,Sorghum,CB
Sorghum propinquum,Äâ¸ßÁ»,6,11,6,11,Poaceae,Sorghum,CB
Spathoglottis pubescens,°úÉàÀ¼,7,10,NA,NA,Orchidaceae,Spathoglottis,CB
Spatholirion longifolium,ÖñÒ¶¼ªÏé²İ,6,7,8,11,Commelinaceae,Spatholirion,CB
Spatholobus harmandii,¹âÒ¶ÃÜ»¨¶¹,3,3,6,7,Fabaceae,Spatholobus,WD
Spatholobus sinensis,ºìÑªÌÙ,6,7,1,1,Fabaceae,Spatholobus,WD
Spatholobus suberectus,ÃÜ»¨¶¹,6,6,10,12,Fabaceae,Spatholobus,WD
Speranskia cantonensis,¹ã¶«µØ¹¹Ò¶,2,5,10,12,Euphorbiaceae,Speranskia,CB
Speranskia tuberculata,µØ¹¹Ò¶,5,9,5,9,Euphorbiaceae,Speranskia,CB
Sphaeranthus africanus,´÷ĞÇ²İ,12,5,NA,NA,Asteraceae,Sphaeranthus,CB
Sphaerocaryum malaccense,°Şİ£,9,11,9,11,Poaceae,Sphaerocaryum,CB
Sphenoclea zeylanica,¼â°ê»¨,1,12,1,12,Campanulaceae,Sphenoclea,CB
Spilanthes paniculata,½ğÅ¥¿Û,4,11,NA,NA,Asteraceae,Spilanthes,CB
Spinifex littoreus,ÀÏÊóÆI,6,11,6,11,Poaceae,Spinifex,CB
Spiradiclis baishaiensis,°ÙÉ«ÂİĞò²İ,5,5,NA,NA,Rubiaceae,Spiradiclis,CB
Spiradiclis caespitosa,ÂİĞò²İ,NA,NA,NA,NA,Rubiaceae,Spiradiclis,CB
Spiradiclis caespitosa f. subimmersa,ÁøÒ¶ÂİĞò²İ,NA,NA,NA,NA,Rubiaceae,Spiradiclis,CB
Spiradiclis coccinea,ºì»¨ÂİĞò²İ,8,8,NA,NA,Rubiaceae,Spiradiclis,CB
Spiradiclis cordata,ĞÄÒ¶ÂİĞò²İ,8,8,NA,NA,Rubiaceae,Spiradiclis,CB
Spiradiclis corymbosa,ÃÜ»¨ÂİĞò²İ,6,6,NA,NA,Rubiaceae,Spiradiclis,CB
Spiradiclis ferruginea,Ğâ¾¥ÂİĞò²İ,3,3,NA,NA,Rubiaceae,Spiradiclis,CB
Spiradiclis fusca,Á½¹ãÂİĞò²İ,3,3,NA,NA,Rubiaceae,Spiradiclis,CB
Spiradiclis guangdongensis,¹ã¶«ÂİĞò²İ,3,4,NA,NA,Rubiaceae,Spiradiclis,CB
Spiradiclis howii,¿íÕÑÂİĞò²İ,9,9,NA,NA,Rubiaceae,Spiradiclis,CB
Spiradiclis laxiflora,Êè»¨ÂİĞò²İ,NA,NA,6,6,Rubiaceae,Spiradiclis,CB
Spiradiclis longibracteata,³¤°úÂİĞò²İ,4,4,8,10,Rubiaceae,Spiradiclis,CB
Spiradiclis longipedunculata,³¤¹£ÂİĞò²İ,4,4,NA,NA,Rubiaceae,Spiradiclis,CB
Spiradiclis longzhouensis,ÁúÖİÂİĞò²İ,NA,NA,4,4,Rubiaceae,Spiradiclis,WD
Spiradiclis luochengensis,¹ğ±±ÂİĞò²İ,4,6,4,6,Rubiaceae,Spiradiclis,CB
Spiradiclis microcarpa,Ğ¡¹ûÂİĞò²İ,NA,NA,7,7,Rubiaceae,Spiradiclis,CB
Spiradiclis napoensis,ÄÇÆÂÂİĞò²İ,4,5,NA,NA,Rubiaceae,Spiradiclis,CB
Spiradiclis oblanceolata,³¤Ò¶ÂİĞò²İ,4,6,4,6,Rubiaceae,Spiradiclis,CB
Spiradiclis purpureocaerulea,×Ï»¨ÂİĞò²İ,8,8,NA,NA,Rubiaceae,Spiradiclis,CB
Spiradiclis rubescens,ºìÒ¶ÂİĞò²İ,6,6,NA,NA,Rubiaceae,Spiradiclis,CB
Spiradiclis scabrida,²Ú±ßÂİĞò²İ,11,11,3,4,Rubiaceae,Spiradiclis,CB
Spiradiclis spathulata,³×Ò¶ÂİĞò²İ,5,5,NA,NA,Rubiaceae,Spiradiclis,CB
Spiradiclis tomentosa,Õ³Ã«ÂİĞò²İ,4,4,6,6,Rubiaceae,Spiradiclis,CB
Spiradiclis umbelliformis,É¡»¨ÂİĞò²İ,4,4,NA,NA,Rubiaceae,Spiradiclis,CB
Spiradiclis villosa,Ã«ÂİĞò²İ,NA,NA,7,7,Rubiaceae,Spiradiclis,CB
Spiraea blumei,ĞåÇòĞåÏß¾Õ,4,6,8,10,Rosaceae,Spiraea,WD
Spiraea cantoniensis,ÂéÒ¶ĞåÏß¾Õ,4,5,7,9,Rosaceae,Spiraea,WD
Spiraea chinensis,ÖĞ»ªĞåÏß¾Õ,3,6,6,10,Rosaceae,Spiraea,WD
Spiraea japonica,ĞåÏß¾Õ,6,7,8,9,Rosaceae,Spiraea,WD
Spiraea japonica var. acuminata,½¥¼âĞåÏß¾Õ,NA,NA,NA,NA,Rosaceae,Spiraea,WD
Spiraea japonica var. fortunei,¹âÒ¶ĞåÏß¾Õ,NA,NA,NA,NA,Rosaceae,Spiraea,WD
Spiraea kwangsiensis,¹ãÎ÷ĞåÏß¾Õ,3,3,4,4,Rosaceae,Spiraea,WD
Spiraea martini,Ã«Ö¦ĞåÏß¾Õ,2,3,4,5,Rosaceae,Spiraea,WD
Spiraea vanhouttei,ÁâÒ¶ĞåÏß¾Õ,NA,NA,NA,NA,Rosaceae,Spiraea,WD
Spiranthes sinensis,ç·²İ,5,7,NA,NA,Orchidaceae,Spiranthes,CB
Spirodela polyrhiza,×ÏÆ¼,6,9,NA,NA,Lemnaceae,NA,NA
Spodiopogon bambusoides,ÖñÓÍÃ¢,9,11,9,11,Poaceae,Spodiopogon,CB
Spodiopogon cotulifer,ÓÍÃ¢,9,11,9,11,Poaceae,Spodiopogon,CB
Spodiopogon sibiricus,´óÓÍÃ¢,7,10,7,10,Poaceae,Spodiopogon,CB
Spondias lakonensis,ÁëÄÏËáÔæ,NA,NA,NA,NA,Anacardiaceae,Spondias,WD
Sporobolus fertilis,ÊóÎ²ËÚ,3,12,3,12,Poaceae,Sporobolus,CB
Sporobolus hancei,¹ãÖİÊóÎ²ËÚ,3,5,NA,NA,Poaceae,Sporobolus,CB
Sporoxeia latifolia,¼âÒ¶°ËÈï»¨,7,8,10,12,Melastomataceae,Sporoxeia,WD
Sporoxeia sciadophila,°ËÈï»¨,7,8,10,12,Melastomataceae,Sporoxeia,WD
Stachys geobombycis,µØ²Ï,4,5,NA,NA,Lamiaceae,Stachys,CB
Stachys geobombycis var. alba,µØ²Ï°×»¨±äÖÖ,NA,NA,NA,NA,Lamiaceae,Stachys,CB
Stachys oblongifolia,ÕëÍ²²Ë,NA,NA,NA,NA,Lamiaceae,Stachys,CB
Stachys oblongifolia var. leptopoda,ÕëÍ²²ËÏ¸±ú±äÖÖ,NA,NA,NA,NA,Lamiaceae,Stachys,CB
Stachyurus chinensis,ÖĞ¹úìº½Ú»¨,3,4,5,7,Stachyuraceae,Stachyurus,WD
Stachyurus himalaicus,Î÷Óòìº½Ú»¨,3,4,5,8,Stachyuraceae,Stachyurus,WD
Stachyurus yunnanensis,ÔÆÄÏìº½Ú»¨,3,4,6,9,Stachyuraceae,Stachyurus,WD
Stahlianthus involucratus,ÍÁÌïÆß,5,6,NA,NA,Zingiberaceae,Stahlianthus,CB
Staphylea holocarpa,°òë×¹û,5,5,9,9,Staphyleaceae,Staphylea,WD
Stauntonia cavalerieana,Î÷ÄÏÒ°Ä¾¹Ï,NA,NA,NA,NA,Lardizabalaceae,Stauntonia,WD
Stauntonia chinensis,Ò°Ä¾¹Ï,3,11,6,10,Lardizabalaceae,Stauntonia,WD
Stauntonia leucantha,¶ÛÒ©Ò°Ä¾¹Ï,4,5,8,10,Lardizabalaceae,NA,NA
Stauntonia obovata,¶ÛÒ©Ò°Ä¾¹Ï,2,4,9,11,Lardizabalaceae,Stauntonia,WD
Stauntonia obovatifoliola,Ê¯ÔÂ,4,5,9,11,Lardizabalaceae,Stauntonia,WD
Stauntonia obovatifoliola subsp. urophylla,Î²Ò¶ÄÇÌÙ,NA,NA,NA,NA,Lardizabalaceae,Stauntonia,WD
Stauntonia trinervia,·ÛÒ¶Ò°Ä¾¹Ï,4,4,10,10,Lardizabalaceae,Stauntonia,WD
Stauntonia yaoshanensis,ÑşÉ½Ò°Ä¾¹Ï,4,4,10,11,Lardizabalaceae,Stauntonia,WD
Stauranthera umbrosa,Ê®×ÖÜÄÌ¦,2,6,NA,NA,Gesneriaceae,Stauranthera,CB
Staurogyne brachystachya,¶ÌËë²æÖù»¨,3,4,NA,NA,Acanthaceae,Staurogyne,CB
Staurogyne chapaensis,Íä»¨²æÖù»¨,3,5,7,8,Acanthaceae,Staurogyne,CB
Staurogyne sesamoides,´ó»¨²æÖù»¨,3,5,NA,NA,Acanthaceae,Staurogyne,CB
Stellaria chinensis,ÖĞ¹ú·±ÂÆ,5,6,7,8,Caryophyllaceae,Stellaria,CB
Stellaria media,·±ÂÆ,7,7,8,9,Caryophyllaceae,Stellaria,CB
Stellaria neglecta,¼¦³¦·±ÂÆ,4,6,6,8,Caryophyllaceae,Stellaria,CB
Stellaria vestita,óä¹Ã²İ,4,6,6,8,Caryophyllaceae,Stellaria,CB
Stellaria wushanensis,Î×É½·±ÂÆ,4,6,6,7,Caryophyllaceae,Stellaria,CB
Stelmocrypton khasianum,ĞëÒ©ÌÙ,5,9,10,12,Asclepiadaceae,Stelmocrypton,
Stemona tuberosa,´ó°Ù²¿,4,7,6,10,Stemonaceae,Stemona,CB
Stenoseris graciliflora,Ï¸İ«ÜÄ,7,9,7,9,Asteraceae,Stenoseris,CB
Stenotaphrum helferi,¶ÛÒ¶²İ,9,11,9,11,Poaceae,Stenotaphrum,CB
Stephanandra chinensis,Ò°ÖéÀ¼,5,5,6,8,Rosaceae,Stephanandra,WD
Stephania brachyandra,°×ÏßÊí,5,6,7,8,Menispermaceae,Stephania,CB
Stephania cephalantha,½ğÏßµõÎÚ¹ê,4,5,6,7,Menispermaceae,Stephania,CB
Stephania delavayi,Ò»ÎÄÇ®,NA,NA,NA,NA,Menispermaceae,Stephania,CB
Stephania dielsiana,ÑªÉ¢Êí,6,7,NA,NA,Menispermaceae,Stephania,CB
Stephania dolichopoda,´óÒ¶µØ²»Èİ,6,8,9,11,Menispermaceae,Stephania,CB
Stephania elegans,ÑÅÀöÇ§½ğÌÙ,NA,NA,11,11,Menispermaceae,Stephania,CB
Stephania excentrica,½­ÄÏµØ²»Èİ,6,6,NA,NA,Menispermaceae,Stephania,CB
Stephania forsteri,¹âÇ§½ğÌÙ,3,5,9,2,Menispermaceae,Stephania,WD
Stephania hernandifolia,Í©Ò¶Ç§½ğÌÙ,6,8,9,2,Menispermaceae,Stephania,CB
Stephania japonica,Ç§½ğÌÙ,3,8,9,2,Menispermaceae,Stephania,WD
Stephania japonica var. discolor,Í©Ò¶Ç§½ïÌÙ,6,8,9,2,Menispermaceae,NA,NA
Stephania kuinanensis,¹ğÄÏµØ²»Èİ,4,5,NA,NA,Menispermaceae,Stephania,CB
Stephania kwangsiensis,¹ãÎ÷µØ²»Èİ,5,5,NA,NA,Menispermaceae,Stephania,CB
Stephania longa,·à»şóÆ,5,6,9,11,Menispermaceae,Stephania,CB
Stephania mashanica,ÂíÉ½µØ²»Èİ,5,5,8,8,Menispermaceae,Stephania,CB
Stephania micrantha,Ğ¡»¨µØ²»Èİ,4,5,7,7,Menispermaceae,Stephania,CB
Stephania sinica,ÈêÀ¼,6,6,8,9,Menispermaceae,Stephania,WD
Stephania subpeltata,Î÷ÄÏÇ§½ğÌÙ,11,11,NA,NA,Menispermaceae,Stephania,CB
Stephania tetrandra,·Û·À¼º,6,8,9,11,Menispermaceae,Stephania,CB
Stephania viridiflavens,»ÆÒ¶µØ²»Èİ,NA,NA,NA,NA,Menispermaceae,Stephania,CB
Sterculia euosma,·ÛÆ»ÆÅ,NA,NA,NA,NA,Sterculiaceae,Sterculia,WD
Sterculia foetida,ÏãÆ»ÆÅ,4,5,NA,NA,Sterculiaceae,Sterculia,WD
Sterculia guangxiensis,¹ãÎ÷Æ»ÆÅ,NA,NA,6,6,Sterculiaceae,Sterculia,WD
Sterculia hainanensis,º£ÄÏÆ»ÆÅ,1,4,NA,NA,Sterculiaceae,Sterculia,WD
Sterculia lanceifolia,Î÷ÊñÆ»ÆÅ,NA,NA,NA,NA,Sterculiaceae,NA,NA
Sterculia lanceolata,¼ÙÆ»ÆÅ,4,6,NA,NA,Sterculiaceae,Sterculia,WD
Sterculia monosperma,Æ»ÆÅ,4,5,NA,NA,Sterculiaceae,Sterculia,WD
Sterculia monosperma var. subspontanea,Ò°ÉúÆ»ÆÅ,NA,NA,NA,NA,Sterculiaceae,Sterculia,WD
Sterculia pinbienensis,ÆÁ±ßÆ»ÆÅ,4,4,NA,NA,Sterculiaceae,Sterculia,WD
Sterculia subnobilis,ÂŞ¸¡Æ»ÆÅ,4,4,NA,NA,Sterculiaceae,Sterculia,WD
Sterculia subracemosa,ĞÅÒËÆ»ÆÅ,3,4,NA,NA,Sterculiaceae,Sterculia,WD
Stereospermum colais,ÓğÒ¶é±,5,7,9,11,Bignoniaceae,Stereospermum,WD
Stereospermum strigillosum,·üÃ«İàÓğÒ¶é±,7,7,NA,NA,Bignoniaceae,Stereospermum,WD
Steudnera colocasiifolia,ÈªÆß,3,4,NA,NA,Araceae,Steudnera,CB
Steudnera griffithii,È«ÔµÈªÆß,4,6,NA,NA,Araceae,Steudnera,CB
Stewartia calcicola,ÔÆÄÏ×Ï¾¥,5,6,10,12,Theaceae,Stewartia,WD
Stewartia cordifolia,ĞÄÒ¶×Ï¾¥,6,7,9,10,Theaceae,Stewartia,WD
Stewartia crassifolia,ºñÒ¶×Ï¾¥,5,6,11,11,Theaceae,Stewartia,WD
Stewartia laotica,ÀÏÎÎ×Ï¾¥,5,6,9,10,Theaceae,Stewartia,WD
Stewartia micrantha,Ğ¡»¨×Ï¾¥,5,6,10,10,Theaceae,Stewartia,WD
Stewartia obovata,¶ÛÒ¶×Ï¾¥,6,7,9,10,Theaceae,Stewartia,WD
Stewartia pteropetiolata,³á±ú×Ï¾¥,4,5,9,11,Theaceae,Stewartia,WD
Stewartia rubiginosa,ºìÆ¤×Ï¾¥,5,6,10,11,Theaceae,Stewartia,WD
Stewartia sinensis,×Ï¾¥,6,6,NA,NA,Theaceae,Stewartia,WD
Stewartia sinii,»ÆÃ«×Ï¾¥,5,5,9,9,Theaceae,Stewartia,WD
Stewartia villosa,ÈáÃ«×Ï¾¥,5,7,NA,NA,Theaceae,Stewartia,WD
Stewartia villosa var. kwangtungensis,¹ã¶«ÈáÃ«×Ï¾¥,6,7,11,11,Theaceae,Stewartia,WD
Stewartia villosa var. serrata,³İÒ¶ÈáÃ«×Ï¾¥,6,6,10,10,Theaceae,Stewartia,WD
Stilbanthus scandens,¾ŞÜÈÌÙ,NA,NA,NA,NA,Amaranthaceae,Stilbanthus,CB
Stimpsonia chamaedryoides,¼ÙÆÅÆÅÄÉ,4,5,6,7,Primulaceae,Stimpsonia,CB
Stixis suaveolens,°ß¹ûÌÙ,4,5,8,10,Capparaceae,Stixis,WD
Stranvaesia amphidoxa,Ã«İàºì¹û,5,6,9,10,Rosaceae,Stranvaesia,WD
Stranvaesia amphidoxa var. amphileia,ºşÄÏºì¹ûÊ÷,NA,NA,NA,NA,Rosaceae,Stranvaesia,WD
Stranvaesia davidiana,ºì¹ûÊ÷,5,6,9,10,Rosaceae,Stranvaesia,WD
Stranvaesia davidiana var. undulata,²¨Ò¶ºì¹ûÊ÷,NA,NA,NA,NA,Rosaceae,Stranvaesia,WD
Streblus asper,ÈµÉöÊ÷,2,4,5,6,Moraceae,Streblus,WD
Streblus ilicifolius,´ÌÉ£,4,4,5,6,Moraceae,Streblus,WD
Streblus indicus,¼ÙÈµÉöÊ÷,10,11,NA,NA,Moraceae,Streblus,WD
Streblus macrophyllus,Ë«¹ûÉ£,4,4,NA,NA,Moraceae,Streblus,WD
Streblus tonkinensis,Ã×Ñï,3,8,NA,NA,Moraceae,Streblus,WD
Streblus zeylanicus,Î²Ò¶´ÌÉ£,4,4,5,5,Moraceae,Streblus,WD
Streptocaulon juventas,ÂíÁ«°°,5,8,8,12,Asclepiadaceae,Streptocaulon,WD
Streptolirion volubile,ÖñÒ¶×Ó,7,11,7,11,Commelinaceae,Streptolirion,CB
Striga masuria,´ó¶À½Å½ğ,6,11,NA,NA,Scrophulariaceae,Striga,CB
Strobilanthes affinis,Ğ¤Áı¼¦,9,11,NA,NA,Acanthaceae,Strobilanthes,CB
Strobilanthes annauritica,º£ÄÏ»Æ,NA,NA,NA,NA,Acanthaceae,Strobilanthes,CB
Strobilanthes aprica,É½Ò»Áı¼¦,8,1,9,2,Acanthaceae,Strobilanthes,CB
Strobilanthes atropurpurea,³á±úÂíÀ¶,6,10,NA,NA,Acanthaceae,Strobilanthes,CB
Strobilanthes auriculata,¶úÒ¶ÂíÀ¶,9,1,1,2,Acanthaceae,Strobilanthes,CB
Strobilanthes austrosinensis,ÄÏÁëÂíÀ¶,7,9,10,11,Acanthaceae,Strobilanthes,CB
Strobilanthes bantonensis,¹ğÔ½ÂíÀ¶,NA,NA,12,12,Acanthaceae,NA,NA
Strobilanthes botryanthus,´®»¨ÂíÀ¶,NA,NA,NA,NA,Acanthaceae,Strobilanthes,WD
Strobilanthes brunnescens,ÕÛ°úÂíÀ¶,12,12,NA,NA,Acanthaceae,Strobilanthes,WD
Strobilanthes chinensis,»ÆÇò»¨,10,5,6,7,Acanthaceae,Strobilanthes,CB
Strobilanthes claviculatus,°ô¹ûÂíÀ¶,NA,NA,NA,NA,Acanthaceae,Strobilanthes,WD
Strobilanthes compacta,ÃÜ°úÂíÀ¶,8,9,NA,NA,Acanthaceae,Strobilanthes,WD
Strobilanthes cusia,°åÀ¶,7,2,12,2,Acanthaceae,Strobilanthes,CB
Strobilanthes cystolithigera,´®»¨ÂíÀ¶,9,11,12,12,Acanthaceae,NA,NA
Strobilanthes dalzielii,ÇúÖ¦ÂíÀ¶,10,1,NA,NA,Acanthaceae,NA,NA
Strobilanthes dimorphotricha,Çò»¨ÂíÀ¶,8,2,NA,NA,Acanthaceae,Strobilanthes,CB
Strobilanthes dryadum,ÁÖÂíÀ¶,9,11,1,5,Acanthaceae,Strobilanthes,CB
Strobilanthes echinata,³¤°úÀ¶,5,9,NA,NA,Acanthaceae,Strobilanthes,CB
Strobilanthes ferruginea,Ğâ±³ÂíÀ¶,10,12,NA,NA,Acanthaceae,Strobilanthes,WD
Strobilanthes fluviatilis,ÏªÅÏ»ÆÇò»¨,2,5,NA,NA,Acanthaceae,Strobilanthes,CB
Strobilanthes glandibracteata,ÏÙ°ú½ğ×ã²İ,10,10,NA,NA,Acanthaceae,Strobilanthes,CB
Strobilanthes guangxiensis,¹ãÎ÷ÂíÀ¶,10,12,NA,NA,Acanthaceae,Strobilanthes,CB
Strobilanthes helicta,ÇúĞòÂíÀ¶,9,11,11,1,Acanthaceae,Strobilanthes,WD
Strobilanthes heteroclita,ÒìĞòÂíÀ¶,7,9,11,11,Acanthaceae,Strobilanthes,CB
Strobilanthes hossei,ºìÃ«ÂíÀ¶,8,12,11,2,Acanthaceae,Strobilanthes,CB
Strobilanthes labordei,±¡Ò¶ÂíÀ¶,8,12,NA,NA,Acanthaceae,Strobilanthes,CB
Strobilanthes lamiifolia,ÃÉ×Ô½ğ×ã²İ,8,11,NA,NA,Acanthaceae,Strobilanthes,CB
Strobilanthes longgangensis,Åª¸ÚÂíÀ¶,11,11,NA,NA,Acanthaceae,Strobilanthes,WD
Strobilanthes longzhouensis,ÁúÖİÂíÀ¶,9,12,12,2,Acanthaceae,Strobilanthes,WD
Strobilanthes ningmingensis,ÄşÃ÷½ğ×ã²İ,12,12,NA,NA,Acanthaceae,Strobilanthes,WD
Strobilanthes oligantha,ÉÙ»¨ÂíÀ¶,7,9,10,12,Acanthaceae,Strobilanthes,CB
Strobilanthes ovatibracteata,ÂÑ°ú½ğ×ã²İ,10,10,12,12,Acanthaceae,Strobilanthes,CB
Strobilanthes pateriformis,³áÖ¦ÂíÀ¶,9,11,12,2,Acanthaceae,Strobilanthes,CB
Strobilanthes pentstemonoides,Ô²°ú½ğ×ã²İ,NA,NA,NA,NA,Acanthaceae,Strobilanthes,WD
Strobilanthes pseudocollina,ÑôË·ÂíÀ¶,9,10,10,11,Acanthaceae,Strobilanthes,CB
Strobilanthes pteroclada,ÑÓ°úÀ¶,4,5,6,7,Acanthaceae,Strobilanthes,CB
Strobilanthes retusa,°¼°úÂíÀ¶,7,7,NA,NA,Acanthaceae,Strobilanthes,CB
Strobilanthes strigosa,²ÚÃ«ÂíÀ¶,12,12,NA,NA,Acanthaceae,NA,NA
Strobilanthes tetrasperma,ËÄ×ÓÂíÀ¶,7,12,NA,NA,Acanthaceae,Strobilanthes,CB
Strobilanthes tomentosa,¼âÒ©»¨,6,12,8,12,Acanthaceae,Strobilanthes,WD
Strobilanthes truncata,½ØÍ·×ÏÔÆ²Ë,10,12,NA,NA,Acanthaceae,Strobilanthes,CB
Strophanthus divaricatus,Ñò½ÇŞÖ,3,7,6,2,Apocynaceae,Strophanthus,WD
Strophioblachia fimbricalyx,ËŞİàÄ¾,5,10,7,12,Euphorbiaceae,Strophioblachia,WD
Strophioblachia fimbricalyx var. efimbriata,¹ãÎ÷ËŞİàÄ¾,5,10,6,12,Euphorbiaceae,Strophioblachia,WD
Strychnos angustiflora,Å£ÑÛÂíÇ®,1,5,7,12,Loganiaceae,Strychnos,WD
Strychnos cathayensis,»ªÂíÇ®,6,8,9,11,Loganiaceae,Strychnos,WD
Strychnos umbellata,É¡»¨ÂíÇ®,5,6,NA,NA,Loganiaceae,Strychnos,WD
Stylidium uliginosum,»¨Öù²İ,5,6,8,10,Stylidiaceae,Stylidium,CB
Styrax agrestis,à¹¹û°²Ï¢Ïã,9,12,3,5,Styracaceae,Styrax,WD
Styrax argentifolius,ÒøÒ¶°²Ï¢Ïã,4,5,8,9,Styracaceae,Styrax,WD
Styrax calvescens,»ÒÒ¶°²Ï¢Ïã,5,6,7,8,Styracaceae,Styrax,WD
Styrax chinensis,ÖĞ»ª°²Ï¢Ïã,4,5,9,11,Styracaceae,Styrax,WD
Styrax confusus,ÈüÉ½Ã·,4,6,9,11,Styracaceae,Styrax,WD
Styrax dasyanthus,´¹Öé»¨,3,5,9,12,Styracaceae,Styrax,WD
Styrax faberi,°×»¨Áú,4,6,8,10,Styracaceae,Styrax,WD
Styrax formosanus,Ì¨Íå°²Ï¢Ïã,3,4,5,6,Styracaceae,Styrax,WD
Styrax formosanus var. hirtus,³¤ÈáÃ«°²Ï¢Ïã,NA,NA,6,8,Styracaceae,Styrax,WD
Styrax grandiflorus,´ó»¨°²Ï¢Ïã,4,6,8,10,Styracaceae,Styrax,WD
Styrax hemsleyanus,ÀÏğ»Áå,5,6,7,9,Styracaceae,Styrax,WD
Styrax japonicus,Ò°ÜÔÀò,4,7,9,11,Styracaceae,Styrax,WD
Styrax macranthus,Â»´º°²Ï¢Ïã,4,6,8,10,Styracaceae,Styrax,WD
Styrax odoratissimus,·Ò·¼°²Ï¢Ïã,3,4,6,9,Styracaceae,Styrax,WD
Styrax serrulatus,³İÒ¶°²Ï¢Ïã,3,5,7,9,Styracaceae,Styrax,WD
Styrax suberifolius,Ë¨Ò¶°²Ï¢Ïã,3,5,9,11,Styracaceae,Styrax,WD
Styrax tonkinensis,Ô½ÄÏ°²Ï¢Ïã,4,6,8,10,Styracaceae,Styrax,WD
Styrophyton caudatum,³¤Ëë»¨,5,6,10,1,Melastomataceae,Styrophyton,WD
Suaeda australis,ÄÏ·½¼îÅî,7,11,7,11,Chenopodiaceae,Suaeda,WD
Sunipia scariosa,´ó°úÀ¼,5,6,NA,NA,Orchidaceae,Sunipia,CB
Suregada glomerulata,°×Ê÷,5,9,6,11,Euphorbiaceae,Suregada,WD
Swertia angustifolia,ÏÁÒ¶â¯ÑÀ²Ë,8,9,8,9,Gentianaceae,Swertia,CB
Swertia angustifolia var. pulchella,ÃÀÀöâ¯ÑÀ²Ë,NA,NA,NA,NA,Gentianaceae,Swertia,CB
Swertia bimaculata,â¯ÑÀ²Ë,6,11,6,11,Gentianaceae,Swertia,CB
Swertia guibeiensis,¹ğ±±â¯ÑÀ²Ë,NA,NA,NA,NA,Gentianaceae,Swertia,CB
