scientific name,Chinese name,first flowering month,last flowering month,first fruiting month,last fruiting month,family name,genus name,woodinese
Sabia yunnanensis subsp. latifolia,À«Ò¶Çå·çÌÙ,NA,NA,NA,NA,Sabiaceae,Sabia,WD
Saccharum arundinaceum,°ßÃ©,9,11,9,11,Poaceae,Saccharum,CB
Saccharum formosanum,Ì¨ÕáÃ©,8,11,8,11,Poaceae,Saccharum,CB
Saccharum narenga,ºÓ°ËÍõ,8,11,8,11,Poaceae,Saccharum,CB
Saccharum sinense,ÖñÕá,NA,NA,NA,NA,Poaceae,Saccharum,CB
Saccharum spontaneum,Ìğ¸ù×Ó²İ,9,10,9,10,Poaceae,Saccharum,CB
Sacciolepis indica,ÄÒÓ±²İ,7,11,7,11,Poaceae,Sacciolepis,CB
Sacciolepis myosuroides,ÊóÎ²ÄÒÓ±²İ,9,11,9,11,Poaceae,Sacciolepis,CB
Sageretia hamosa,¹³´ÌÈ¸Ã·ÌÙ,7,9,8,11,Rhamnaceae,Sageretia,WD
Sageretia lucida,ÁÁÒ¶È¸Ã·ÌÙ,4,7,9,12,Rhamnaceae,Sageretia,WD
Sageretia melliana,´ÌÌÙ×Ó,9,11,4,5,Rhamnaceae,Sageretia,WD
Sageretia thea,È¸Ã·ÌÙ,7,11,3,5,Rhamnaceae,Sageretia,WD
Sageretia thea var. tomentosa,Ã«Ò¶È¸Ã·ÌÙ,NA,NA,NA,NA,Rhamnaceae,Sageretia,WD
Sagina japonica,Æá¹Ã²İ,4,5,5,6,Caryophyllaceae,Sagina,CB
Sagina maxima,¸ùÒ¶Æá¹Ã²İ,7,8,8,9,Caryophyllaceae,Sagina,CB
Sagina saginoides,ÎŞÃ«Æá¹Ã²İ,5,7,7,8,Caryophyllaceae,Sagina,CB
Sagittaria guayanensis subsp. lappula,¹Ú¹û²İ,5,11,5,11,Alismataceae,Sagittaria,CB
Sagittaria lichuanensis,Àû´¨´È¹Ã,7,8,7,8,Alismataceae,Sagittaria,CB
Sagittaria potamogetifolia,Ğ¡´È¹Ã,5,11,5,11,Alismataceae,Sagittaria,CB
Sagittaria pygmaea,°«´È¹Ã,6,10,6,10,Alismataceae,Sagittaria,CB
Sagittaria trifolia,Ò°´È¹Ã,5,10,5,10,Alismataceae,Sagittaria,CB
Sagittaria trifolia var. sinensis,´È¹Ã,NA,NA,NA,NA,Alismataceae,Sagittaria,CB
Salix babylonica,´¹Áø,3,4,4,5,Salicaceae,Salix,WD
Salix chaenomeloides,ÏÙÁø,4,4,5,5,Salicaceae,Salix,WD
Salix chienii,ÒøÒ¶Áø,3,4,4,5,Salicaceae,Salix,WD
Salix dunnii,³¤¹£Áø,3,3,4,4,Salicaceae,Salix,WD
Salix mesnyi,ÔÁÁø,3,3,4,4,Salicaceae,Salix,WD
Salix rosthornii,ÄÏ´¨Áø,3,4,5,5,Salicaceae,Salix,WD
Salix wilsonii,×ÏÁø,3,4,5,5,Salicaceae,Salix,WD
Salomonia cantoniensis,³İ¹û²İ,7,8,7,10,Polygalaceae,Salomonia,CB
Salomonia ciliata,ÍÖÔ²Ò¶³İ¹û²İ,7,8,8,9,Polygalaceae,Salomonia,CB
Salvia adiantifolia,ÌúÏßÊóÎ²²İ,6,6,NA,NA,Lamiaceae,Salvia,CB
Salvia appendiculata,¸½Æ¬ÊóÎ²²İ,5,5,NA,NA,Lamiaceae,Salvia,CB
Salvia bowleyana,ÄÏµ¤²Î,3,11,3,11,Lamiaceae,Salvia,CB
Salvia chinensis,»ªÊóÎ²²İ,8,10,NA,NA,Lamiaceae,Salvia,CB
Salvia chunganensis,³ç°²ÊóÎ²²İ,8,8,8,8,Lamiaceae,Salvia,CB
Salvia japonica,ÊóÎ²²İ,6,9,6,9,Lamiaceae,Salvia,CB
Salvia kiangsiensis,¹Ø¹«Ğë,5,5,NA,NA,Lamiaceae,Salvia,CB
Salvia plebeia,ÀóÖ¦²İ,3,8,3,8,Lamiaceae,Salvia,CB
Salvia prionitis,ºì¸ù²İ,5,8,5,8,Lamiaceae,Salvia,CB
Salvia scapiformis,µØ¹¡ÊóÎ²²İ,4,7,4,7,Lamiaceae,Salvia,CB
Salvia scapiformis var. hirsuta,µØ¹¡ÊóÎ²²İÓ²Ã«±äÖÖ,NA,NA,NA,NA,Lamiaceae,Salvia,CB
Salvia substolonifera,·ğ¹â²İ,3,5,3,5,Lamiaceae,Salvia,CB
Sambucus chinensis,½Ó¹Ç²İ,4,5,7,10,Caprifoliaceae,Sambucus,CB
Sanguisorba officinalis,µØÓÜ,7,5,7,10,Rosaceae,Sanguisorba,CB
Sanguisorba officinalis var. longifolia,³¤Ò¶µØÓÜ,8,11,8,11,Rosaceae,Sanguisorba,CB
Sanicula chinensis,±ä¶¹²Ë,4,8,6,9,Apiaceae,Sanicula,CB
Sanicula lamelligera,±¡Æ¬±ä¶¹²Ë,4,11,4,11,Apiaceae,Sanicula,CB
Sanicula orthacantha,Ò°¶ì½Å°å,3,6,8,9,Apiaceae,Sanicula,CB
Sapindus saponaria,ÎŞ»¼×Ó,3,5,6,11,Sapindaceae,Sapindus,WD
Sapium atrobadiomaculatum,°ß×ÓÎÚèê,5,5,6,8,Euphorbiaceae,Sapium,WD
Sapium discolor,É½ÎÚèê,5,6,7,11,Euphorbiaceae,Sapium,WD
Sapium japonicum,°×Ä¾ÎÚèê,6,6,7,7,Euphorbiaceae,Sapium,WD
Sapium sebiferum,ÎÚèê,4,8,8,11,Euphorbiaceae,Sapium,WD
Sarcandra glabra,²İÉºº÷,4,6,8,10,Chloranthaceae,Sarcandra,WD
Sarcandra glabra subsp. brachystachys,º£ÄÏ²İÉºº÷,10,5,3,8,Chloranthaceae,Sarcandra,WD
Sarcococca longipetiolata,³¤Ò¶±úÒ°ÉÈ»¨,9,9,12,12,Buxaceae,Sarcococca,WD
Sarcococca orientalis,¶«·½Ò°ÉÈ»¨,5,9,5,9,Buxaceae,NA,NA
Sarcococca ruscifolia,Ò°ÉÈ»¨,10,2,10,2,Buxaceae,Sarcococca,WD
Sarcopyramis bodinieri var. delicata,¶«·½ÈâËë²İ,NA,NA,NA,NA,Melastomataceae,Sarcopyramis,CB
Sarcopyramis nepalensis,ÖîÍ·ºì,5,6,7,11,Melastomataceae,Sarcopyramis,CB
Sarcosperma laurinum,ÈâÊµÊ÷,8,11,12,5,Sapotaceae,Sarcosperma,WD
Sargentodoxa cuneata,´óÑªÌÙ,4,6,7,9,Lardizabalaceae,Sargentodoxa,WD
Sassafras tzumu,éßÄ¾,3,4,5,9,Lauraceae,Sassafras,WD
Saurauia tristyla,Ë®¶«¸ç,4,11,4,11,Actinidiaceae,Saurauia,WD
Sauropus bacciformis,°¬İÀ,4,7,7,11,Euphorbiaceae,Sauropus,CB
Saururus chinensis,Èı°×²İ,4,6,7,8,Saururaceae,Saururus,CB
Saussurea bullockii,Â¬É½·çÃ«¾Õ,8,10,8,10,Asteraceae,Saussurea,CB
Saussurea cordifolia,ĞÄÒ¶·çÃ«¾Õ,NA,NA,NA,NA,Asteraceae,Saussurea,CB
Saussurea deltoidea,Èı½ÇÒ¶·çÃ«¾Õ,8,11,8,11,Asteraceae,Saussurea,CB
Saussurea frondosa,ÏÁÒí·çÃ«¾Õ,8,9,8,9,Asteraceae,Saussurea,CB
Saussurea hwangshanensis,»ÆÉ½·çÃ«¾Õ,8,9,8,9,Asteraceae,Saussurea,CB
Saussurea japonica,·çÃ«¾Õ,8,11,8,11,Asteraceae,Saussurea,CB
Scaevola sericea,²İº£Í©,NA,NA,NA,NA,Goodeniaceae,Scaevola,WD
Scaevola taccada,²İº£Í©,4,12,4,12,Goodeniaceae,NA,NA
Schefflera arboricola,¶ìÕÆÌÙ,7,10,8,12,Araliaceae,Schefflera,WD
Schefflera delavayi,ËëĞò¶ìÕÆ²ñ,10,11,1,1,Araliaceae,Schefflera,WD
Schefflera heptaphylla,¶ìÕÆ²ñ,9,12,12,2,Araliaceae,Schefflera,WD
Schefflera minutistellata,ĞÇÃ«Ñ¼½ÅÄ¾,9,9,10,10,Araliaceae,Schefflera,WD
Schima argentea,ÒøÄ¾ºÉ,7,8,12,12,Theaceae,Schima,WD
Schima crenata,¶Û³İÄ¾ºÉ,12,2,7,10,Theaceae,Schima,WD
Schima remotiserrata,Êè³İÄ¾ºÉ,8,9,10,11,Theaceae,Schima,WD
Schima superba,Ä¾ºÉ,3,7,9,10,Theaceae,Schima,WD
Schisandra arisanensis subsp. viridis,ÂÌÒ¶ÎåÎ¶×Ó,4,6,6,9,Schisandraceae,Schisandra,WD
Schisandra henryi,Òí¹£ÎåÎ¶×Ó,5,6,8,9,Schisandraceae,Schisandra,WD
Schisandra propinqua subsp. sinensis,Ìú¹¿É¢,NA,NA,NA,NA,Schisandraceae,Schisandra,WD
Schisandra pubinervis,Ã«ÂöÎåÎ¶×Ó,6,7,7,8,Schisandraceae,Schisandra,WD
Schisandra sphenanthera,»ªÖĞÎåÎ¶×Ó,5,5,8,9,Schisandraceae,Schisandra,WD
Schizachyrium brevifolium,ÁÑïû²İ,8,12,8,12,Poaceae,Schizachyrium,CB
Schizachyrium fragile,Ğ±ĞëÁÑïû²İ,8,12,8,12,Poaceae,Schizachyrium,CB
Schizachyrium sanguineum,ºìÁÑïû²İ,8,12,8,12,Poaceae,Schizachyrium,CB
Schizocapsa plantaginea,ÁÑ¹ûÊí,4,11,4,11,Taccaceae,Schizocapsa,CB
Schizophragma fauriei,Ô²Ò¶×êµØ·ç,6,6,9,10,Saxifragaceae,Schizophragma,WD
Schizophragma integrifolium,×êµØ·ç,5,6,6,8,Saxifragaceae,Schizophragma,WD
Schizophragma integrifolium var. glaucescens,·ÛÂÌ×êµØ·ç,6,6,10,10,Saxifragaceae,Schizophragma,WD
Schizophragma molle,ÈáÃ«×êµØ·ç,6,7,9,10,Saxifragaceae,Schizophragma,WD
Schnabelia oligophylla,ËÄÀâ²İ,4,6,4,6,Verbenaceae,Schnabelia,CB
Schoenoplectus juncoides,Ó©İş,6,10,6,10,Cyperaceae,Schoenoplectus,CB
Schoenoplectus mucronatus,,5,8,5,8,Cyperaceae,NA,NA
Schoenoplectus mucronatus subsp. robustus,Ë®Ã«»¨,5,11,5,11,Cyperaceae,Schoenoplectus,CB
Schoenoplectus tabernaemontani,Ë®´Ğ,6,9,6,9,Cyperaceae,Schoenoplectus,CB
Schoenoplectus triqueter,ÈıÀâË®´Ğ,7,10,7,10,Cyperaceae,Schoenoplectus,CB
Schoenoplectus wallichii,ÖíÃ«²İ,8,11,8,11,Cyperaceae,Schoenoplectus,CB
Schoenorchis gemmata,³×´½À¼,3,6,4,7,Orchidaceae,Schoenorchis,CB
Schoepfia chinensis,»ªÄÏÇàÆ¤Ä¾,2,4,4,6,Olacaceae,Schoepfia,WD
Schoepfia jasminodora,ÇàÆ¤Ä¾,3,5,4,6,Olacaceae,Schoepfia,WD
Scirpus filipes,Ï¸Ö¦Ë‘²İ,3,6,3,6,Cyperaceae,Scirpus,CB
Scirpus hainanensis,º£ÄÏË‘²İ,8,12,8,12,Cyperaceae,NA,NA
Scirpus lushanensis,Â®É½Ë‘²İ,9,10,9,10,Cyperaceae,Scirpus,CB
Scirpus rosthornii,°ÙÇòË‘²İ,5,10,5,10,Cyperaceae,Scirpus,CB
Scirpus ternatanus,°ÙËëË‘²İ,7,8,7,8,Cyperaceae,Scirpus,CB
Scleria biflora,¶ş»¨ÕäÖéÃ©,7,10,7,10,Cyperaceae,Scleria,CB
Scleria fujianensis,¸£½¨ÕäÖéÃ©,NA,NA,NA,NA,Cyperaceae,Scleria,CB
Scleria harlandii,Ô²¸ÑÕäÖéÃ©,3,9,3,9,Cyperaceae,Scleria,CB
Scleria hookeriana,ºÚÁÛÕäÖéÃ©,6,7,6,7,Cyperaceae,Scleria,CB
Scleria levis,Ã«¹ûÕäÖéÃ©,7,10,7,10,Cyperaceae,Scleria,CB
Scleria parvula,Ğ¡ĞÍÕäÖéÃ©,9,10,9,10,Cyperaceae,Scleria,CB
Scleria radula,¹â¹ûÕäÖéÃ©,4,8,4,8,Cyperaceae,Scleria,CB
Scleria rugosa,´¹ĞòÕäÖéÃ©,8,10,8,10,Cyperaceae,Scleria,CB
Scleria terrestris,¸ß¸ÑÕäÖéÃ©,5,9,5,9,Cyperaceae,Scleria,CB
Scleria trisulcata,Èı²ÛÕäÖéÃ©,9,11,9,11,Cyperaceae,Scleria,CB
Scolopia chinensis,¹‹–°,NA,NA,NA,NA,Flacourtiaceae,Scolopia,WD
Scolopia oldhamii,Â³»¨Ê÷,NA,NA,NA,NA,Flacourtiaceae,Scolopia,WD
Scolopia saeva,¹ã¶«¹‹–°,NA,NA,NA,NA,Flacourtiaceae,Scolopia,WD
Scoparia dulcis,Ò°¸Ê²İ,3,11,3,11,Scrophulariaceae,Scoparia,CB
Scrophularia buergeriana,±±Ğş²Î,7,9,7,9,Scrophulariaceae,Scrophularia,CB
Scrophularia ningpoensis,Ğş²Î,6,11,6,11,Scrophulariaceae,Scrophularia,CB
Scurrula parasitica,ºì»¨¼ÄÉú,10,4,10,4,Loranthaceae,Scurrula,WD
Scutellaria axilliflora,Ò¸»¨»ÆÜË,4,7,4,7,Lamiaceae,Scutellaria,CB
Scutellaria barbata,°ëÖ¦Á«,1,12,1,12,Lamiaceae,Scutellaria,CB
Scutellaria formosana,À¶»¨»ÆÜË,8,11,8,11,Lamiaceae,Scutellaria,CB
Scutellaria incisa,ÁÑÒ¶»ÆÜË,6,6,NA,NA,Lamiaceae,Scutellaria,CB
Scutellaria indica,º«ĞÅ²İ,1,12,1,12,Lamiaceae,Scutellaria,CB
Scutellaria indica var. elliptica,º«ĞÅ²İ³¤Ã«±äÖÖ,NA,NA,NA,NA,Lamiaceae,Scutellaria,CB
Scutellaria indica var. subacaulis,º«ĞÅ²İËõ¾¥±äÖÖ,NA,NA,NA,NA,Lamiaceae,Scutellaria,CB
Scutellaria inghokensis,ÓÀÌ©»ÆÜË,4,8,4,8,Lamiaceae,Scutellaria,CB
Scutellaria pekinensis var. transitra,¾©»ÆÜË¶Ì´Ù±äÖÖ,NA,NA,NA,NA,Lamiaceae,Scutellaria,CB
Scutellaria sieversii,¿í°ú»ÆÜË,5,8,8,9,Lamiaceae,Scutellaria,WD
Sedirea subparishii,¶Ì¾¥İà¼¹À¼,NA,NA,NA,NA,Orchidaceae,Sedirea,CB
Sedum alfredii,¶«ÄÏ¾°Ìì,4,5,6,8,Crassulaceae,Sedum,CB
Sedum bulbiferum,ÖéÑ¿¾°Ìì,4,5,6,6,Crassulaceae,Sedum,CB
Sedum drymarioides,´óÒ¶»ğÑæ²İ,7,8,9,9,Crassulaceae,Sedum,CB
Sedum emarginatum,°¼Ò¶¾°Ìì,5,6,6,6,Crassulaceae,Sedum,CB
Sedum hakonense,±¾Öİ¾°Ìì,8,8,9,9,Crassulaceae,Sedum,CB
Sedum japonicum,ÈÕ±¾¾°Ìì,4,4,7,8,Crassulaceae,Sedum,CB
Sedum leptophyllum,±¡Ò¶¾°Ìì,7,8,9,10,Crassulaceae,Sedum,CB
Sedum lineare,·ğ¼×²İ,4,11,5,11,Crassulaceae,Sedum,CB
Sedum lungtsuanense,ÁúÈª¾°Ìì,3,4,4,4,Crassulaceae,Sedum,CB
Sedum makinoi,Ô²Ò¶¾°Ìì,6,7,NA,NA,Crassulaceae,Sedum,CB
Sedum onychopetalum,×¦°ê¾°Ìì,4,5,5,6,Crassulaceae,Sedum,CB
Sedum sarmentosum,´¹Åè²İ,4,6,6,7,Crassulaceae,Sedum,CB
Sedum stellariifolium,»ğÑæ²İ,7,8,9,9,Crassulaceae,Sedum,CB
Sedum subtile,Ï¸Ğ¡¾°Ìì,4,6,7,8,Crassulaceae,Sedum,CB
Sedum tetractinum,ËÄÃ¢¾°Ìì,8,9,NA,NA,Crassulaceae,Sedum,CB
Semiaquilegia adoxoides,Ìì¿û,3,4,4,5,Ranunculaceae,Semiaquilegia,CB
Semiarundinaria densiflora,¶ÌËëÖñ,3,5,NA,NA,Poaceae,Semiarundinaria,WD
Semiliquidambar cathayensis,°ë·ãºÉ,3,4,7,10,Hamamelidaceae,Semiliquidambar,WD
Semiliquidambar caudata,³¤Î²°ë·ãºÉ,4,4,6,9,Hamamelidaceae,Semiliquidambar,WD
Semiliquidambar chingii,Ï¸±ú°ë·ãºÉ,4,5,9,10,Hamamelidaceae,Semiliquidambar,WD
Senecio fukienensis,ÃöÇ§Àï¹â,9,9,9,9,Asteraceae,Senecio,CB
Senecio nemorensis,ÁÖÒñÇ§Àï¹â,6,12,6,12,Asteraceae,Senecio,CB
Senecio scandens,Ç§Àï¹â,8,4,8,4,Asteraceae,Senecio,CB
Senecio stauntonii,ÃöÔÁÇ§Àï¹â,10,11,NA,NA,Asteraceae,Senecio,CB
Senna sulfurea,·ÛÒ¶¾öÃ÷,NA,NA,NA,NA,Fabaceae,NA,NA
Serissa japonica,ÁùÔÂÑ©,5,7,6,11,Rubiaceae,Serissa,WD
Serissa serissoides,°×Âí¹Ç,4,9,7,10,Rubiaceae,Serissa,WD
Serratula chinensis,»ªÂé»¨Í·,7,8,7,8,Asteraceae,Serratula,CB
Sesamum indicum,Ö¥Âé,NA,NA,NA,NA,Pedaliaceae,Sesamum,CB
Sesbania javanica,ÕÓÉúÌïİ¼,NA,NA,NA,NA,Fabaceae,Sesbania,CB
Sesuvium portulacastrum,º£Âí³İ,4,7,NA,NA,Aizoaceae,Sesuvium,CB
Setaria faberi,´ó¹·Î²²İ,7,10,7,10,Poaceae,Setaria,CB
Setaria palmifolia,×ØÒ¶¹·Î²²İ,8,12,8,12,Poaceae,Setaria,CB
Setaria plicata,ÖåÒ¶¹·Î²²İ,6,10,6,10,Poaceae,Setaria,CB
Setaria viridis,¹·Î²²İ,5,10,5,10,Poaceae,Setaria,CB
Shibataea kumasaca,ÙÁÖñ,NA,NA,NA,NA,Poaceae,Shibataea,WD
Shibataea lancifolia,ÏÁÒ¶ÙÁÖñ,3,4,NA,NA,Poaceae,Shibataea,WD
Shibataea nanpingensis,ÄÏÆ½ÙÁÖñ,NA,NA,NA,NA,Poaceae,Shibataea,WD
Shibataea nanpingensis var. fujianica,¸£½¨ÙÁÖñ,NA,NA,NA,NA,Poaceae,Shibataea,WD
Sida alnifolia,èçÒ¶»Æ»¨ïş,6,12,6,12,Malvaceae,Sida,WD
Sida alnifolia var. microphylla,Ğ¡Ò¶»Æ»¨ïş,NA,NA,NA,NA,Malvaceae,Sida,WD
Sida cordata,³¤¹£»Æ»¨ïş,7,2,7,2,Malvaceae,Sida,WD
Sida cordifolia,ĞÄÒ¶»Æ»¨ïş,1,12,1,12,Malvaceae,Sida,WD
Sida mysorensis,Õ³Ã«»Æ»¨ïş,9,12,9,12,Malvaceae,Sida,CB
Sida rhombifolia,°×±³»Æ»¨ïş,9,2,NA,NA,Malvaceae,Sida,WD
Siegesbeckia glabrescens,Ã«¹£Øgİ²,4,9,6,11,Asteraceae,Siegesbeckia,CB
Siegesbeckia orientalis,Øgİ²,5,8,6,10,Asteraceae,Siegesbeckia,CB
Siegesbeckia pubescens,ÏÙ¹£Øgİ²,5,8,6,10,Asteraceae,Siegesbeckia,CB
Siegesbeckia pubescens f. eglandulosa,,NA,NA,NA,NA,Asteraceae,NA,NA
Silene aprica,Å®Â¦²Ë,5,7,6,8,Caryophyllaceae,Silene,CB
Silene baccifera,¹·ÅÌÂû,6,8,7,10,Caryophyllaceae,Silene,CB
Silene firma,ÊèÃ«Å®Â¦²Ë,6,7,7,8,Caryophyllaceae,Silene,CB
Silene fortunei,º×²İ,6,8,7,9,Caryophyllaceae,Silene,CB
Sinoadina racemosa,¼¦×ĞÄ¾,5,12,5,12,Rubiaceae,Sinoadina,WD
Sinobambusa farinosa,°×Æ¤ÌÆÖñ,NA,NA,NA,NA,Poaceae,Sinobambusa,WD
Sinobambusa intermedia,ÁÀÉÀÖñ,NA,NA,NA,NA,Poaceae,Sinobambusa,WD
Sinobambusa tootsik,ÌÆÖñ,NA,NA,NA,NA,Poaceae,Sinobambusa,WD
Sinobambusa tootsik var. dentata,»ğ¹ÜÖñ,NA,NA,NA,NA,Poaceae,Sinobambusa,WD
Sinobambusa tootsik var. laeta,ÂúÉ½±¬Öñ,NA,NA,NA,NA,Poaceae,Sinobambusa,WD
Sinomenium acutum,·çÁú,5,6,7,8,Menispermaceae,Sinomenium,WD
Sinopogonanthera intermedia,ÖĞ¼ä÷×Ò©²İ,NA,NA,NA,NA,Lamiaceae,Sinopogonanthera,
Sinosenecio latouchei,°×±³ÆÑ¶ù¸ù,3,5,3,5,Asteraceae,Sinosenecio,CB
Sinosenecio oldhamianus,ÆÑ¶ù¸ù,1,12,1,12,Asteraceae,Sinosenecio,CB
Sinosenecio wuyiensis,ÎäÒÄÆÑ¶ù¸ù,8,8,8,8,Asteraceae,Sinosenecio,CB
Sinosideroxylon wightianum,¸ïÒ¶Ìúé­,2,12,8,10,Sapotaceae,Sinosideroxylon,WD
Siphocranion nudipes,¹â±úÍ²¹Ú»¨,7,11,7,11,Lamiaceae,Siphocranion,CB
Siphonostegia chinensis,ÒõĞĞ²İ,6,8,6,8,Scrophulariaceae,Siphonostegia,CB
Siphonostegia laeta,ÏÙÃ«ÒõĞĞ²İ,7,10,7,10,Scrophulariaceae,Siphonostegia,CB
Skimmia reevesiana,ÒğÓó,3,5,9,11,Rutaceae,Skimmia,WD
Sloanea dasycarpa,Ä¤Ò¶ºï»¶Ï²,4,5,9,10,Elaeocarpaceae,Sloanea,WD
Sloanea leptocarpa,±¡¹ûºï»¶Ï²,4,5,9,9,Elaeocarpaceae,Sloanea,WD
Sloanea sinensis,ºï»¶Ï²,9,11,6,7,Elaeocarpaceae,Sloanea,WD
Smilax aberrans,Íä¹£İÃİÖ,3,4,12,12,Liliaceae,Smilax,WD
Smilax arisanensis,¼âÒ¶İÃİÖ,4,5,8,10,Liliaceae,Smilax,WD
Smilax bracteata,Ô²×¶İÃİÖ,12,2,6,8,Liliaceae,Smilax,WD
Smilax china,İÃİÖ,2,6,8,10,Liliaceae,Smilax,WD
Smilax chingii,ÈáÃ«İÃİÖ,3,4,10,11,Liliaceae,Smilax,WD
Smilax corbularia,¿ğÌõİÃİÖ,5,7,12,12,Liliaceae,Smilax,WD
Smilax darrisii,Æ½»¬İÃİÖ,6,6,11,11,Liliaceae,Smilax,WD
Smilax davidiana,Ğ¡¹ûİÃİÖ,3,4,6,8,Liliaceae,Smilax,WD
Smilax discotis,ÍĞ±úİÃİÖ,4,5,8,8,Liliaceae,Smilax,WD
Smilax glabra,ÍÁÜòÜß,7,10,12,2,Liliaceae,Smilax,WD
Smilax glaucochina,ºÚ¹ûİÃİÖ,3,5,10,11,Liliaceae,Smilax,WD
Smilax hayatae,ÁâÒ¶İÃİÖ,3,4,12,12,Liliaceae,Smilax,WD
Smilax hypoglauca,·Û±³İÃİÖ,6,8,10,11,Liliaceae,Smilax,WD
Smilax lanceifolia,Âí¼×İÃİÖ,10,11,11,11,Liliaceae,Smilax,WD
Smilax lanceifolia var. elongata,ÕÛÖ¦İÃİÖ,NA,NA,NA,NA,Liliaceae,Smilax,WD
Smilax lanceifolia var. opaca,°µÉ«İÃİÖ,NA,NA,NA,NA,Liliaceae,Smilax,WD
Smilax nervomarginata,ÔµÂöİÃİÖ,4,5,10,10,Liliaceae,Smilax,WD
Smilax nipponica,°×±³Å£Î²²Ë,4,5,8,9,Liliaceae,Smilax,CB
Smilax riparia,Å£Î²²Ë,5,6,9,10,Liliaceae,Smilax,CB
Smilax scobinicaulis,¶Ì¹£İÃİÖ,5,5,10,10,Liliaceae,Smilax,WD
Smilax sieboldii,»ª¶«İÃİÖ,5,6,8,9,Liliaceae,Smilax,WD
Smilax stans,ÇÊ±úİÃİÖ,5,6,10,10,Liliaceae,Smilax,WD
Smilax trinervula,ÈıÂöİÃİÖ,3,4,10,11,Liliaceae,Smilax,WD
Smithia ciliata,ÔµÃ«ºÏÒ¶¶¹,8,9,10,11,Fabaceae,Smithia,CB
Smithia conferta,ÃÜ½ÚÆÂÓÍ¸Ê,7,12,7,12,Fabaceae,Smithia,CB
Smithia sensitiva,ÆÂÓÍ¸Ê,8,11,8,11,Fabaceae,Smithia,CB
Solanum americanum,ÉÙ»¨Áú¿û,1,12,1,12,Solanaceae,Solanum,CB
Solanum dulcamara,Å·°×Ó¢,6,8,9,11,Solanaceae,Solanum,CB
Solanum lyratum,°×Ó¢,7,11,7,11,Solanaceae,Solanum,CB
Solanum melongena,ÇÑ,4,8,5,10,Solanaceae,Solanum,CB
Solanum merrillianum,¹âÖ¦Ä¾Áú¿û,1,12,1,12,Solanaceae,Solanum,CB
Solanum nigrum,Áú¿û,5,8,7,11,Solanaceae,Solanum,CB
Solanum pittosporifolium,º£Í©Ò¶°×Ó¢,6,8,9,12,Solanaceae,Solanum,WD
Solanum pseudocapsicum var. diflorum,Éºº÷¶¹,4,7,8,10,Solanaceae,Solanum,WD
Solena amplexicaulis,Ã©¹Ï,5,8,8,11,Cucurbitaceae,Solena,CB
Solidago decurrens,Ò»Ö¦»Æ»¨,4,11,4,11,Asteraceae,Solidago,CB
Solidago virgaurea,Ã«¹ûÒ»Ö¦»Æ»¨,4,11,4,11,Asteraceae,Solidago,CB
Sonchus arvensis,ÜÄİ¤²Ë,5,9,5,9,Asteraceae,Sonchus,CB
Sonchus lingianus,ÄÏ¿àÜÄ²Ë,7,10,7,10,Asteraceae,Sonchus,CB
Sonerila cantonensis,,7,10,12,2,Melastomataceae,NA,NA
Sonerila erecta,Ö±Á¢·ä¶·²İ,7,10,10,12,Melastomataceae,Sonerila,CB
Sonerila maculata,Ïª±ßÉ£ÀÕ²İ,6,10,8,12,Melastomataceae,Sonerila,CB
Sophora flavescens,¿à²Î,5,9,5,9,Fabaceae,Sophora,CB
Sophora franchetiana,Ãö»±,7,10,7,10,Fabaceae,Sophora,WD
Sopubia trifida,¶Ì¹Ú²İ,6,7,9,9,Scrophulariaceae,Sopubia,CB
Sorbus alnifolia,Ë®ÓÜ»¨é±,4,5,8,9,Rosaceae,Sorbus,WD
Sorbus amabilis,»ÆÉ½»¨é±,5,5,9,10,Rosaceae,Sorbus,WD
Sorbus caloneura,ÃÀÂö»¨é±,4,5,8,10,Rosaceae,Sorbus,WD
Sorbus dunnii,×ØÂö»¨é±,5,5,9,9,Rosaceae,Sorbus,WD
Sorbus folgneri,Ê¯»Ò»¨é±,4,5,7,8,Rosaceae,Sorbus,WD
Sorbus hemsleyi,½­ÄÏ»¨é±,5,5,8,9,Rosaceae,Sorbus,WD
Sorghum nitidum,¹â¸ßÁ»,7,10,7,10,Poaceae,Sorghum,CB
Sorghum propinquum,Äâ¸ßÁ»,7,10,7,10,Poaceae,Sorghum,CB
Sparganium fallax,ÇúÖáºÚÈıÀâ,6,7,9,11,Sparganiaceae,Sparganium,CB
Spathoglottis pubescens,°úÉàÀ¼,7,10,7,10,Orchidaceae,Spathoglottis,CB
Spatholirion longifolium,ÖñÒ¶¼ªÏé²İ,6,7,7,9,Commelinaceae,Spatholirion,CB
Spatholobus suberectus,ÃÜ»¨¶¹,6,6,11,12,Fabaceae,Spatholobus,WD
Sphaerocaryum malaccense,°Şİ£,9,11,9,11,Poaceae,Sphaerocaryum,CB
Sphenoclea zeylanica,¼â°ê»¨,5,10,1,12,Campanulaceae,Sphenoclea,CB
Spilanthes callimorpha,ÃÀĞÎ½ğÅ¥¿Û,5,12,5,12,Asteraceae,Spilanthes,CB
Spilanthes paniculata,½ğÅ¥¿Û,4,11,4,11,Asteraceae,Spilanthes,CB
Spinifex littoreus,ÀÏÊóÆI,6,11,6,11,Poaceae,Spinifex,CB
Spiraea blumei,ĞåÇòĞåÏß¾Õ,4,6,8,10,Rosaceae,Spiraea,WD
