scientific name,Chinese name,first flowering month,last flowering month,first fruiting month,last fruiting month,woodiness
Rubia wallichiana,多花茜草,8,10,8,12,CB
Rubus adenophorus,腺毛莓,4,6,6,7,WD
Rubus alceifolius,粗叶悬钩子,6,7,8,9,WD
Rubus amphidasys,周毛悬钩子,6,6,7,8,WD
Rubus buergeri,寒莓,6,7,8,9,WD
Rubus caudifolius,尾叶悬钩子,6,6,7,7,WD
Rubus chiliadenus,长序莓,5,7,8,9,WD
Rubus chingii,掌叶覆盆子,3,4,5,6,WD
Rubus chroosepalus,毛萼莓,6,6,7,7,WD
Rubus columellaris,小柱悬钩子,5,6,7,8,WD
Rubus corchorifolius,山莓,3,4,5,6,WD
Rubus coreanus,插田泡,5,5,6,7,WD
Rubus coreanus var. tomentosus,毛叶插田泡,NA,NA,NA,NA,WD
Rubus crassifolius,厚叶悬钩子,6,7,8,8,WD
Rubus dolichophyllus,长叶悬钩子,5,6,7,8,WD
Rubus eustephanos,大红泡,4,5,6,7,WD
Rubus flagelliflorus,攀枝莓,5,6,7,8,WD
Rubus grayanus,中南悬钩子,4,4,5,6,WD
Rubus gressittii,江西悬钩子,4,5,6,7,WD
Rubus hanceanus,华南悬钩子,3,5,6,7,WD
Rubus hastifolius,戟叶悬钩子,3,4,5,6,WD
Rubus henryi,鸡爪茶,5,6,7,8,WD
Rubus henryi var. sozostylus,大叶鸡爪茶,NA,NA,NA,NA,WD
Rubus hunanensis,湖南悬钩子,5,5,7,7,WD
Rubus ichangensis,宜昌悬钩子,7,8,10,11,WD
Rubus idaeopsis,拟覆盆子,5,6,7,8,WD
Rubus impressinervus,陷脉悬钩子,6,6,8,8,CB
Rubus innominatus,白叶莓,5,6,7,8,WD
Rubus innominatus var. aralioides,蜜腺白叶莓,NA,NA,NA,NA,WD
Rubus innominatus var. kuntzeanus,无腺白叶莓,NA,NA,NA,NA,WD
Rubus inopertus,红花悬钩子,5,6,7,8,WD
Rubus irenaeus,灰毛泡,6,6,7,7,WD
Rubus jambosoides,蒲桃叶悬钩子,2,3,4,5,WD
Rubus jianensis,常绿悬钩子,5,6,7,8,WD
Rubus kwangsiensis,广西悬钩子,4,5,NA,NA,WD
Rubus lambertianus,高粱泡,8,9,10,11,WD
Rubus lambertianus var. glaber,光滑高粱泡,NA,NA,NA,NA,WD
Rubus lambertianus var. glandulosus,腺毛高粱泡,NA,NA,NA,NA,WD
Rubus lambertianus var. paykouangensis,毛叶高粱泡,NA,NA,NA,NA,WD
Rubus lasiostylus,绵果悬钩子,6,6,7,7,WD
Rubus lasiotrichos,多毛悬钩子,7,8,9,10,WD
Rubus leucanthus,白花悬钩子,4,5,6,7,WD
Rubus lobatus,五裂悬钩子,6,7,8,9,WD
Rubus lobophyllus,角裂悬钩子,7,7,8,8,WD
Rubus malifolius,掌叶悬钩子,6,6,7,7,WD
Rubus malifolius var. longisepalus,长萼棠叶悬钩子,NA,NA,NA,NA,WD
Rubus mesogaeus,喜阴悬钩子,5,5,7,7,WD
Rubus niveus,红泡刺藤,5,7,7,9,WD
Rubus pacificus,太平莓,5,6,7,7,WD
Rubus panduratus,琴叶悬钩子,5,6,7,8,WD
Rubus panduratus var. etomentosus,脱毛琴叶悬钩子,NA,NA,NA,NA,WD
Rubus parkeri,乌泡子,5,6,7,8,WD
Rubus parvifolius,茅莓,5,6,7,9,WD
Rubus parvifolius var. adenochlamys,腺花茅莓,NA,NA,NA,NA,WD
Rubus pectinellus,黄泡,5,6,7,7,CB
Rubus peltatus,盾叶莓,4,5,6,6,WD
Rubus pentagonus var. modestus,无刺掌叶悬钩子,NA,NA,NA,NA,WD
Rubus phoenicolasius,多腺悬钩子,5,6,7,7,WD
Rubus pileatus,菰帽悬钩子,6,7,8,9,WD
Rubus pinnatisepalus,羽叶悬钩子,7,8,9,10,WD
Rubus pinnatisepalus var. glandulosus,密腺羽萼悬钩子,NA,NA,NA,NA,WD
Rubus pirifolius,梨叶悬钩子,4,7,8,10,WD
Rubus playfairianus,五叶鸡爪茶,4,5,6,7,WD
Rubus pluribracteatus,大乌泡,3,6,8,9,WD
Rubus reflexus,锈毛莓,6,7,7,8,WD
Rubus reflexus var. hui,浅裂锈毛莓,NA,NA,NA,NA,WD
Rubus reflexus var. lanceolobus,深裂悬钩子,NA,NA,NA,NA,WD
Rubus reflexus var. orogenes,长叶锈毛莓,NA,NA,NA,NA,WD
Rubus rosifolius,空心泡,3,5,6,7,WD
Rubus rufus,棕红悬钩子,6,8,9,10,WD
Rubus setchuenensis,川莓,7,8,9,10,WD
Rubus simplex,单茎悬钩子,5,6,8,9,WD
Rubus stipulosus,巨托悬钩子,5,6,NA,NA,WD
Rubus sumatranus,红腺悬钩子,5,6,7,9,WD
Rubus swinhoei,木莓,5,6,7,8,WD
Rubus tephrodes,灰白毛莓,6,7,8,9,WD
Rubus tephrodes var. ampliflorus,无腺灰白毛莓,NA,NA,NA,NA,WD
Rubus tephrodes var. setosissimus,长腺灰白毛莓,NA,NA,NA,NA,WD
Rubus trianthus,三花悬钩子,4,5,6,7,WD
Rubus tsangii,光滑悬钩子,4,5,6,7,WD
Rubus tsangorum,东南悬钩子,5,7,8,9,WD
Rubus wallichianus,红毛悬钩子,3,4,5,6,WD
Rubus wangii,大苞悬钩子,6,7,8,10,WD
Rubus wuzhianus,锯叶悬钩子,5,7,7,8,WD
Rubus xanthoneurus,黄脉莓,6,7,8,9,WD
Rumex acetosa,酸模,5,7,6,8,CB
Rumex crispus,皱叶酸模,5,6,6,7,CB
Rumex dentatus,齿果酸模,4,6,5,8,CB
Rumex japonicus,羊蹄,4,5,5,8,CB
Rumex maritimus,刺酸模,5,6,6,7,CB
Rumex obtusifolius,钝叶酸模,5,6,6,7,CB
Rumex trisetifer,长刺酸模,5,6,6,7,CB
Sabia campanulata subsp. ritchieae,鄂西清风藤,3,4,4,5,WD
Sabia coriacea,革叶清风藤,4,4,9,11,WD
Sabia dielsii,平伐清风藤,4,6,7,10,WD
Sabia discolor,灰背清风藤,3,4,5,8,WD
Sabia emarginata,凹萼清风藤,4,4,6,7,WD
Sabia fasciculata,簇花清风藤,2,5,5,10,WD
Sabia japonica,清风藤,2,3,4,7,WD
Sabia japonica var. sinensis,中华清风藤,NA,NA,NA,NA,WD
Sabia limoniacea,柠檬清风藤,8,11,1,5,WD
Sabia nervosa,长脉清风藤,5,5,8,9,WD
Sabia schumanniana,四川清风藤,3,4,6,8,WD
Sabia swinhoei,尖叶清风藤,3,4,7,9,WD
Sabia yunnanensis,云南清风藤,4,5,5,5,WD
Sabia yunnanensis subsp. latifolia,阔叶清风藤,NA,NA,NA,NA,WD
Saccharum arundinaceum,斑茅,8,12,8,12,CB
Saccharum narenga,河八王,8,11,8,11,CB
Saccharum sinense,竹蔗,NA,NA,NA,NA,CB
Saccharum spontaneum,甜根子草,7,8,7,8,CB
Sacciolepis indica,囊颖草,7,11,7,11,CB
Sacciolepis myosuroides,鼠尾囊颖草,2,10,2,10,CB
Sageretia hamosa,钩刺雀梅藤,7,8,8,10,WD
Sageretia laxiflora,疏花雀梅藤,9,12,3,4,WD
Sageretia lucida,亮叶雀梅藤,4,7,9,12,WD
Sageretia melliana,刺藤子,9,11,4,5,WD
Sageretia omeiensis,峨眉雀梅藤,8,9,5,5,WD
Sageretia rugosa,皱叶雀梅藤,7,12,3,4,WD
Sageretia subcaudata,尾叶雀梅藤,7,11,次年4,次年5,WD
Sageretia thea,雀梅藤,7,9,次年3,次年5,WD
Sagina japonica,漆姑草,3,7,3,7,CB
Sagina maxima,根叶漆姑草,7,8,8,9,CB
Sagina saginoides,无毛漆姑草,5,7,7,8,CB
Sagittaria guayanensis subsp. lappula,冠果草,5,9,6,11,CB
Sagittaria trifolia subsp. leucopetala,华夏慈姑,NA,NA,NA,NA,CB
Sagittaria trifolia var. sinensis,慈姑,NA,NA,NA,NA,CB
Salacia sessiliflora,无柄五层龙,6,6,10,10,WD
Salix babylonica,垂柳,3,3,4,4,WD
Salix cathayana,中华柳,4,4,5,5,WD
Salix chaenomeloides,腺柳,4,4,5,5,WD
Salix chienii,银叶柳,4,4,5,5,WD
Salix chienii var. pubigera,常宁柳,NA,NA,NA,NA,WD
Salix dunnii,长梗柳,4,4,5,5,WD
Salix erioclada,绵毛柳,4,4,5,5,WD
Salix etosia,巴柳,3,4,5,5,WD
Salix fargesii,川鄂柳,NA,NA,NA,NA,WD
Salix fargesii var. kansuensis,甘肃柳,NA,NA,NA,NA,WD
Salix guebriantiana,细序柳,4,5,NA,NA,WD
Salix heterochroma,柴枝柳,4,4,5,5,WD
Salix leveilleana,荞麦地柳,3.15,3.31,NA,NA,WD
Salix luctuosa,丝毛柳,4,4,4,5,WD
Salix matsudana,旱柳,4,4,5,5,WD
Salix mesnyi,粤柳,3,3,4,4,WD
Salix ochetophylla,汶川柳,5.25,6.5,NA,NA,WD
Salix phaidima,纤柳,5,5,6,6,WD
Salix polyclona,多枝柳,5,5,6,6,WD
Salix praticola,草地柳,7,8,8,9.1,WD
Salix rosthornii,南川柳,3,4,5,5,WD
Salix triandroides,川三蕊柳,3,3,4,4,WD
Salix wallichiana,皂柳,4.15,5.1,5,5,WD
Salix wallichiana var. pachyclada,绒毛皂柳,NA,NA,NA,NA,WD
Salix wilsonii,紫柳,3,4,5,5,WD
Salomonia cantoniensis,齿果草,7,8,8,10,CB
Salomonia ciliata,椭圆叶齿果草,7,8,8,9,CB
Salvia adiantifolia,铁线鼠尾草,6,6,NA,NA,CB
Salvia alatipetiolata,翅柄鼠尾草,7,8,NA,NA,CB
Salvia appendiculata,附片鼠尾草,5,5,NA,NA,CB
Salvia bowleyana,南丹参,3,7,NA,NA,CB
Salvia cavaleriei,贵州鼠尾草,7,9,NA,NA,CB
Salvia cavaleriei var. erythrophylla,贵州鼠尾草紫背变种,NA,NA,NA,NA,CB
Salvia cavaleriei var. simplicifolia,血盆草,NA,NA,NA,NA,CB
Salvia chinensis,华鼠尾草,8,10,NA,NA,CB
Salvia filicifolia,蕨叶鼠尾草,NA,NA,NA,NA,CB
Salvia japonica,鼠尾草,6,9,NA,NA,CB
Salvia kiangsiensis,关公须,5,5,NA,NA,CB
Salvia miltiorrhiza,丹参,NA,NA,NA,NA,CB
Salvia plebeia,荔枝草,NA,NA,NA,NA,CB
Salvia plectranthoides,长冠鼠尾草,NA,NA,NA,NA,CB
Salvia prionitis,红根草,NA,NA,NA,NA,CB
Salvia scapiformis,地埂鼠尾草,4,5,NA,NA,CB
Salvia scapiformis var. hirsuta,地埂鼠尾草硬毛变种,NA,NA,NA,NA,CB
Salvia substolonifera,佛光草,3,5,NA,NA,CB
Sambucus adnata,血满草,5,7,9,10,CB
Sambucus chinensis,接骨草,NA,NA,NA,NA,CB
Sambucus williamsii,接骨木,4,5,9,10,WD
Samolus valerandi,水茴草,NA,NA,NA,NA,CB
Sanguisorba officinalis,地榆,7,8,9,10,CB
Sanguisorba officinalis var. longifolia,长叶地榆,8,11,8,11,CB
Sanicula chinensis,变豆菜,4,10,4,10,CB
Sanicula elata,软雀花,5,10,5,10,CB
Sanicula lamelligera,薄片变豆菜,4,11,4,11,CB
Sanicula orthacantha,野鹅脚板,4,9,4,9,CB
Sapindus saponaria,无患子,3,5,6,11,WD
Sapium atrobadiomaculatum,斑子乌桕,3,5,NA,NA,WD
Sapium discolor,山乌桕,4,6,NA,NA,WD
Sapium japonicum,白木乌桕,5,6,NA,NA,WD
Sapium rotundifolium,圆叶乌桕,4,6,NA,NA,WD
Sapium sebiferum,乌桕,4,8,NA,NA,WD
Sarcandra glabra,草珊瑚,5,7,8,11,WD
Sarcandra glabra subsp. brachystachys,海南草珊瑚,10,5,3,8,WD
Sarcococca hookeriana,羽脉野扇花,NA,NA,NA,NA,WD
Sarcococca longifolia,长叶野扇花,9,9,NA,NA,WD
Sarcococca longipetiolata,长叶柄野扇花,9,9,12,12,WD
Sarcococca ruscifolia,野扇花,10,2,10,2,WD
Sarcopyramis bodinieri,肉穗草,5,7,10,12,CB
Sarcopyramis nepalensis,诸头红,8,10,9,12,CB
Sargentodoxa cuneata,大血藤,4,5,6,9,WD
Sasa longiligulata,赤竹,NA,NA,NA,NA,WD
Sassafras tzumu,檫木,3,4,8,9,WD
Sauropus androgynus,守宫木,4,7,7,12,WD
Sauropus garrettii,苍叶守宫木,4,8,8,11,WD
Saururus chinensis,三白草,4,6,6,7,CB
Saussurea amara,草地风毛菊,7,10,7,10,CB
Saussurea chetchozensis,大坪风毛菊,10,10,10,10,CB
Saussurea cordifolia,心叶风毛菊,NA,NA,NA,NA,CB
Saussurea deltoidea,三角叶风毛菊,5,11,5,11,CB
Saussurea hemsleyi,湖北风毛菊,7,9,7,9,CB
Saussurea japonica,风毛菊,NA,NA,NA,NA,CB
Saxifraga rufescens var. flabellifolia,扇叶虎耳草,NA,NA,NA,NA,CB
Schefflera delavayi,穗序鹅掌柴,10,11,1,1,WD
Schefflera heptaphylla,鹅掌柴,9,12,12,2,WD
Schefflera hypoleuca,白背鹅掌柴,1,1,4,4,WD
Schefflera minutistellata,星毛鸭脚木,9,9,10,10,WD
Schima argentea,银木荷,7,8,9,10,WD
Schima brevipedicellata,短梗木荷,7,8,9,10,WD
Schima parviflora,小花木荷,7,8,10,10,WD
Schima remotiserrata,疏齿木荷,8,9,9,10,WD
Schima sinensis,华木荷,7,8,10,11,WD
Schima superba,木荷,6,8,9,10,WD
Schima wallichii,红木荷,4,5,11,12,WD
Schisandra arisanensis subsp. viridis,绿叶五味子,4,6,6,9,WD
Schisandra bicolor,二色五味子,7,7,9,10,WD
Schisandra chinensis,五味子,5,7,7,9,WD
Schisandra grandiflora,大花五味子,4,6,8,9,WD
Schisandra henryi,翼梗五味子,5,7,8,9,WD
Schisandra longipes,长柄五味子,4,5,7,8,WD
Schisandra propinqua subsp. sinensis,铁箍散,NA,NA,NA,NA,WD
Schisandra pubescens,毛叶五味子,5,6,7,9,WD
Schisandra pubinervis,毛脉五味子,6,7,7,8,WD
Schisandra sphenanthera,华中五味子,4,6,7,9,WD
Schisandra tomentella,柔毛五味子,5,5,NA,NA,WD
Schizachyrium brevifolium,裂稃草,7,12,7,12,CB
Schizachyrium delavayi,旱茅,6,11,6,11,CB
Schizachyrium sanguineum,红裂稃草,7,12,7,12,CB
Schizocapsa plantaginea,裂果薯,4,11,4,11,CB
Schizopepon dioicus,湖北裂瓜,6,10,6,10,CB
Schizophragma hypoglaucum,白背钻地风,6,7,9,10,WD
Schizophragma integrifolium,钻地风,6,7,10,11,WD
Schizophragma integrifolium var. glaucescens,粉绿钻地风,6,7,9,10,WD
Schizophragma molle,柔毛钻地风,6,7,9,10,WD
Schnabelia oligophylla,四棱草,NA,NA,NA,NA,CB
Schoenoplectus juncoides,萤蔺,8,11,8,11,CB
Schoenoplectus mucronatus subsp. robustus,水毛花,5,11,5,11,CB
Schoenoplectus tabernaemontani,水葱,6,9,6,9,CB
Schoenoplectus triqueter,三棱水葱,6,10,6,10,CB
Schoenoplectus wallichii,猪毛草,8,11,8,11,CB
Schoenus falcatus,赤箭莎,5,7,5,7,CB
Schoepfia chinensis,华南青皮木,3,3,4,5,WD
Schoepfia jasminodora,青皮木,5,5,6,7,WD
Scirpus karuizawensis,华东藨草,NA,NA,NA,NA,CB
Scirpus lushanensis,庐山藨草,6,7,8,9,CB
Scirpus rosthornii,百球藨草,5,9,5,9,CB
Scirpus ternatanus,百穗藨草,7,8,7,8,CB
Scleria biflora,二花珍珠茅,8,9,8,9,CB
Scleria hookeriana,黑鳞珍珠茅,5,7,5,7,CB
Scleria levis,毛果珍珠茅,6,9,6,9,CB
Scleria parvula,小型珍珠茅,7,10,7,10,CB
Scleria terrestris,高秆珍珠茅,5,10,5,10,CB
Scorzonera albicaulis,华北鸦葱,5,9,5,9,CB
Scrophularia ningpoensis,玄参,6,10,9,11,CB
Scurrula parasitica,红花寄生,10,1,10,1,WD
Scutellaria barbata,半枝莲,NA,NA,NA,NA,CB
Scutellaria delavayi,方枝黄芩,NA,NA,NA,NA,CB
Scutellaria franchetiana,岩霍香,NA,NA,NA,NA,CB
Scutellaria hunanensis,湖南黄芩,NA,NA,NA,NA,CB
Scutellaria indica,韩信草,NA,NA,NA,NA,CB
Scutellaria indica var. elliptica,韩信草长毛变种,NA,NA,NA,NA,CB
Scutellaria indica var. parvifolia,韩信草小叶变种,NA,NA,NA,NA,CB
Scutellaria indica var. subacaulis,韩信草缩茎变种,NA,NA,NA,NA,CB
Scutellaria omeiensis var. serratifolia,峨眉黄芩锯叶变种,NA,NA,NA,NA,CB
Scutellaria sieversii,宽苞黄芩,NA,NA,NA,NA,WD
Scutellaria subintegra,两广黄芩,8,10,11,11,CB
Scutellaria tayloriana,偏花黄芩,3,5,NA,NA,CB
Scutellaria tenax,韧黄芩,NA,NA,NA,NA,CB
Scutellaria tenera,柔弱黄芩,NA,NA,NA,NA,CB
Scutellaria yingtakensis,英德黄芩,NA,NA,NA,NA,CB
Sedirea subparishii,短茎萼脊兰,NA,NA,NA,NA,CB
Sedum alfredii,东南景天,4,5,6,8,CB
Sedum baileyi,对叶景天,4,4,7,7,CB
Sedum bulbiferum,珠芽景天,4,7,NA,NA,CB
Sedum chauveaudii,轮叶景天,9,11,10,12,CB
Sedum drymarioides,大叶火焰草,4,4,8,8,CB
Sedum elatinoides,细叶景天,5,7,8,9,CB
Sedum emarginatum,凹叶景天,5,6,6,6,CB
Sedum grammophyllum,禾叶景天,5,5,NA,NA,CB
Sedum hakonense,本州景天,8,8,9,9,CB
Sedum japonicum,日本景天,5,6,7,8,CB
Sedum leptophyllum,薄叶景天,7,8,9,10,CB
Sedum lineare,佛甲草,4,5,6,7,CB
Sedum majus,山飘风,7,10,NA,NA,CB
Sedum makinoi,圆叶景天,6,7,NA,NA,CB
Sedum oligospermum,大苞景天,6,9,8,11,CB
Sedum onychopetalum,爪瓣景天,4,5,5,6,CB
Sedum polytrichoides,藓状景天,7,8,8,9,CB
Sedum sarmentosum,垂盆草,5,7,8,8,CB
Sedum stellariifolium,火焰草,6,8,8,9,CB
Sedum subtile,细小景天,4,6,7,8,CB
Sedum tetractinum,四芒景天,8,9,NA,NA,CB
Sedum yvesii,短蕊景天,4,5,5,5,CB
Semiaquilegia adoxoides,天葵,3,4,4,5,CB
Semiliquidambar cathayensis,半枫荷,3,6,7,9,WD
Senecio actinotus,湖南千里光,6,6,NA,NA,CB
Senecio faberi,峨眉千里光,6,8,NA,NA,CB
Senecio nemorensis,林荫千里光,6,12,NA,NA,CB
Senecio stauntonii,闽粤千里光,10,11,NA,NA,CB
Senna nomame,豆茶决明,8,9,9,10,CB
Serissa japonica,六月雪,5,7,6,11,WD
Serissa serissoides,白马骨,4,6,NA,NA,WD
Serratula chinensis,华麻花头,7,10,7,10,CB
Sesamum indicum,芝麻,NA,NA,NA,NA,CB
Setaria chondrachne,莩草,8,10,8,10,CB
Setaria faberi,大狗尾草,7,10,7,10,CB
Setaria forbesiana,西南莩草,7,10,7,10,CB
Setaria plicata,皱叶狗尾草,6,10,6,10,CB
Sheareria nana,虾须草,NA,NA,NA,NA,CB
Sida cordifolioides,湖南黄花稔,NA,NA,NA,NA,CB
Sida rhombifolia,白背黄花稔,6,11,NA,NA,WD
Sida rhombifolia var. corynocarpa,棒果黄花稔,NA,NA,NA,NA,WD
Siegesbeckia glabrescens,毛梗豨莶,4,9,6,11,CB
Siegesbeckia orientalis,豨莶,4,9,6,11,CB
Siegesbeckia pubescens,腺梗豨莶,5,8,6,10,CB
Silene aprica,女娄菜,5,7,6,8,CB
Silene baccifera,狗盘蔓,6,8,7,10,CB
Silene conoidea,麦瓶草,5,7,5,7,CB
Silene firma,疏毛女娄菜,6,7,7,8,CB
Silene fortunei,鹤草,6,8,7,9,CB
Silene hupehensis,湖北蝇子草,7,8,8,9,CB
Silene tatarinowii,石生蝇子草,7,8,8,10,CB
Sinacalia davidii,双花华蟹甲,7,8,NA,NA,CB
Sinacalia tangutica,华蟹甲,7,9,NA,NA,CB
Sindechites henryi,毛药藤,5,7,7,10,WD
Sinoadina racemosa,鸡仔木,5,12,5,12,WD
Sinocrassula indica,石莲,7,10,NA,NA,CB
Sinofranchetia chinensis,串果藤,4,5,7,10,WD
Sinojackia dolichocarpa,长果秤锤树,4,4,6,6,WD
Sinojackia henryi,棱果秤锤树,3,4,6,7,WD
Sinojackia rehderiana,狭果秤锤树,4,5,7,9,WD
Sinojohnstonia chekiangensis,浙赣车前紫草,4,5,4,5,CB
Sinojohnstonia moupinensis,短蕊车前紫草,4,7,4,7,CB
Sinojohnstonia plantaginea,车前紫草,3,9,3,9,CB
Sinomenium acutum,风龙,NA,NA,NA,NA,WD
Sinosenecio albonervius,白脉蒲儿根,NA,NA,NA,NA,CB
Sinosenecio chienii,雨农蒲儿根,4,6,NA,NA,CB
Sinosenecio confervifer,西南蒲儿根,NA,NA,NA,NA,CB
Sinosenecio eriopodus,毛柄蒲儿根,NA,NA,NA,NA,CB
Sinosenecio globigerus,匍枝蒲儿根,4,6,NA,NA,CB
Sinosenecio hunanensis,湖南蒲儿根,NA,NA,NA,NA,CB
Sinosenecio hupingshanensis,壶瓶山蒲儿根,NA,NA,NA,NA,CB
Sinosenecio jiuhuashanicus,九华蒲儿根,4,4,NA,NA,CB
Sinosenecio latouchei,白背蒲儿根,4,4,NA,NA,CB
Sinosenecio oldhamianus,蒲儿根,1,12,NA,NA,CB
Sinosenecio phalacrocarpus,秃果蒲儿根,NA,NA,NA,NA,CB
Sinosenecio saxatilis,岩生蒲儿根,5,6,5,6,CB
Sinosenecio subcoriaceus,革叶蒲儿根,5,6,NA,NA,CB
Sinosideroxylon pedunculatum,铁榄,5,8,NA,NA,WD
Sinosideroxylon wightianum,革叶铁榄,5,6,8,10,WD
Siphocranion macranthum,筒冠花,NA,NA,NA,NA,CB
Siphocranion nudipes,光柄筒冠花,NA,NA,NA,NA,CB
Siphonostegia chinensis,阴行草,6,8,NA,NA,CB
Siphonostegia laeta,腺毛阴行草,7,9,9,10,CB
Siraitia grosvenorii,罗汉果,5,7,7,9,CB
Skimmia arborescens,乔木茵芋,4,6,7,9,WD
Skimmia melanocarpa,黑果茵芋,3,5,9,11,WD
Skimmia reevesiana,茵芋,3,5,9,11,WD
Sloanea hemsleyana,仿栗,7,7,NA,NA,WD
Sloanea leptocarpa,薄果猴欢喜,4,5,9,9,WD
Sloanea sinensis,猴欢喜,9,11,6,7,WD
Smilax aberrans,弯梗菝葜,3,4,12,12,WD
Smilax arisanensis,尖叶菝葜,4,5,10,11,WD
Smilax biumbellata,西南菝葜,5,7,10,11,WD
Smilax bracteata,圆锥菝葜,11,2,6,8,WD
Smilax chapaensis,密疣菝葜,2,3,10,11,WD
Smilax china,菝葜,2,5,9,11,WD
Smilax chingii,柔毛菝葜,3,4,11,12,WD
Smilax cocculoides,银叶菝葜,2,4,11,11,WD
Smilax corbularia,筐条菝葜,5,7,12,12,WD
Smilax davidiana,小果菝葜,3,4,10,11,WD
Smilax discotis,托柄菝葜,4,5,10,10,WD
Smilax ferox,长托菝葜,3,4,10,11,WD
Smilax glabra,土茯苓,7,11,11,4,WD
Smilax glaucochina,黑果菝葜,3,5,10,11,WD
Smilax hayatae,菱叶菝葜,4,4,10,10,WD
Smilax hypoglauca,粉背菝葜,7,8,12,12,WD
Smilax lanceifolia,马甲菝葜,10,3,10,10,WD
Smilax lanceifolia var. elongata,折枝菝葜,NA,NA,NA,NA,WD
Smilax lanceifolia var. opaca,暗色菝葜,NA,NA,NA,NA,WD
Smilax lebrunii,粗糙菝葜,3,4,10,11,WD
Smilax megacarpa,大果菝葜,10,12,5,6,WD
Smilax menispermoidea,防己叶菝葜,5,6,10,11,WD
Smilax microphylla,小叶菝葜,6,8,10,11,WD
Smilax nervomarginata,缘脉菝葜,4,5,10,10,WD
Smilax nigrescens,黑叶菝葜,4,6,9,10,WD
Smilax nipponica,白背牛尾菜,4,5,8,9,CB
Smilax ocreata,抱茎菝葜,3,6,7,10,WD
Smilax outanscianensis,武当菝葜,5,5,9,10,WD
Smilax ovalifolia,卵叶菝葜,NA,NA,NA,NA,WD
Smilax planipes,扁柄菝葜,NA,NA,12,1,WD
Smilax polycolea,红果菝葜,4,5,9,10,WD
Smilax retroflexa,苍白菝葜,4,4,11,11,WD
Smilax riparia,牛尾菜,6,7,10,10,CB
Smilax scobinicaulis,短梗菝葜,5,5,10,10,WD
Smilax stans,鞘柄菝葜,5,6,10,10,WD
Smilax trinervula,三脉菝葜,3,4,10,11,WD
Smilax vanchingshanensis,梵净山菝葜,9,10,12,2,WD
Smithia ciliata,缘毛合叶豆,8,9,10,11,CB
Smithia conferta,密节坡油甘,7,10,7,10,CB
Smithia sensitiva,坡油甘,8,9,9,10,CB
Solanum dulcamara,欧白英,6,8,9,11,CB
Solanum japonense,野海茄,6,9,9,11,CB
Solanum lyratum,白英,6,10,10,11,CB
Solanum melongena,茄,NA,NA,NA,NA,CB
Solanum merrillianum,光枝木龙葵,1,12,1,12,CB
Solanum pittosporifolium,海桐叶白英,6,8,9,12,WD
Solanum pseudocapsicum var. diflorum,珊瑚豆,4,7,8,10,WD
Solanum scabrum,木龙葵,1,12,1,12,CB
Solanum spirale,旋花茄,5,7,6,12,WD
Solena amplexicaulis,茅瓜,5,8,8,11,CB
Solidago decurrens,一枝黄花,4,11,4,11,CB
Solidago virgaurea,毛果一枝黄花,6,9,6,9,CB
Sonchus lingianus,南苦苣菜,7,10,7,10,CB
Sonerila maculata,溪边桑勒草,6,10,8,12,CB
Sophora brachygyna,短蕊槐,8,11,10,1,WD
Sophora flavescens,苦参,6,8,7,10,CB
Sophora franchetiana,闽槐,4,9,4,9,WD
Sophora japonica,槐,7,8,8,10,WD
Sophora japonica var. pubescens,毛叶槐,NA,NA,NA,NA,WD
Sophora tonkinensis,越南槐,5,7,8,12,WD
Sopubia matsumurae,毛果短冠草,NA,NA,NA,NA,CB
Sopubia trifida,短冠草,6,7,9,9,CB
Sorbaria arborea,高丛珍珠梅,7,8,9,10,WD
Sorbus alnifolia,水榆花楸,5,5,8,9,WD
Sorbus caloneura,美脉花楸,4,4,6,8,WD
Sorbus corymbifera,疣果花楸,1,2,8,9,WD
Sorbus dunnii,棕脉花楸,5,5,6,8,WD
Sorbus folgneri,石灰花楸,4,5,7,8,WD
Sorbus folgneri var. duplicatodentata,齿叶石灰树,NA,NA,NA,NA,WD
Sorbus glomerulata,球穗花楸,5,6,9,10,WD
Sorbus hemsleyi,江南花楸,5,5,7,8,WD
Sorbus keissleri,毛序花楸,5,5,8,9,WD
Sorbus megalocarpa,大果花楸,4,4,7,8,WD
Sorbus pohuashanensis,花楸树,6,6,9,10,WD
Sorbus rhombifolia,菱叶花楸,NA,NA,9,9,WD
Sorbus setschwanensis,四川花楸,6,6,9,9,WD
Sorbus wilsoniana,华西花楸,5,5,8,9,WD
Sorbus zahlbruckneri,长果花楸,NA,NA,7,8,WD
Sorghum bicolor,高粱,NA,NA,NA,NA,CB
Sorghum nitidum,光高粱,6,11,6,11,CB
Sparganium stoloniferum,黑三棱,5,10,5,10,CB
Spathoglottis pubescens,苞舌兰,7,10,NA,NA,CB
Spatholirion longifolium,竹叶吉祥草,6,8,7,9,CB
Spatholobus suberectus,密花豆,6,6,11,12,WD
Speranskia cantonensis,广东地构叶,2,5,10,12,CB
Speranskia tuberculata,地构叶,5,9,5,9,CB
Sphaerocaryum malaccense,稗荩,9,11,9,11,CB
Spilanthes paniculata,金钮扣,NA,NA,NA,NA,CB
Spiradiclis umbelliformis,伞花螺序草,4,4,NA,NA,CB
Spiraea blumei,绣球绣线菊,4,6,8,10,WD
Spiraea cantoniensis,麻叶绣线菊,4,5,7,9,WD
