sentific name,chinese name,first flowerin month,last flowering month,first fruiting month,last fruiting month,genus name,family name,woodiness
Salsola arbuscula,Ä¾±¾ÖíÃ«²Ë,7,8,9,10,Salsola,Chenopodiaceae,WD
Salsola chinghaiensis,Çàº£ÖíÃ«²Ë,7,8,8,9,Salsola,Chenopodiaceae,CB
Salsola ikonnikovii,ÃÉ¹ÅÖíÃ«²Ë,7,8,8,9,NA,Chenopodiaceae,CB
Salsola laricifolia,ËÉÒ¶ÖíÃ«²Ë,6,8,8,9,Salsola,Chenopodiaceae,WD
Salsola passerina,ÕäÖéÖíÃ«²Ë,7,9,8,9,Salsola,Chenopodiaceae,WD
Salsola paulsenii,³¤´ÌÖíÃ«²Ë,7,8,9,10,Salsola,Chenopodiaceae,CB
Salsola pellucida,±¡³áÖíÃ«²Ë,7,8,8,9,Salsola,Chenopodiaceae,CB
Salsola sinkiangensis,ĞÂ½®ÖíÃ«²Ë,7,8,9,10,NA,Chenopodiaceae,CB
Salsola zaidamica,²ñ´ïÄ¾ÖíÃ«²Ë,7,8,8,9,Salsola,Chenopodiaceae,CB
Salvia cynica,È®ĞÎÊóÎ²²İ,7,8,NA,NA,Salvia,Lamiaceae,CB
Salvia japonica,ÊóÎ²²İ,6,9,NA,NA,Salvia,Lamiaceae,CB
Salvia maximowicziana,¶õÎ÷ÊóÎ²²İ,7,8,NA,NA,NA,Lamiaceae,CB
Salvia miltiorrhiza,µ¤²Î,4,8,9,10,NA,Lamiaceae,CB
Salvia piasezkii,ÇØÁëÊóÎ²²İ,NA,NA,NA,NA,NA,Lamiaceae,CB
Salvia plebeia,ÀóÖ¦²İ,4,5,6,7,NA,Lamiaceae,CB
Salvia plectranthoides,³¤¹ÚÊóÎ²²İ,5,8,NA,NA,NA,Lamiaceae,CB
Salvia przewalskii,¸ÊÎ÷ÊóÎ²²İ,6,8,9,10,Salvia,Lamiaceae,CB
Salvia przewalskii var. mandarinorum,¸ÊÎ÷ÊóÎ²²İºÖÃ«±äÖÖ,NA,NA,NA,NA,NA,Lamiaceae,CB
Salvia roborowskii,Õ³Ã«ÊóÎ²²İ,6,9,9,10,NA,Lamiaceae,CB
Salvia tricuspis,»ÆÊóÀÇ»¨,7,9,9,10,NA,Lamiaceae,CB
Salvia umbratica,ÒñÉúÊóÎ²²İ,8,10,NA,NA,NA,Lamiaceae,CB
Sambucus adnata,ÑªÂú²İ,5,7,8,10,Sambucus,Caprifoliaceae,CB
Sambucus chinensis,½Ó¹Ç²İ,4,5,7,10,NA,Caprifoliaceae,CB
Sanguisorba alpina,¸ßÉ½µØÓÜ,7,8,7,8,NA,Rosaceae,CB
Sanguisorba filiformis,³æÁ«,6,9,6,9,Sanguisorba,Rosaceae,CB
Sanguisorba officinalis,µØÓÜ,7,9,7,10,Sanguisorba,Rosaceae,CB
Sanguisorba officinalis var. glandulosa,ÏÙµØÓÜ,7,9,7,9,NA,Rosaceae,CB
Sanguisorba officinalis var. longifila,³¤ÈïµØÓÜ,8,9,8,9,NA,Rosaceae,CB
Sanguisorba officinalis var. longifolia,³¤Ò¶µØÓÜ,8,11,8,11,NA,Rosaceae,CB
Sanicula chinensis,±ä¶¹²Ë,4,5,8,9,Sanicula,Apiaceae,CB
Sanicula elata,ÈíÈ¸»¨,5,10,5,10,Sanicula,Apiaceae,CB
Sanicula elongata,³¤Ğò±ä¶¹²Ë,4,5,6,7,Sanicula,Apiaceae,CB
Sanicula giraldii,Ê×Ñô±ä¶¹²Ë,4,5,7,8,NA,Apiaceae,CB
Sanicula hacquetioides,ÁÛ¹û±ä¶¹²Ë,5,9,5,9,Sanicula,Apiaceae,CB
Sanicula orthacantha,Ò°¶ì½Å°å,4,6,7,8,Sanicula,Apiaceae,CB
Sanicula orthacantha var. brevispina,¶Ì´Ì¶ì½Å°å,NA,NA,NA,NA,NA,Apiaceae,CB
Sanicula serrata,¾âÒ¶±ä¶¹²Ë,3,6,8,9,Sanicula,Apiaceae,CB
Sapium discolor,É½ÎÚèê,4,6,7,8,NA,Euphorbiaceae,WD
Sapium japonicum,°×Ä¾ÎÚèê,5,6,NA,NA,NA,Euphorbiaceae,WD
Sapium sebiferum,ÎÚèê,5,6,8,9,NA,Euphorbiaceae,WD
Saposhnikovia divaricata,·À·ç,8,9,9,10,NA,Apiaceae,CB
Sarcococca hookeriana,ÓğÂöÒ°ÉÈ»¨,10,´ÎÄê2,NA,NA,NA,Buxaceae,WD
Sarcococca ruscifolia,Ò°ÉÈ»¨,10,2,10,2,Sarcococca,Buxaceae,WD
Sargentodoxa cuneata,´óÑªÌÙ,4,5,6,9,Sargentodoxa,Lardizabalaceae,WD
Saruma henryi,ÂíÌãÏã,5,5,6,7,Saruma,Aristolochiaceae,CB
Saururus chinensis,Èı°×²İ,4,6,6,7,Saururus,Saururaceae,CB
Saussurea acrophila,ÆÆÑªµ¤,7,8,8,10,Saussurea,Asteraceae,NA
Saussurea acroura,´¨¸Ê·çÃ«¾Õ,8,8,8,8,Saussurea,Asteraceae,CB
Saussurea amara,²İµØ·çÃ«¾Õ,7,10,7,10,Saussurea,Asteraceae,CB
Saussurea arenaria,É³Éú·çÃ«¾Õ,6,9,6,9,Saussurea,Asteraceae,CB
Saussurea brunneopilosa,ÒìÉ«·çÃ«¾Õ,7,8,7,8,Saussurea,Asteraceae,CB
Saussurea cana,»Ò°×·çÃ«¾Õ,7,9,7,9,Saussurea,Asteraceae,CB
Saussurea carduiformis,¼»×´·çÃ«¾Õ,9,9,9,9,Saussurea,Asteraceae,CB
Saussurea cauloptera,³á¾¥·çÃ«¾Õ,9,10,9,10,NA,Asteraceae,CB
Saussurea chingiana,±§¾¥·çÃ«¾Õ,7,7,7,7,Saussurea,Asteraceae,CB
Saussurea cordifolia,ĞÄÒ¶·çÃ«¾Õ,8,10,8,10,NA,Asteraceae,CB
Saussurea davurica,´ïÎÚÀï·çÃ«¾Õ,8,9,8,9,Saussurea,Asteraceae,CB
Saussurea deltoidea,Èı½ÇÒ¶·çÃ«¾Õ,8,9,10,10,Saussurea,Asteraceae,CB
Saussurea dielsiana,ÏÁÍ··çÃ«¾Õ,10,10,10,10,Saussurea,Asteraceae,CB
Saussurea dolichopoda,³¤¹£·çÃ«¾Õ,7,10,7,10,Saussurea,Asteraceae,CB
Saussurea dzeurensis,´¨Î÷·çÃ«¾Õ,9,10,9,10,Saussurea,Asteraceae,CB
Saussurea epilobioides,ÁøÒ¶²Ë·çÃ«¾Õ,8,9,8,9,Saussurea,Asteraceae,CB
Saussurea erubescens,ºì±úÑ©Á«,7,9,7,9,Saussurea,Asteraceae,CB
Saussurea flexuosa,³Ç¿Ú·çÃ«¾Õ,7,9,7,9,Saussurea,Asteraceae,CB
Saussurea frondosa,ÏÁÒí·çÃ«¾Õ,7,9,7,9,Saussurea,Asteraceae,CB
Saussurea globosa,Çò»¨Ñ©Á«,7,9,7,9,Saussurea,Asteraceae,CB
Saussurea gnaphalodes,ÊóüDÑ©ÍÃ×Ó,6,8,6,8,Saussurea,Asteraceae,CB
Saussurea graciliformis,ÏËÏ¸·çÃ«¾Õ,7,8,7,8,Saussurea,Asteraceae,CB
Saussurea graminea,ºÌÒ¶·çÃ«¾Õ,7,8,7,8,Saussurea,Asteraceae,CB
Saussurea hieracioides,³¤Ã«·çÃ«¾Õ,6,8,6,8,Saussurea,Asteraceae,CB
Saussurea hypsipeta,ºÚÃ«Ñ©ÍÃ×Ó,7,9,7,9,Saussurea,Asteraceae,CB
Saussurea iodostegia,×Ï°úÑ©Á«,7,9,7,9,Saussurea,Asteraceae,CB
Saussurea iodostegia var. ferruginipes,ĞâÉ«Ñ©Á«,NA,NA,NA,NA,NA,Asteraceae,CB
Saussurea japonica,·çÃ«¾Õ,6,11,6,11,NA,Asteraceae,CB
Saussurea kansuensis,¸ÊËà·çÃ«¾Õ,8,10,8,10,Saussurea,Asteraceae,CB
Saussurea katochaete,ÖØ³İ·çÃ«¾Õ,7,10,7,10,Saussurea,Asteraceae,CB
Saussurea laciniata,ÁÑÒ¶·çÃ«¾Õ,7,8,7,8,Saussurea,Asteraceae,CB
Saussurea leontodontoides,Ê¨ÑÀ²İ×´·çÃ«¾Õ,8,10,8,10,Saussurea,Asteraceae,CB
Saussurea licentiana,´¨ÉÂ·çÃ«¾Õ,8,9,8,9,NA,Asteraceae,CB
Saussurea likiangensis,Àö½­·çÃ«¾Õ,NA,NA,NA,NA,NA,Asteraceae,CB
Saussurea macrota,´ó¶úÒ¶·çÃ«¾Õ,7,8,7,8,Saussurea,Asteraceae,CB
Saussurea malitiosa,¼âÍ··çÃ«¾Õ,6,7,6,7,Saussurea,Asteraceae,CB
Saussurea medusa,Ë®Ä¸Ñ©ÍÃ×Ó,7,9,7,9,Saussurea,Asteraceae,CB
Saussurea minuta,Ğ¡·çÃ«¾Õ,9,9,NA,NA,Saussurea,Asteraceae,CB
Saussurea mongolica,ÃÉ¹Å·çÃ«¾Õ,7,10,7,10,Saussurea,Asteraceae,CB
Saussurea morifolia,É£Ò¶·çÃ«¾Õ,8,9,8,9,Saussurea,Asteraceae,CB
Saussurea mutabilis,±äÒ¶·çÃ«¾Õ,8,9,9,10,Saussurea,Asteraceae,CB
Saussurea neofranchetii,¶úÒ¶·çÃ«¾Õ,8,8,8,8,Saussurea,Asteraceae,CB
Saussurea nigrescens,¶Û°úÑ©Á«,9,10,9,10,Saussurea,Asteraceae,CB
Saussurea nivea,Òø±³·çÃ«¾Õ,7,9,7,9,NA,Asteraceae,CB
Saussurea odontolepis,³İ°ú·çÃ«¾Õ,8,9,8,9,Saussurea,Asteraceae,CB
Saussurea oligantha,ÉÙ»¨·çÃ«¾Õ,7,9,7,9,Saussurea,Asteraceae,CB
Saussurea pachyneura,¶«¶íÂå·çÃ«¾Õ,8,9,8,9,Saussurea,Asteraceae,CB
Saussurea parviflora,Ğ¡»¨·çÃ«¾Õ,7,9,7,9,Saussurea,Asteraceae,CB
Saussurea paxiana,ºìÒ¶Ñ©ÍÃ×Ó,6,8,6,8,Saussurea,Asteraceae,CB
Saussurea pectinata,ó÷°ú·çÃ«¾Õ,8,10,8,10,Saussurea,Asteraceae,CB
Saussurea petrovii,Î÷±±·çÃ«¾Õ,6,9,6,9,Saussurea,Asteraceae,CB
Saussurea phaeantha,ºÖ»¨Ñ©Á«,6,9,6,9,Saussurea,Asteraceae,CB
Saussurea pinnatidentata,ÓğÁÑ·çÃ«¾Õ,8,10,8,10,Saussurea,Asteraceae,CB
Saussurea polycephala,¶àÍ··çÃ«¾Õ,8,9,8,9,Saussurea,Asteraceae,NA
Saussurea polycolea var. acutisquama,¼â°úÑ©Á«,7,9,7,9,NA,Asteraceae,CB
Saussurea populifolia,ÑîÒ¶·çÃ«¾Õ,7,9,9,10,Saussurea,Asteraceae,CB
Saussurea przewalskii,Íä³İ·çÃ«¾Õ,7,9,7,9,Saussurea,Asteraceae,CB
Saussurea pulchella,ÃÀ»¨·çÃ«¾Õ,8,10,8,10,Saussurea,Asteraceae,CB
Saussurea pulchra,ÃÀÀö·çÃ«¾Õ,8,9,8,9,Saussurea,Asteraceae,CB
Saussurea pulvinata,µæ·çÃ«¾Õ,7,7,7,7,Saussurea,Asteraceae,CB
Saussurea recurvata,ÕÛ°ú·çÃ«¾Õ,7,9,7,9,Saussurea,Asteraceae,CB
Saussurea romuleifolia,ğ°Î²Ò¶·çÃ«¾Õ,7,8,7,8,Saussurea,Asteraceae,CB
Saussurea runcinata,µ¹ÓğÒ¶·çÃ«¾Õ,7,9,7,9,Saussurea,Asteraceae,CB
Saussurea salicifolia,ÁøÒ¶·çÃ«¾Õ,8,9,8,9,Saussurea,Asteraceae,CB
Saussurea salsa,ÑÎµØ·çÃ«¾Õ,7,9,7,9,Saussurea,Asteraceae,CB
Saussurea sobarocephala,°ºÍ··çÃ«¾Õ,7,8,7,8,Saussurea,Asteraceae,CB
Saussurea stella,ĞÇ×´Ñ©ÍÃ×Ó,7,9,7,9,Saussurea,Asteraceae,CB
Saussurea subulisquama,¼â°ú·çÃ«¾Õ,8,9,8,9,Saussurea,Asteraceae,CB
Saussurea sylvatica,ÁÖÉú·çÃ«¾Õ,6,7,6,7,Saussurea,Asteraceae,CB
Saussurea sylvatica var. hsiaowutaishanensis,Ğ¡ÎåÌ¨É½·çÃ«¾Õ,7,8,7,8,NA,Asteraceae,CB
Saussurea tangutica,ÌÆ¹ÅÌØÑ©Á«,7,9,7,9,Saussurea,Asteraceae,CB
Saussurea thoroldii,²İµéÑ©ÍÃ×Ó,7,9,7,9,Saussurea,Asteraceae,CB
Saussurea tianshuiensis,ÌìË®·çÃ«¾Õ,NA,NA,NA,NA,NA,Asteraceae,NA
Saussurea tomentosa,¸ßÁë·çÃ«¾Õ,7,9,7,9,Saussurea,Asteraceae,CB
Saussurea tsinlingensis,ÇØÁë·çÃ«¾Õ,8,10,8,10,Saussurea,Asteraceae,CB
Saussurea ussuriensis,ÎÚËÕÀï·çÃ«¾Õ,7,9,7,9,Saussurea,Asteraceae,CB
Saussurea variiloba,±äÁÑ·çÃ«¾Õ,9,9,9,9,Saussurea,Asteraceae,CB
Saussurea woodiana,Å£¶ú·çÃ«¾Õ,7,8,7,8,Saussurea,Asteraceae,CB
Saxifraga atrata,ºÚ»¢¶ú²İ,7,8,7,8,Saxifraga,Saxifragaceae,CB
Saxifraga aurantiaca,³È»Æ»¢¶ú²İ,7,8,7,9,Saxifraga,Saxifragaceae,CB
Saxifraga cernua,ÁãÓà»¢¶ú²İ,6,9,6,9,Saxifraga,Saxifragaceae,CB
Saxifraga congestiflora,ÃÜ»¨»¢¶ú²İ,8,9,8,9,NA,Saxifragaceae,CB
Saxifraga egregia,ÓÅÔ½»¢¶ú²İ,7,9,7,9,Saxifraga,Saxifragaceae,CB
Saxifraga gemmigera,Ñ¿»¢¶ú²İ,7,9,7,9,Saxifraga,Saxifragaceae,CB
Saxifraga giraldiana,ÇØÁë»¢¶ú²İ,7,9,7,9,Saxifraga,Saxifragaceae,CB
Saxifraga granulifera,ÖéÑ¿»¢¶ú²İ,6,9,6,9,NA,Saxifragaceae,CB
Saxifraga heleonastes,ÕÓµØ»¢¶ú²İ,7,10,7,10,Saxifraga,Saxifragaceae,CB
Saxifraga hirculus,É½Ñò³ô»¢¶ú²İ,6,9,6,9,Saxifraga,Saxifragaceae,CB
Saxifraga lumpuensis,µÀæÚ»¢¶ú²İ,6,7,NA,NA,Saxifraga,Saxifragaceae,CB
Saxifraga melanocentra,ºÚÈï»¢¶ú²İ,7,9,7,9,Saxifraga,Saxifragaceae,CB
Saxifraga mengtzeana,ÃÉ×Ô»¢¶ú²İ,5,10,5,10,Saxifraga,Saxifragaceae,CB
Saxifraga monantha,ËÄÊı»¨»¢¶ú²İ,5,8,NA,NA,Saxifraga,Saxifragaceae,CB
Saxifraga nana,Çàº£»¢¶ú²İ,7,8,NA,NA,Saxifraga,Saxifragaceae,CB
Saxifraga nanella,¹âÔµ»¢¶ú²İ,7,8,NA,NA,Saxifraga,Saxifragaceae,CB
Saxifraga pallida,¶àÒ¶»¢¶ú²İ,7,10,7,10,Saxifraga,Saxifragaceae,CB
Saxifraga przewalskii,Çà²Ø»¢¶ú²İ,7,8,NA,NA,Saxifraga,Saxifragaceae,CB
Saxifraga pseudohirculus,ÏÁ°ê»¢¶ú²İ,7,9,7,9,Saxifraga,Saxifragaceae,CB
Saxifraga rufescens,ºìÃ«»¢¶ú²İ,4,6,NA,NA,NA,Saxifragaceae,CB
Saxifraga rufescens var. flabellifolia,ÉÈÒ¶»¢¶ú²İ,NA,NA,NA,NA,NA,Saxifragaceae,CB
Saxifraga sibirica,Çò¾¥»¢¶ú²İ,4,7,5,11,Saxifraga,Saxifragaceae,CB
Saxifraga sinomontana,É½µØ»¢¶ú²İ,5,10,5,10,Saxifraga,Saxifragaceae,CB
Saxifraga stellariifolia,·±ÂÆ»¢¶ú²İ,7,9,7,9,Saxifraga,Saxifragaceae,CB
Saxifraga tangutica,ÌÆ¹ÅÌØ»¢¶ú²İ,6,10,6,10,Saxifraga,Saxifragaceae,CB
Saxifraga unguiculata,×¦°ê»¢¶ú²İ,7,9,7,9,Saxifraga,Saxifragaceae,CB
Saxifraga unguipetala,¶õÎ÷»¢¶ú²İ,7,8,NA,NA,NA,Saxifragaceae,CB
Scabiosa comosa,»ª±±À¶Åè»¨,7,8,9,9,Scabiosa,Dipsacaceae,CB
Schisandra chinensis,ÎåÎ¶×Ó,5,7,7,10,NA,Schisandraceae,WD
Schisandra grandiflora,´ó»¨ÎåÎ¶×Ó,4,6,8,9,Schisandra,Schisandraceae,WD
Schisandra henryi,Òí¹£ÎåÎ¶×Ó,5,7,8,9,Schisandra,Schisandraceae,WD
Schisandra propinqua,,6,7,NA,NA,Schisandra,Schisandraceae,NA
Schisandra propinqua subsp. sinensis,Ìú¹¿É¢,6,8,8,9,NA,Schisandraceae,WD
Schisandra rubriflora,ºì»¨ÎåÎ¶×Ó,5,6,7,10,Schisandra,Schisandraceae,WD
Schisandra sphenanthera,»ªÖĞÎåÎ¶×Ó,4,7,7,9,Schisandra,Schisandraceae,WD
Schizopepon dioicus,ºş±±ÁÑ¹Ï,7,7,8,8,Schizopepon,Cucurbitaceae,CB
Schizophragma hypoglaucum,°×±³×êµØ·ç,6,7,9,10,NA,Saxifragaceae,WD
Schizophragma integrifolium,×êµØ·ç,6,7,10,11,Schizophragma,Saxifragaceae,WD
Schoenoplectus ehrenbergii,½£°úË®´Ğ,8,10,8,10,Schoenoplectus,Cyperaceae,NA
Schoenoplectus tabernaemontani,Ë®´Ğ,6,9,6,9,Schoenoplectus,Cyperaceae,CB
Schoenoplectus triqueter,ÈıÀâË®´Ğ,7,9,7,9,NA,Cyperaceae,CB
Schoepfia jasminodora,ÇàÆ¤Ä¾,3,5,4,6,Schoepfia,Olacaceae,WD
Scirpus karuizawensis,»ª¶«Ë‘²İ,NA,NA,NA,NA,NA,Cyperaceae,CB
Scirpus lushanensis,Â®É½Ë‘²İ,6,7,8,9,Scirpus,Cyperaceae,CB
Scirpus orientalis,¶«·½Ë‘²İ,7,8,8,9,NA,Cyperaceae,CB
Scirpus rosthornii,°ÙÇòË‘²İ,5,6,7,8,Scirpus,Cyperaceae,CB
Scorzonera albicaulis,»ª±±Ñ»´Ğ,5,9,5,9,Scorzonera,Asteraceae,CB
Scorzonera austriaca,Ñ»´Ğ,4,5,5,6,Scorzonera,Asteraceae,CB
Scorzonera curvata,Ë¿Ò¶Ñ»´Ğ,5,6,5,6,Scorzonera,Asteraceae,CB
Scorzonera divaricata,¹ÕÖáÑ»´Ğ,5,9,5,9,Scorzonera,Asteraceae,CB
Scorzonera mongolica,ÃÉ¹ÅÑ»´Ğ,4,8,4,8,Scorzonera,Asteraceae,CB
Scorzonera pseudodivaricata,Öã×´Ñ»´Ğ,5,8,5,8,NA,Asteraceae,CB
Scorzonera sinensis,ÌÒÒ¶Ñ»´Ğ,4,9,4,9,Scorzonera,Asteraceae,CB
Scrofella chinensis,Ï¸ËëĞş²Î,7,8,NA,NA,Scrofella,Scrophulariaceae,CB
Scrophularia buergeriana var. tsinglingensis,±±ÇØÁëĞş²Î,NA,NA,NA,NA,NA,Scrophulariaceae,CB
Scrophularia fargesii,³¤¹£Ğş²Î,6,7,8,8,Scrophularia,Scrophulariaceae,CB
Scrophularia incisa,ÀùĞş²Î,6,8,8,9,Scrophularia,Scrophulariaceae,CB
Scrophularia kakudensis,µ¤¶«Ğş²Î,7,8,9,10,Scrophularia,Scrophulariaceae,CB
Scrophularia kansuensis,¸ÊËàĞş²Î,5,8,5,8,Scrophularia,Scrophulariaceae,CB
Scrophularia ningpoensis,Ğş²Î,7,9,9,11,NA,Scrophulariaceae,CB
Scrophularia souliei,Ğ¡»¨Ğş²Î,6,7,6,7,NA,Scrophulariaceae,CB
Scrophularia stylosa,³¤ÖùĞş²Î,6,6,7,9,Scrophularia,Scrophulariaceae,CB
Scutellaria amoena,µá»ÆÜË,5,9,6,10,NA,Lamiaceae,CB
Scutellaria baicalensis,»ÆÜË,7,8,8,9,NA,Lamiaceae,CB
Scutellaria barbata,°ëÖ¦Á«,4,7,4,7,NA,Lamiaceae,CB
Scutellaria delavayi,·½Ö¦»ÆÜË,4,5,5,6,NA,Lamiaceae,CB
Scutellaria franchetiana,ÑÒ»ôÏã,6,7,NA,NA,NA,Lamiaceae,CB
Scutellaria hypericifolia,Á¬ÇÌÒ¶»ÆÜË,6,8,8,9,NA,Lamiaceae,CB
Scutellaria indica,º«ĞÅ²İ,2,6,2,6,NA,Lamiaceae,CB
Scutellaria meehanioides,ÁúÍ·»ÆÜË,6,6,NA,NA,Scutellaria,Lamiaceae,CB
Scutellaria meehanioides var. paucidentata,ÉÙ³İÁúÍ·»ÆÜË,NA,NA,NA,NA,NA,Lamiaceae,CB
Scutellaria przewalskii,ÉîÁÑÒ¶»ÆÜË,6,8,7,9,NA,Lamiaceae,WD
Scutellaria rehderiana,¸ÊËà»ÆÜË,5,8,NA,NA,NA,Lamiaceae,CB
Scutellaria scordifolia,²¢Í·»ÆÜË,6,8,8,9,NA,Lamiaceae,CB
Scutellaria scordifolia var. villosissima,²¢Í·»ÆÜË¶àÃ«±äÖÖ,NA,NA,NA,NA,NA,Lamiaceae,CB
Scutellaria spectabilis,°×»¨»ÆÜË,NA,NA,NA,NA,NA,Lamiaceae,CB
Sedum barbeyi,Àë°ê¾°Ìì,8,8,9,10,Sedum,Crassulaceae,CB
Sedum bonnieri,³Ç¿Ú¾°Ìì,8,9,10,10,Sedum,Crassulaceae,CB
Sedum celatum,ÒşÄä¾°Ìì,7,7,8,9,Sedum,Crassulaceae,CB
Sedum chauveaudii,ÂÖÒ¶¾°Ìì,9,11,10,12,Sedum,Crassulaceae,CB
Sedum daigremontianum var. macrosepalum,´óİàÄö°ê¾°Ìì,8,8,9,10,NA,Crassulaceae,CB
Sedum dielsii,Èé°ê¾°Ìì,9,10,11,11,Sedum,Crassulaceae,CB
Sedum elatinoides,Ï¸Ò¶¾°Ìì,6,6,7,7,Sedum,Crassulaceae,CB
Sedum emarginatum,°¼Ò¶¾°Ìì,5,6,6,6,Sedum,Crassulaceae,CB
Sedum japonicum,ÈÕ±¾¾°Ìì,5,6,7,8,Sedum,Crassulaceae,CB
Sedum lineare,·ğ¼×²İ,4,5,6,7,NA,Crassulaceae,CB
Sedum majus,É½Æ®·ç,7,10,NA,NA,NA,Crassulaceae,CB
Sedum multicaule,¶à¾¥¾°Ìì,7,8,8,9,Sedum,Crassulaceae,CB
Sedum oligospermum,´ó°ú¾°Ìì,6,9,8,11,Sedum,Crassulaceae,CB
Sedum pampaninii,ÇØÁë¾°Ìì,8,9,10,10,Sedum,Crassulaceae,CB
Sedum paracelatum,Ãô¸Ğ¾°Ìì,8,9,9,10,Sedum,Crassulaceae,CB
Sedum perrotii,¸ÊËà¾°Ìì,7,7,8,8,Sedum,Crassulaceae,CB
Sedum phyllanthum,Ò¶»¨¾°Ìì,5,5,6,7,NA,Crassulaceae,CB
Sedum planifolium,Æ½Ò¶¾°Ìì,6,7,8,8,Sedum,Crassulaceae,CB
Sedum przewalskii,¸ßÔ­¾°Ìì,8,8,9,9,Sedum,Crassulaceae,CB
Sedum purdomii,ÁÑÁÛ¾°Ìì,8,8,NA,NA,Sedum,Crassulaceae,CB
Sedum roborowskii,À«Ò¶¾°Ìì,8,9,9,9,Sedum,Crassulaceae,CB
Sedum sarmentosum,´¹Åè²İ,5,7,8,8,NA,Crassulaceae,CB
Sedum stellariifolium,»ğÑæ²İ,7,8,8,9,NA,Crassulaceae,CB
Sedum ulricae,¸ÊÄÏ¾°Ìì,7,7,8,8,Sedum,Crassulaceae,CB
Senecio ambraceus,çúçêÇ§Àï¹â,8,9,NA,NA,Senecio,Asteraceae,CB
Senecio argunensis,¶îÈ÷Ç§Àï¹â,8,10,NA,NA,Senecio,Asteraceae,CB
Senecio densiserratus,ÃÜ³İÇ§Àï¹â,8,9,9,10,Senecio,Asteraceae,CB
Senecio diversipinnus,ÒìÓğÇ§Àï¹â,NA,NA,NA,NA,NA,Asteraceae,CB
Senecio faberi,¶ëÃ¼Ç§Àï¹â,6,8,NA,NA,Senecio,Asteraceae,CB
Senecio krascheninnikovii,Ï¸¹£Ç§Àï¹â,6,9,NA,NA,Senecio,Asteraceae,CB
Senecio nemorensis,ÁÖÒñÇ§Àï¹â,8,8,9,9,Senecio,Asteraceae,CB
Senecio oryzetorum,ÌïÒ°Ç§Àï¹â,5,5,NA,NA,NA,Asteraceae,CB
Senecio scandens var. incisa,È±ÁÑÇ§Àï¹â,NA,NA,NA,NA,NA,Asteraceae,CB
Senecio scandens var. incisus,È±ÁÑÇ§Àï¹â,8,´ÎÄê2,NA,NA,NA,Asteraceae,NA
Senecio thianschanicus,ÌìÉ½Ç§Àï¹â,NA,NA,NA,NA,NA,Asteraceae,CB
Seriphidium compactum,¾ÛÍ·¾îİï,8,10,8,10,NA,Asteraceae,CB
Seriphidium fedtschenkoanum,²ÔÂÌ¾îİï,8,10,NA,NA,NA,Asteraceae,CB
Seriphidium minchunense,ÃñÇÚ¾îİï,8,10,8,10,Seriphidium,Asteraceae,CB
Seriphidium mongolorum,ÃÉÇà¾îİï,8,10,8,10,NA,Asteraceae,WD
Seriphidium nitrosum,Î÷±±¾îİï,8,10,8,10,NA,Asteraceae,CB
Serratula centauroides,Âé»¨Í·,6,9,6,9,NA,Asteraceae,CB
Serratula chanetii,Íë°úÂé»¨Í·,5,10,5,10,Serratula,Asteraceae,CB
Serratula chinensis,»ªÂé»¨Í·,8,8,10,10,Serratula,Asteraceae,CB
Serratula coronata,Î±Äàºú²Ë,8,8,10,10,Serratula,Asteraceae,CB
Serratula strangulata,çË°úÂé»¨Í·,6,9,6,9,Serratula,Asteraceae,CB
Seseli incisodentatum,Èñ³İÎ÷·çÇÛ,8,9,9,10,NA,Apiaceae,CB
Seseli intramongolicum,ÄÚÃÉÎ÷·çÇÛ,7,8,8,9,Seseli,Apiaceae,CB
Seseli squarrulosum,´Ö²ÚÎ÷·çÇÛ,7,8,8,9,Seseli,Apiaceae,CB
Setaria arenaria,¶ÏËë¹·Î²²İ,7,9,7,9,NA,Poaceae,CB
Setaria forbesiana,Î÷ÄÏİ³²İ,7,10,7,10,Setaria,Poaceae,CB
Setaria plicata,ÖåÒ¶¹·Î²²İ,6,10,6,10,Setaria,Poaceae,CB
Setaria viridis subsp. pycnocoma,¾Ş´ó¹·Î²²İ,6,10,6,10,NA,Poaceae,CB
Shuteria pampaniniana,²İºìÌÚ,NA,NA,NA,NA,NA,Fabaceae,CB
Sibbaldia adpressa,·üÃ«É½İ®²İ,5,8,5,8,Sibbaldia,Rosaceae,CB
Sibbaldia cuneata,Ğ¨Ò¶É½İ®²İ,5,10,5,10,Sibbaldia,Rosaceae,CB
Sibbaldia micropetala,°×Ò¶É½İ®²İ,6,8,6,8,Sibbaldia,Rosaceae,CB
Sibbaldia procumbens,É½İ®²İ,7,8,7,8,Sibbaldia,Rosaceae,CB
Sibbaldia procumbens var. aphanopetala,Òş°êÉ½İ®²İ,7,8,7,8,NA,Rosaceae,CB
Sibbaldia purpurea var. macropetala,´ó°ê×Ï»¨É½İ®²İ,NA,NA,NA,NA,NA,Rosaceae,CB
Sibbaldia tenuis,ÏËÏ¸É½İ®²İ,6,6,NA,NA,Sibbaldia,Rosaceae,CB
Sibbaldia tetrandra,ËÄÈïÉ½İ®²İ,5,8,5,8,Sibbaldia,Rosaceae,CB
Sibiraea angustata,Õ­Ò¶ÏÊ±°»¨,6,6,8,9,Sibiraea,Rosaceae,WD
Sibiraea laevigata,ÏÊ±°»¨,7,7,8,9,Sibiraea,Rosaceae,WD
